,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.070291385,0.7058942,1.0421147,0.47254044,0,0.050068796,0.06187079,0.9473626,0.6925819,1.9641551,1.5986415,0.25300312,0.4828533
1,0.3895439,0.34061426,4.310374,0.73265713,1,0.34145176,0.4588742,0.21071488,0.32855728,6.083721,6.353459,0.6453866,0.6219299
2,0.13693178,0.51367646,1.2096694,0.5292277,2,0.46575093,0.2823293,0.47970515,0.66792434,1.0261619,2.6330056,0.65666854,0.40637055
3,0.1334114,0.2619313,2.6187491,0.2969693,3,0.90507585,0.24776208,0.34743404,0.29910988,3.6291866,3.3754313,0.1892528,0.36721417
4,0.1887668,0.8964092,1.440549,0.30309114,4,0.5340756,0.5553241,0.943756,0.7719578,2.1742625,1.8173391,0.44099313,0.30211607
5,0.13740768,0.6085672,5.9705343,0.5100406,5,0.2353304,0.1733999,0.70171857,0.5954925,6.232602,6.330423,0.6553017,0.59134746
6,0.21839446,0.7487923,6.524071,0.7054724,6,0.3210442,0.31780586,0.7794304,0.7496075,5.899839,5.9038453,0.82923335,0.68409073
7,0.061458744,0.16410774,3.8143048,0.4823734,7,0.046564043,0.093177706,0.12431377,0.14760453,3.8885746,3.6227715,0.12147659,0.33281177
8,0.28319442,0.5839163,3.7604713,0.26714745,8,0.6465356,0.5286625,0.8715617,0.59268713,6.8740044,4.8518205,0.94515747,0.628274
9,0.1377014,0.80620193,3.8191402,0.2544415,9,0.7571626,0.43905,0.9431872,0.74423754,4.686882,4.7861867,0.42218047,0.4032309
10,0.034287773,0.82195175,5.864073,0.37283233,10,0.5818158,0.14281064,0.8787375,0.7248183,6.94468,5.20112,0.24141097,0.35582837
11,0.14889793,0.11696737,7.1492186,0.34235093,11,0.1363172,0.14515118,0.1036275,0.11006593,6.769122,6.8937955,0.3290953,0.4971582
12,0.057431933,0.37654647,6.3273454,0.5792946,12,0.007382214,0.014281231,0.29218745,0.44144523,6.528633,6.989951,0.79628474,0.6099431
13,0.3538883,0.09046693,2.6702294,0.44065285,13,0.8805145,0.61781824,0.17565054,0.118792675,2.654285,2.0108416,0.41796547,0.32017
14,0.1138206,0.59999144,3.9425442,0.2956502,14,0.90428686,0.5463518,0.76222914,0.60266125,6.9962883,4.6625857,0.3107643,0.3676626
15,0.5450064,0.71045864,5.031038,0.3348073,15,0.48602682,0.48305097,0.59899724,0.5463933,4.237565,3.9098856,0.91339225,0.6823005
16,0.36583146,0.25111112,6.0789385,0.1975303,16,0.17350644,0.42071226,0.30439138,0.28123143,5.296262,4.5437217,0.3143996,0.2884968
17,0.7392167,0.42881012,5.124194,0.18670398,17,0.7707188,0.46584973,0.379911,0.5063387,5.5172997,6.4927773,0.13810325,0.21261233
18,0.2657148,0.42362985,7.6236095,0.2987099,18,0.47406858,0.4889231,0.33356786,0.4129004,6.229282,6.3509326,0.26386523,0.4044358
19,0.11191782,0.5356718,5.163288,0.5274751,19,0.09431481,0.08272543,0.6275958,0.51005983,5.7876463,5.326378,0.6133008,0.47402745
20,0.34558073,0.15687948,4.8242297,0.046101566,20,0.1935265,0.31962955,0.117824614,0.12646067,5.293601,5.6426024,0.21498913,0.21931626
