,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.64012754,0.5088306,0,0.45847157,0.55520695,6.3244042,6.8476152,0.49108148,0.64526916
1,0.33912653,0.07160419,1,0.45137614,0.43645686,6.010927,6.7998886,0.43569103,0.91788703
2,0.6009646,0.6230781,2,0.5322501,0.47597247,4.790013,4.157652,0.3133826,0.17186332
3,0.4281397,0.32993323,3,0.60169995,0.7921569,5.3456,6.8707356,0.50431955,0.7418598
4,0.48940724,0.871076,4,0.5384535,0.45282704,3.8389375,4.766028,0.3464814,0.5665846
5,0.5669245,0.95644706,5,0.6397288,0.5962474,3.2230752,1.6938506,0.30377465,0.26881492
6,0.4059813,0.47109282,6,0.4614635,0.4348359,4.2112627,2.5333552,0.62639076,0.9459347
7,0.64619553,0.67818266,7,0.2945371,0.13626844,4.339788,4.8732347,0.5462254,0.8252735
8,0.52128565,0.22232533,8,0.6385902,0.85936713,3.3854356,2.881724,0.3851238,0.45228714
9,0.6316101,0.9638686,9,0.5867001,0.051255167,3.345023,2.5340514,0.6440186,0.5843457
10,0.5414231,0.67067367,10,0.6313119,0.7330191,3.3363183,1.7435337,0.34158033,0.16403306
11,0.45307347,0.07343465,11,0.44330645,0.47998857,5.8263288,4.963618,0.5685665,0.7587969
12,0.60416895,0.50788516,12,0.64176935,0.70951563,3.8132558,5.2312117,0.35981965,0.18679905
13,0.58671236,0.5748695,13,0.40778333,0.4059074,6.855498,6.936921,0.36779392,0.57831776
14,0.5561345,0.8081898,14,0.58389795,0.3880527,4.9531164,4.627547,0.6351502,0.657779
15,0.34268683,0.27143764,15,0.5054836,0.41090232,6.180314,4.580802,0.5828712,0.5514896
16,0.59976,0.5483755,16,0.4532045,0.46930265,6.5174522,5.748908,0.3970068,0.60189646
17,0.6266448,0.8458075,17,0.31538245,0.16123432,5.209723,3.6135688,0.570868,0.4432205
18,0.4902858,0.051122606,18,0.66354394,0.42107373,3.388308,1.252987,0.46464583,0.26728904
19,0.42286628,0.36321056,19,0.5703578,0.21291983,3.9063544,2.7189832,0.65789366,0.95476973
20,0.49909234,0.5443757,20,0.6359008,0.84665716,5.1501174,6.814209,0.6092226,0.55181384
21,0.456393,0.78358346,21,0.631835,0.55223125,3.703977,3.0269866,0.52923423,0.37470102
22,0.3103778,0.22009897,22,0.32085016,0.1053794,4.5836163,3.0968688,0.6776713,0.950816
23,0.38948637,0.4773221,23,0.63112855,0.87468636,5.2913985,6.784756,0.66868925,0.8504458
24,0.3148697,0.050647795,24,0.63456196,0.6815756,3.2911997,1.9361907,0.63237524,0.46078736
25,0.6645452,0.8537916,25,0.6141123,0.5767186,6.184641,6.228452,0.6238916,0.81721866
