,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.059229735,0.6474551,2.8342855,0.5100254,0,0.050068796,0.064046524,0.9473626,0.70807624,1.9641551,1.7576429,0.25300312,0.50612855
1,0.734691,0.36383098,6.456694,0.54869604,1,0.34145176,0.46443084,0.21071488,0.33217663,6.083721,6.414127,0.6453866,0.6372223
2,0.27733874,0.7154949,3.411733,0.5609897,2,0.46575093,0.2926234,0.47970515,0.6889701,1.0261619,2.7387881,0.65666854,0.41881946
3,0.23002782,0.25259748,3.417053,0.270805,3,0.90507585,0.24561745,0.34743404,0.3146432,3.6291866,3.384789,0.1892528,0.40485653
4,0.4442194,0.5598931,1.272919,0.034803636,4,0.5340756,0.5216086,0.943756,0.7382305,2.1742625,1.9359812,0.44099313,0.29085645
5,0.38897413,0.5574233,4.9433722,0.7473791,5,0.2353304,0.17721878,0.70171857,0.5941754,6.232602,6.226477,0.6553017,0.62099373
6,0.18449423,0.64498985,3.6581726,0.78277665,6,0.3210442,0.3004469,0.7794304,0.7475034,5.899839,5.793592,0.82923335,0.7091875
7,0.12590188,0.101371914,3.2215881,0.20484976,7,0.046564043,0.10642041,0.12431377,0.14892456,3.8885746,3.5433595,0.12147659,0.3280342
8,0.15970469,0.42437685,1.7805216,0.76471734,8,0.6465356,0.49631625,0.8715617,0.59542394,6.8740044,4.9292774,0.94515747,0.6410393
9,0.2973208,0.7219712,5.2717056,0.30602926,9,0.7571626,0.4600405,0.9431872,0.7423839,4.686882,4.8011427,0.42218047,0.42715335
10,0.19382761,0.7784125,5.7798343,0.3044146,10,0.5818158,0.15866813,0.8787375,0.74279886,6.94468,5.106327,0.24141097,0.37040162
11,0.22828202,0.12648582,5.9904556,0.70286757,11,0.1363172,0.15796906,0.1036275,0.11137906,6.769122,6.736168,0.3290953,0.5231094
12,0.018143943,0.46114442,6.399505,0.77401936,12,0.007382214,0.022996886,0.29218745,0.44571087,6.528633,6.9463625,0.79628474,0.6809817
13,0.2589009,0.24823272,1.8263882,0.2903866,13,0.8805145,0.5771261,0.17565054,0.12734182,2.654285,2.0363712,0.41796547,0.32995984
14,0.7246322,0.49622834,4.1706805,0.29042143,14,0.90428686,0.567917,0.76222914,0.6132783,6.9962883,4.825136,0.3107643,0.36828083
15,0.46083504,0.4587678,4.760441,0.57253855,15,0.48602682,0.47652242,0.59899724,0.5597512,4.237565,3.9591322,0.91339225,0.6970068
16,0.22577608,0.29137453,4.471651,0.3089456,16,0.17350644,0.40982616,0.30439138,0.2893364,5.296262,4.459336,0.3143996,0.30424872
17,0.45115653,0.52425253,8.001632,0.2882904,17,0.7707188,0.496786,0.379911,0.4962882,5.5172997,6.6023273,0.13810325,0.21860777
18,0.65979373,0.41608286,5.9937406,0.17237073,18,0.47406858,0.5076635,0.33356786,0.4016007,6.229282,6.3442335,0.26386523,0.42460546
19,0.030197078,0.40130168,5.7670026,0.122582875,19,0.09431481,0.083572,0.6275958,0.5093185,5.7876463,5.2264795,0.6133008,0.50523084
20,0.29020962,0.114981845,5.622244,0.10834202,20,0.1935265,0.3467427,0.117824614,0.12733239,5.293601,5.6889095,0.21498913,0.21701767
21,0.6135196,0.07932401,5.6826835,0.1598741,21,0.47525573,0.66914696,0.06217456,0.0926864,4.826809,6.4362965,0.42044806,0.55413467
22,0.059569895,0.059152305,3.6335902,0.24503516,22,0.69492865,0.448478,0.058514833,0.044280227,2.773529,2.9026203,0.3942076,0.29095557
23,0.28795433,0.31751478,2.0393634,0.55919707,23,0.73145086,0.26586658,0.18211722,0.4868855,1.8220227,3.018416,0.89672416,0.5164268
24,0.6250107,0.35694784,3.689964,0.65171707,24,0.5595122,0.5249232,0.3533337,0.41912493,4.3623104,4.882028,0.57780623,0.5613273
25,0.17451663,0.82992303,5.714352,0.22075003,25,0.31057692,0.23205414,0.78792274,0.73699856,5.279107,4.624555,0.28939968,0.31373104
26,0.7582691,0.50626,3.900247,0.15768352,26,0.53022003,0.5322284,0.41004443,0.45378643,1.9652791,3.2378147,0.3219248,0.2324914
27,0.52967083,0.48157108,3.680537,0.52185947,27,0.21307516,0.5166579,0.5546512,0.4626793,2.975412,3.191369,0.22174615,0.34082043
28,0.61003983,0.02805483,2.8870702,0.10478598,28,0.92215973,0.46895885,0.029744148,0.03326927,2.9357767,2.5303168,0.19762456,0.2782145
29,0.7875012,0.6059264,2.7390945,0.14951715,29,0.69079894,0.4344116,0.7448479,0.6282922,1.5625347,1.6638267,0.012333155,0.12495671
30,0.6155577,0.5449378,3.481994,0.75848526,30,0.69945407,0.70661235,0.40439922,0.42660278,5.2260323,3.7282026,0.65468794,0.6510018
31,0.8716722,0.68419594,3.1889815,0.14174351,31,0.80908436,0.52156824,0.43376338,0.63335806,1.953113,2.7103283,0.32881296,0.1924582
32,0.5691863,0.17107701,2.4109247,0.37783813,32,0.6442239,0.5402756,0.24012667,0.27664056,2.7217379,2.8659613,0.6236019,0.35301167
33,0.3724862,0.20384063,6.4676256,0.14040296,33,0.8551691,0.5355991,0.18358755,0.18193097,6.0496693,6.4080057,0.5235907,0.4850956
34,0.73879683,0.92723286,2.1691523,0.4000318,34,0.6641963,0.729598,0.76349145,0.72773874,3.1260097,3.2684765,0.5123261,0.5024019
35,0.718213,0.4860152,5.297144,0.528763,35,0.22134489,0.43039253,0.6713319,0.4459978,5.4115934,4.5487227,0.37920392,0.25406858
36,0.30116573,0.75011915,0.8633154,0.6977647,36,0.2992615,0.5468311,0.9473621,0.65614766,2.1585846,1.697928,0.4990828,0.46902213
37,0.24970894,0.78322965,6.09459,0.15418859,37,0.8494761,0.44622394,0.41883093,0.67582995,4.1800776,6.9916735,0.28622973,0.39242706
38,0.19121456,0.4984795,2.0125816,0.3563683,38,0.21312809,0.2512113,0.4940167,0.6788449,1.3986843,2.273665,0.6658347,0.6286669
39,0.8744459,0.760553,7.249289,0.064880244,39,0.5394608,0.4931077,0.55733234,0.5774908,5.6755,6.416492,0.30855715,0.19476548
40,0.31519017,0.5661273,7.2847137,0.10908135,40,0.17188418,0.50473845,0.34528023,0.48095423,5.5485907,7.152091,0.032686293,0.20762765
41,0.38307616,0.12121938,0.6877763,0.4931518,41,0.1442725,0.22610098,0.30086362,0.5285287,1.1689516,1.7365186,0.42615634,0.5207941
42,0.45262608,0.19638667,5.4071736,0.24108072,42,0.38393325,0.5978229,0.18248796,0.24125867,6.287586,6.479112,0.05151862,0.40293705
43,0.94911426,0.94065714,3.9529502,0.2066957,43,0.7142667,0.5371476,0.24070948,0.6297207,1.57412,2.1143556,0.07861495,0.18889496
44,0.13937461,0.7688009,3.6419656,0.7279828,44,0.39184463,0.5740916,0.9534226,0.7571732,1.085781,2.413057,0.38785803,0.33797836
45,0.3722055,0.89721763,5.1747203,0.36097634,45,0.7986385,0.5404746,0.90189886,0.73060143,3.2007139,3.561397,0.69086534,0.24715668
46,0.8916996,0.30891564,7.238748,0.573324,46,0.5130942,0.52219653,0.21446937,0.27262217,6.297143,6.442122,0.50026155,0.35594633
47,0.19038655,0.16429575,3.3383913,0.4819981,47,0.07303363,0.17938969,0.08176452,0.12633274,2.6872032,3.3418972,0.5086328,0.36607906
48,0.6157095,0.58771276,2.0752294,0.48445222,48,0.7431571,0.5240956,0.635719,0.6467071,1.4205561,3.0541122,0.5368603,0.43107867
49,0.54583347,0.88679755,4.0483017,0.3832282,49,0.8439939,0.705219,0.99069333,0.7363811,1.8138098,1.8213105,0.91343075,0.5158069
50,0.081149966,0.92293656,2.473602,0.50989306,0,0.050068796,0.064046524,0.9473626,0.70807624,1.9641551,1.7576429,0.25300312,0.50612855
51,0.4157533,0.4475188,7.0510616,0.4605756,1,0.34145176,0.46443084,0.21071488,0.33217663,6.083721,6.414127,0.6453866,0.6372223
52,0.14901643,0.9423024,4.654814,0.23694892,2,0.46575093,0.2926234,0.47970515,0.6889701,1.0261619,2.7387881,0.65666854,0.41881946
53,0.08363564,0.24075101,3.5432167,0.55272496,3,0.90507585,0.24561745,0.34743404,0.3146432,3.6291866,3.384789,0.1892528,0.40485653
54,0.39923868,0.75724953,2.9236856,0.110615656,4,0.5340756,0.5216086,0.943756,0.7382305,2.1742625,1.9359812,0.44099313,0.29085645
55,0.16875498,0.52794117,6.922708,0.76869524,5,0.2353304,0.17721878,0.70171857,0.5941754,6.232602,6.226477,0.6553017,0.62099373
56,0.39488113,0.5532858,3.501912,0.5983344,6,0.3210442,0.3004469,0.7794304,0.7475034,5.899839,5.793592,0.82923335,0.7091875
57,0.032734398,0.2238076,4.769887,0.49732432,7,0.046564043,0.10642041,0.12431377,0.14892456,3.8885746,3.5433595,0.12147659,0.3280342
58,0.501854,0.3926928,5.408259,0.8308207,8,0.6465356,0.49631625,0.8715617,0.59542394,6.8740044,4.9292774,0.94515747,0.6410393
59,0.64235836,0.77249795,4.3825088,0.59314907,9,0.7571626,0.4600405,0.9431872,0.7423839,4.686882,4.8011427,0.42218047,0.42715335
60,0.08064914,0.6872966,5.834208,0.43338192,10,0.5818158,0.15866813,0.8787375,0.74279886,6.94468,5.106327,0.24141097,0.37040162
61,0.088448286,0.12104635,7.634375,0.39674228,11,0.1363172,0.15796906,0.1036275,0.11137906,6.769122,6.736168,0.3290953,0.5231094
62,0.021053797,0.48890394,7.527071,0.8317738,12,0.007382214,0.022996886,0.29218745,0.44571087,6.528633,6.9463625,0.79628474,0.6809817
63,0.7133761,0.12535445,1.6361246,0.1789004,13,0.8805145,0.5771261,0.17565054,0.12734182,2.654285,2.0363712,0.41796547,0.32995984
64,0.49722657,0.36839223,2.0818052,0.5343235,14,0.90428686,0.567917,0.76222914,0.6132783,6.9962883,4.825136,0.3107643,0.36828083
65,0.46462226,0.613267,4.365056,0.54404175,15,0.48602682,0.47652242,0.59899724,0.5597512,4.237565,3.9591322,0.91339225,0.6970068
66,0.69225585,0.19805585,3.4473598,0.15317914,16,0.17350644,0.40982616,0.30439138,0.2893364,5.296262,4.459336,0.3143996,0.30424872
67,0.8869949,0.35072932,6.964568,0.19976056,17,0.7707188,0.496786,0.379911,0.4962882,5.5172997,6.6023273,0.13810325,0.21860777
68,0.59534216,0.41679937,6.5926127,0.42009416,18,0.47406858,0.5076635,0.33356786,0.4016007,6.229282,6.3442335,0.26386523,0.42460546
69,0.06733038,0.5529874,6.403798,0.40074372,19,0.09431481,0.083572,0.6275958,0.5093185,5.7876463,5.2264795,0.6133008,0.50523084
70,0.35571712,0.09687398,3.9795506,0.15101236,20,0.1935265,0.3467427,0.117824614,0.12733239,5.293601,5.6889095,0.21498913,0.21701767
71,0.6826416,0.104444176,5.3604975,0.7555643,21,0.47525573,0.66914696,0.06217456,0.0926864,4.826809,6.4362965,0.42044806,0.55413467
72,0.2321619,0.05557794,3.1908152,0.31103334,22,0.69492865,0.448478,0.058514833,0.044280227,2.773529,2.9026203,0.3942076,0.29095557
73,0.086007744,0.6153348,2.7356524,0.28635362,23,0.73145086,0.26586658,0.18211722,0.4868855,1.8220227,3.018416,0.89672416,0.5164268
74,0.6379073,0.26617754,5.7171683,0.47376916,24,0.5595122,0.5249232,0.3533337,0.41912493,4.3623104,4.882028,0.57780623,0.5613273
75,0.20783119,0.833303,6.067483,0.60388565,25,0.31057692,0.23205414,0.78792274,0.73699856,5.279107,4.624555,0.28939968,0.31373104
76,0.31747466,0.17405486,1.6704228,0.37434816,26,0.53022003,0.5322284,0.41004443,0.45378643,1.9652791,3.2378147,0.3219248,0.2324914
77,0.45226064,0.45431384,2.9214203,0.25449124,27,0.21307516,0.5166579,0.5546512,0.4626793,2.975412,3.191369,0.22174615,0.34082043
78,0.61120635,0.024833633,1.8278223,0.18420367,28,0.92215973,0.46895885,0.029744148,0.03326927,2.9357767,2.5303168,0.19762456,0.2782145
79,0.1765377,0.7094188,0.98750263,0.09127282,29,0.69079894,0.4344116,0.7448479,0.6282922,1.5625347,1.6638267,0.012333155,0.12495671
80,0.89376646,0.64938235,4.822686,0.52370876,30,0.69945407,0.70661235,0.40439922,0.42660278,5.2260323,3.7282026,0.65468794,0.6510018
81,0.33117723,0.39318466,2.3149595,0.12667498,31,0.80908436,0.52156824,0.43376338,0.63335806,1.953113,2.7103283,0.32881296,0.1924582
82,0.4707117,0.09530622,2.7193742,0.3197505,32,0.6442239,0.5402756,0.24012667,0.27664056,2.7217379,2.8659613,0.6236019,0.35301167
83,0.23328003,0.14173107,5.8749385,0.17899859,33,0.8551691,0.5355991,0.18358755,0.18193097,6.0496693,6.4080057,0.5235907,0.4850956
84,0.57955873,0.51304394,1.9954001,0.42461473,34,0.6641963,0.729598,0.76349145,0.72773874,3.1260097,3.2684765,0.5123261,0.5024019
