,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.56442934,0.21981889,6.627438,0.23257077,0,0.98047614,0.6598539,0.30027175,0.30582952,5.620175,6.133798,0.99672043,0.59223014
1,0.28318888,0.15467882,5.670562,0.046728197,1,0.8994869,0.5602367,0.17778534,0.18406768,6.78544,6.462899,0.05438757,0.30541584
2,0.4845071,0.22368127,2.5069628,0.36277372,2,0.0074812174,0.48788413,0.15166336,0.3362453,1.8363206,1.9489282,0.13155824,0.123691745
3,0.1799802,0.2570192,2.8624692,0.18950656,3,0.14123952,0.19101632,0.27877098,0.30309865,5.8036156,4.3949943,0.2628532,0.37098292
4,0.4353539,0.101930104,5.8822193,0.024723362,4,0.6794396,0.5091172,0.14632678,0.1676905,5.4912496,5.8534594,0.2007314,0.09323791
5,0.6553764,0.09377928,3.439938,0.25848678,5,0.2720065,0.2782054,0.15173405,0.1175847,4.0385313,3.4540055,0.44182074,0.3581846
6,0.8478054,0.3283658,6.401224,0.896555,6,0.7977013,0.7819658,0.64405155,0.5406813,6.709491,5.827686,0.8318706,0.8176273
7,0.4153347,0.4459678,3.4270744,0.07193748,7,0.95341074,0.43463433,0.48618788,0.53995204,4.4326663,4.0761476,0.25403094,0.19913463
8,0.23406513,0.06376386,7.033366,0.2707401,8,0.64086664,0.40597752,0.05822158,0.05652954,6.244875,6.4617662,0.4907726,0.35052904
9,0.024935449,0.16731972,1.5388331,0.10614204,9,0.28226596,0.3048246,0.106037974,0.19329648,2.3741941,2.307635,0.19605684,0.18005218
10,0.06687686,0.7229992,4.7398763,0.79508257,10,0.1035707,0.10573147,0.8395784,0.8251961,6.1162205,4.616985,0.9994072,0.802125
11,0.16192509,0.6024872,6.664604,0.38105857,11,0.13911098,0.23737426,0.6400395,0.7216699,6.248746,6.669656,0.24730092,0.50320655
12,0.274424,0.27672505,2.718121,0.59716046,12,0.96256316,0.5692058,0.5938967,0.45411858,3.2278204,3.976949,0.11538762,0.22626662
13,0.910396,0.50652903,2.421232,0.6663725,13,0.8927227,0.74551207,0.45197308,0.44051576,2.7801743,2.5676537,0.1330983,0.63630104
14,0.1361169,0.5565668,2.4525814,0.24729685,14,0.168692,0.13194796,0.8498835,0.65808,4.4226565,2.292589,0.44764084,0.46832728
15,0.79885244,0.85159177,2.9518728,0.92145395,15,0.63356876,0.6403889,0.88329107,0.7988103,4.1954064,3.195082,0.9163251,0.8594155
16,0.46786082,0.73692167,3.5283735,0.51406044,16,0.94470656,0.8188503,0.7829274,0.67193586,1.7188342,1.9613838,0.7120258,0.68977517
17,0.030706,0.42392966,1.6478182,0.697826,17,0.0049479604,0.3173651,0.5516215,0.61811316,2.567666,3.0463738,0.5327642,0.23111348
18,0.54032767,0.11389846,2.9553697,0.16065669,18,0.48721844,0.5162677,0.098611474,0.13486661,2.2573977,2.6000133,0.22086412,0.14007775
19,0.16564174,0.8747563,2.939634,0.2040132,19,0.13897735,0.28425178,0.38902336,0.64527917,2.5394442,2.633447,0.90956634,0.7118818
20,0.74161786,0.5282679,6.4466333,0.8263293,20,0.77958024,0.5939373,0.53021646,0.51358336,6.7652407,5.5303345,0.8130783,0.5652643
21,0.27732697,0.3289336,3.59416,0.32474503,21,0.26070565,0.36606878,0.6680133,0.39041698,5.3281307,4.1187634,0.53978044,0.30119973
22,0.26884633,0.46846858,2.943126,0.22642432,22,0.11648238,0.14653137,0.4268036,0.5660545,2.597178,3.2969882,0.92653316,0.5849657
23,0.21818306,0.29624724,3.3314314,0.25537938,23,0.22188091,0.57844794,0.41881877,0.40692136,4.699958,4.0966682,0.23160917,0.4779185
24,0.76724905,0.71599483,7.3344803,0.55493253,24,0.44340914,0.43571082,0.57273144,0.675957,5.076198,6.352456,0.79868376,0.58428353
25,0.8973296,0.24201423,4.9766355,0.71564865,25,0.6740664,0.75200635,0.24491507,0.1802448,5.3693852,4.4756074,0.52231336,0.5373275
26,0.6855974,0.76924074,1.8960835,0.47265297,26,0.7606486,0.43879503,0.7150698,0.7088292,3.346636,2.4605958,0.93410194,0.5172779
27,0.34639314,0.2315137,3.262087,0.054566253,27,0.29702747,0.66857654,0.3833328,0.31936017,5.0001607,6.747198,0.18854415,0.19132021
28,0.7876706,0.49206293,7.35827,0.811169,28,0.5225805,0.49666312,0.3601607,0.4353218,4.926164,5.701692,0.6750629,0.28552845
29,0.1047427,0.4768216,1.824779,0.29602557,29,0.25875527,0.36147144,0.48496366,0.7168545,1.1027529,1.9104676,0.36350018,0.33130476
30,0.7615238,0.6689819,2.943822,0.67002624,30,0.6179895,0.5553533,0.5174321,0.53205115,2.2154722,2.8019176,0.13518286,0.21068221
31,0.68898374,0.82565105,1.9765294,0.09396079,31,0.55647236,0.53375685,0.85770285,0.6756029,1.309568,1.6390411,0.07021934,0.13025847
32,0.4365517,0.3991893,5.3561044,0.5350808,32,0.434308,0.61422825,0.5388506,0.29610127,6.950209,5.42806,0.8654447,0.8326449
33,0.8604653,0.81998605,3.5156417,0.22876002,33,0.7131536,0.68793887,0.63897735,0.6790493,3.8588507,2.721394,0.2877097,0.31784472
34,0.66021776,0.54244,3.8041565,0.24404255,34,0.2646432,0.38893336,0.6889816,0.5355459,6.645124,4.737978,0.23830009,0.29920372
35,0.6842009,0.64939636,4.0545206,0.39783335,35,0.50924104,0.53529173,0.7668203,0.7016809,3.1120348,4.229668,0.6364869,0.64726555
36,0.88998187,0.7022329,6.010083,0.19243473,36,0.9817239,0.6337722,0.7940237,0.50363386,3.0653806,4.1918406,0.9464425,0.4252855
37,0.9544201,0.34145343,5.938106,0.18890034,37,0.5527359,0.52763975,0.32525927,0.43832228,4.8317733,5.1902776,0.05611396,0.11515482
38,0.38387555,0.58669513,4.340298,0.14250766,38,0.5969322,0.70029473,0.3403291,0.45995253,3.8648877,4.0996757,0.7848072,0.6689314
39,0.20480572,0.5211985,5.293397,0.30207112,39,0.47846323,0.49504113,0.40608037,0.49077916,6.4477005,6.5888534,0.6439919,0.7214219
40,0.3865749,0.61883014,6.652985,0.7209402,40,0.24001819,0.2583637,0.6832051,0.55653465,5.632673,5.439253,0.82425606,0.6904779
41,0.8837355,0.22539866,2.7941165,0.028450344,41,0.28274637,0.49389273,0.13823956,0.19261064,2.1127577,2.9470704,0.29502183,0.1698955
42,0.46156383,0.45696962,3.889078,0.3293662,42,0.8317952,0.5682112,0.5540806,0.57033646,4.096379,4.5238395,0.3889482,0.22509341
