,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.4796211,0.20580173,0,0.6348201,0.8218306,4.563535,5.69342,0.1937575,0.16027355
1,0.6643532,0.78865063,1,0.56310356,0.5943753,4.725041,4.9405646,0.4492761,0.14647877
2,0.2769929,0.114011884,2,0.7424852,0.39427388,3.3580575,1.7227702,0.3433513,0.21733457
3,0.4151747,0.7280392,3,0.418417,0.27773166,2.952085,2.2467575,0.30738124,0.50924426
4,0.4675515,0.8632297,4,0.75252086,0.838546,2.5006716,1.0226496,0.37176183,0.07129073
5,0.56995606,0.6997344,5,0.27495503,0.14261156,2.6766875,1.6927981,0.35491082,0.35963374
6,0.28032777,0.13219076,6,0.40878573,0.3955835,5.051857,5.0998697,0.5238539,0.48997253
7,0.5616476,0.7179712,7,0.7015548,0.72560996,2.9697762,3.3499446,0.15666965,0.30640322
8,0.07049773,0.01400578,8,0.7035541,0.20010215,3.2749689,2.0455446,0.6276788,0.5013616
9,0.48650575,0.98297143,9,0.67897385,0.32655376,4.4984694,2.9666824,0.23357336,0.20533645
10,0.66853166,0.5109625,10,0.66977715,0.4122585,2.7345514,2.4925733,0.5624617,0.7590868
11,0.42119396,0.23143005,11,0.66700315,0.59172547,3.585481,3.9188735,0.7073423,0.9530003
12,0.4167602,0.118483365,12,0.2937727,0.23101133,7.4078107,6.374098,0.34268224,0.58703905
13,0.114446305,0.07668722,13,0.57453525,0.11776751,2.6677725,2.333592,0.69249034,0.65143454
14,0.2510742,0.27615547,14,0.47170696,0.69652474,3.091474,2.340652,0.706745,0.90134305
15,0.4040032,0.43300366,15,0.7243258,0.93744767,2.1599877,3.0259905,0.6059944,0.9742053
16,0.42339417,0.41450983,16,0.64443606,0.3566271,2.8747504,2.2621965,0.3107363,0.40570986
17,0.3260473,0.6909299,17,0.16960162,0.2011525,6.4610276,6.660608,0.1537015,0.045539975
18,0.16986345,0.116642475,18,0.6716734,0.8672981,5.0620284,6.585813,0.68643665,0.5115988
19,0.10638443,0.015461028,19,0.45650107,0.19833565,2.18866,1.8612902,0.4211349,0.18402112
20,0.60602516,0.13528043,20,0.68823963,0.9153928,2.4715953,4.345608,0.24452546,0.15979642
21,0.28376073,0.3600368,21,0.5093846,0.3430814,4.741868,3.7520208,0.45878193,0.635214
22,0.39342633,0.66724366,22,0.6158391,0.5791543,2.2342632,3.1191487,0.20407145,0.35056072
23,0.26679528,0.39630163,23,0.36586416,0.51686263,2.991476,3.209804,0.7319591,0.9869489
24,0.29690242,0.20410001,24,0.6511328,0.6023472,1.8111334,1.6261624,0.5505024,0.48480922
25,0.53717554,0.71066785,25,0.55572855,0.6208449,3.274481,4.48491,0.32031685,0.42942536
26,0.3059344,0.9959625,26,0.6399752,0.67111,3.5051036,2.7529383,0.29027098,0.004791379
27,0.7097246,0.8548628,27,0.087622546,0.09867948,5.596331,5.788123,0.71670616,0.90778595
28,0.08437393,0.0016010404,28,0.50451994,0.13748264,2.1944962,2.2627401,0.50584894,0.24341112
29,0.8094111,0.8954361,29,0.6524595,0.7377433,3.060028,4.5264597,0.66386575,0.82099587
30,0.682416,0.63929546,30,0.44136176,0.28035194,3.377077,1.6630242,0.59372145,0.51822245
31,0.6457508,0.51967275,31,0.49255955,0.7221991,2.351385,3.6169026,0.618884,0.6859246
32,0.36544904,0.9098592,32,0.6158703,0.3874144,2.9817674,2.393075,0.22073321,0.05034685
33,0.448182,0.24428374,33,0.668,0.459597,3.0282822,1.3231704,0.665732,0.1878221
34,0.33962083,0.36409998,34,0.42567265,0.35434937,2.9316719,1.6325682,0.78873014,0.90150434
35,0.2656657,0.17760229,35,0.5854673,0.4935128,2.0233634,1.0223002,0.50613445,0.7371756
36,0.2531741,0.14957088,36,0.41952494,0.32306153,3.1444194,2.7021031,0.37358624,0.2049132
37,0.6652816,0.7573642,37,0.7386654,0.9295086,4.0745325,5.618042,0.35393617,0.09083235
38,0.21221577,0.2224701,38,0.068015516,0.10306257,4.6589284,5.571134,0.61010826,0.74533415
39,0.26498133,0.11636698,39,0.44751996,0.3523327,3.5858288,3.958423,0.24067718,0.24306113
40,0.39753777,0.3206265,40,0.7368935,0.66724396,2.1787949,1.6204039,0.6570344,0.7826725
41,0.49994084,0.9250028,41,0.42367545,0.32617795,3.1653974,3.9742408,0.27129835,0.12209827
42,0.40710542,0.7244191,42,0.20061706,0.15921825,7.0655284,6.796917,0.49979702,0.49017775
43,0.3041806,0.38912958,43,0.4893477,0.55459875,6.049157,5.0912685,0.68332326,0.8971543
44,0.4206681,0.49475425,44,0.5729209,0.59624,4.8376026,6.1280127,0.46946034,0.24181718
45,0.55693823,0.25387132,45,0.3159909,0.41054428,5.806214,6.163267,0.253798,0.11797744
46,0.22168076,0.22508466,46,0.665149,0.9405901,2.4687603,1.4611676,0.6829681,0.57893777
47,0.32451543,0.43016565,47,0.4817596,0.5614964,5.509853,6.5797005,0.5349325,0.5505616
48,0.71835935,0.32405502,48,0.47633156,0.44962066,4.3989573,3.7975204,0.6625673,0.45744187
49,0.5763339,0.69907534,49,0.35845688,0.31389278,3.022435,2.2798843,0.5103593,0.3273235
