,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.05344002,0.78914404,0.5250246,0.6742437,0,0.050068796,0.060348876,0.9473626,0.69138145,1.9641551,1.6298162,0.25300312,0.484139
1,0.33689806,0.31990516,6.8033905,0.554414,1,0.34145176,0.4653952,0.21071488,0.33670917,6.083721,6.383831,0.6453866,0.60779566
2,0.29072583,0.3752009,1.6389036,0.5687271,2,0.46575093,0.2882111,0.47970515,0.66772485,1.0261619,2.637768,0.65666854,0.4035148
3,0.36132812,0.33022225,2.184797,0.3327784,3,0.90507585,0.24661726,0.34743404,0.30676234,3.6291866,3.3647618,0.1892528,0.39262938
4,0.08934828,0.6624345,0.7599063,0.27640143,4,0.5340756,0.52546704,0.943756,0.7609827,2.1742625,1.8683789,0.44099313,0.28791204
5,0.31817693,0.6686122,8.024452,0.8588081,5,0.2353304,0.17346212,0.70171857,0.59786016,6.232602,6.220795,0.6553017,0.57974035
6,0.35655907,0.8093107,8.307224,0.5239494,6,0.3210442,0.29975653,0.7794304,0.7610554,5.899839,6.02476,0.82923335,0.6612333
7,0.07768214,0.17334901,4.0561275,0.42222765,7,0.046564043,0.090415314,0.12431377,0.14842531,3.8885746,3.5048528,0.12147659,0.31299305
8,0.30903265,0.6209515,4.909807,0.53808117,8,0.6465356,0.51458675,0.8715617,0.58914953,6.8740044,4.709647,0.94515747,0.6445944
9,0.7066298,0.8587306,5.711196,0.5939349,9,0.7571626,0.4365329,0.9431872,0.7369858,4.686882,4.7924623,0.42218047,0.39588925
10,0.19097741,0.70479757,4.876876,0.61576533,10,0.5818158,0.13499698,0.8787375,0.72728467,6.94468,5.166909,0.24141097,0.3547346
11,0.1899538,0.124619186,6.594362,0.765675,11,0.1363172,0.14272611,0.1036275,0.11025811,6.769122,6.7071533,0.3290953,0.50820816
12,0.017482344,0.54930204,6.211157,0.6516516,12,0.007382214,0.012943636,0.29218745,0.4276405,6.528633,6.991925,0.79628474,0.5922743
13,0.839932,0.07377805,1.6366874,0.35719272,13,0.8805145,0.61603075,0.17565054,0.11643999,2.654285,2.0559363,0.41796547,0.3081378
14,0.27912247,0.41315362,2.455657,0.19333649,14,0.90428686,0.5565131,0.76222914,0.60088503,6.9962883,4.624036,0.3107643,0.3720691
15,0.49763876,0.70845616,5.5296526,0.5142863,15,0.48602682,0.4707896,0.59899724,0.55908376,4.237565,3.8699498,0.91339225,0.66915196
16,0.47164145,0.2572953,5.148396,0.07547134,16,0.17350644,0.42040464,0.30439138,0.29496235,5.296262,4.5073113,0.3143996,0.30302954
17,0.13934378,0.5032954,5.969898,0.115107335,17,0.7707188,0.47984314,0.379911,0.4994604,5.5172997,6.5789227,0.13810325,0.21631315
18,0.78593147,0.49375853,7.3277035,0.3184193,18,0.47406858,0.49218798,0.33356786,0.4115372,6.229282,6.4188223,0.26386523,0.38920265
19,0.027631009,0.62219626,5.9078383,0.28674406,19,0.09431481,0.078555286,0.6275958,0.50473404,5.7876463,5.106818,0.6133008,0.4722066
20,0.45042098,0.117738456,4.583921,0.14533676,20,0.1935265,0.32339835,0.117824614,0.12695977,5.293601,5.609614,0.21498913,0.23185022
21,0.1828154,0.11303133,6.405554,0.40568796,21,0.47525573,0.6757289,0.06217456,0.09277994,4.826809,6.465721,0.42044806,0.5237942
22,0.6773167,0.051504504,2.5249205,0.5873979,22,0.69492865,0.51856494,0.058514833,0.04316429,2.773529,2.8824265,0.3942076,0.29268256
23,0.24688403,0.5255182,3.9883585,0.7076237,23,0.73145086,0.26222765,0.18211722,0.48622078,1.8220227,3.0258965,0.89672416,0.49182466
24,0.72031695,0.43614867,6.384226,0.5822908,24,0.5595122,0.55277854,0.3533337,0.4017745,4.3623104,4.953693,0.57780623,0.56206053
25,0.16668393,0.3732317,2.8124354,0.2132189,25,0.31057692,0.22678767,0.78792274,0.73781556,5.279107,4.5710573,0.28939968,0.3178181
26,0.8062422,0.54004335,3.7821386,0.22595054,26,0.53022003,0.54949456,0.41004443,0.4520661,1.9652791,3.1319776,0.3219248,0.24002166
27,0.61812407,0.7780686,4.807493,0.20352669,27,0.21307516,0.5398733,0.5546512,0.45238787,2.975412,3.069219,0.22174615,0.34304452
28,0.6546073,0.033439107,2.8818653,0.22712174,28,0.92215973,0.49152556,0.029744148,0.032649215,2.9357767,2.641749,0.19762456,0.27000082
29,0.19137146,0.032651477,0.93457925,0.07286064,29,0.69079894,0.4440415,0.7448479,0.5458363,1.5625347,1.3899506,0.012333155,0.13736178
30,0.6168261,0.5428343,4.380413,0.73981965,30,0.69945407,0.7124199,0.40439922,0.39809287,5.2260323,3.501005,0.65468794,0.6459342
31,0.3242186,0.4514463,2.3976998,0.50155014,31,0.80908436,0.5249502,0.43376338,0.61449873,1.953113,2.634143,0.32881296,0.19758414
32,0.8909533,0.5401805,3.4071157,0.19708157,32,0.6442239,0.5667097,0.24012667,0.2667529,2.7217379,2.8737414,0.6236019,0.36008394
33,0.64962757,0.19155234,5.697742,0.25962695,33,0.8551691,0.5428878,0.18358755,0.18500102,6.0496693,6.2987275,0.5235907,0.4400219
34,0.91248643,0.9268941,3.2978537,0.51080114,34,0.6641963,0.74998766,0.76349145,0.7354387,3.1260097,3.4031043,0.5123261,0.49641782
35,0.2308883,0.6581558,4.735228,0.36409712,35,0.22134489,0.41793317,0.6713319,0.4054132,5.4115934,4.293242,0.37920392,0.25653037
36,0.718441,0.58975726,0.9879093,0.29515803,36,0.2992615,0.54545754,0.9473621,0.6197389,2.1585846,1.4766974,0.4990828,0.46112835
37,0.26900542,0.58383715,7.455342,0.07409773,37,0.8494761,0.44135594,0.41883093,0.68203104,4.1800776,6.9112597,0.28622973,0.4061088
38,0.09987692,0.40198174,0.6968263,0.34442148,38,0.21312809,0.24279596,0.4940167,0.62420607,1.3986843,2.1334658,0.6658347,0.61351067
39,0.7308884,0.76009417,7.1219835,0.14108966,39,0.5394608,0.44384798,0.55733234,0.59198695,5.6755,6.323573,0.30855715,0.20238793
40,0.17431144,0.30568948,6.9956493,0.41799235,40,0.17188418,0.48184952,0.34528023,0.4800022,5.5485907,7.2348037,0.032686293,0.21242774
41,0.12869866,0.5432462,0.98680806,0.29931805,41,0.1442725,0.21747924,0.30086362,0.48382345,1.1689516,1.5173678,0.42615634,0.4970409
42,0.5588314,0.3031282,7.2405124,0.5701489,42,0.38393325,0.5672821,0.18248796,0.24065998,6.287586,6.429721,0.05151862,0.40579027
43,0.7743713,0.45450243,1.1704161,0.25758383,43,0.7142667,0.5545291,0.24070948,0.6162974,1.57412,1.9767572,0.07861495,0.2173111
44,0.87429255,0.7840549,1.5889063,0.4769093,44,0.39184463,0.5874918,0.9534226,0.8040206,1.085781,2.5205367,0.38785803,0.33856726
45,0.2136516,0.77021545,1.2092266,0.048030697,45,0.7986385,0.55995363,0.90189886,0.7765198,3.2007139,3.845982,0.69086534,0.26317176
46,0.5133766,0.24875702,7.375537,0.39005882,46,0.5130942,0.5413444,0.21446937,0.26534948,6.297143,6.41058,0.50026155,0.35840252
47,0.078775406,0.17968328,4.416389,0.45822632,47,0.07303363,0.17068179,0.08176452,0.124046296,2.6872032,3.198499,0.5086328,0.37318808
48,0.45222205,0.9629624,4.534316,0.3289596,48,0.7431571,0.5284743,0.635719,0.6635288,1.4205561,3.0690084,0.5368603,0.41084084
49,0.2395685,0.8255057,1.0310905,0.4304027,49,0.8439939,0.71073484,0.99069333,0.7145544,1.8138098,1.5982922,0.91343075,0.5120345
50,0.17471863,0.5224306,0.7129943,0.38804585,0,0.050068796,0.060348876,0.9473626,0.69138145,1.9641551,1.6298162,0.25300312,0.484139
51,0.29513842,0.48744202,6.520317,0.7556594,1,0.34145176,0.4653952,0.21071488,0.33670917,6.083721,6.383831,0.6453866,0.60779566
52,0.362978,0.5062786,3.21959,0.5052284,2,0.46575093,0.2882111,0.47970515,0.66772485,1.0261619,2.637768,0.65666854,0.4035148
53,0.18098223,0.33225885,3.3892841,0.4727127,3,0.90507585,0.24661726,0.34743404,0.30676234,3.6291866,3.3647618,0.1892528,0.39262938
54,0.26962662,0.8845261,1.5640876,0.5967833,4,0.5340756,0.52546704,0.943756,0.7609827,2.1742625,1.8683789,0.44099313,0.28791204
55,0.30244103,0.50847876,4.60208,0.60337335,5,0.2353304,0.17346212,0.70171857,0.59786016,6.232602,6.220795,0.6553017,0.57974035
56,0.29663494,0.7665612,6.3894343,0.7680427,6,0.3210442,0.29975653,0.7794304,0.7610554,5.899839,6.02476,0.82923335,0.6612333
57,0.07399228,0.12605637,3.5304096,0.29911724,7,0.046564043,0.090415314,0.12431377,0.14842531,3.8885746,3.5048528,0.12147659,0.31299305
