,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.4683457,0.91847014,0,0.82609826,0.9552379,2.0565977,4.2860785,0.45728698,0.29427958
1,0.21620892,0.31300467,1,0.6644172,0.6098191,1.9191359,1.920287,0.6944779,0.81777847
2,0.77762055,0.99764866,2,0.84632844,0.89536214,3.413016,5.1959143,0.45741534,0.4818864
3,0.6322414,0.6342231,3,0.08061179,0.082288206,5.2941785,6.165026,0.1730278,0.008410037
4,0.7421556,0.71021795,4,0.074119285,0.07686281,6.6849303,6.877536,0.78871864,0.98139274
5,0.13060907,0.07911432,5,0.36404505,0.2869966,3.0141933,2.2852824,0.49035567,0.46343035
6,0.50782216,0.45887256,6,0.48314306,0.46962154,5.8571835,5.4264107,0.17064022,0.04378152
7,0.5078347,0.33222693,7,0.26380622,0.24494135,5.6687617,6.2459493,0.24277624,0.17372257
8,0.3235832,0.0021529794,8,0.44757858,0.10795921,2.3762298,1.9142674,0.16399717,0.3933847
9,0.24287973,0.091863334,9,0.66903794,0.612765,3.6325953,2.7783604,0.27337572,0.4139912
10,0.29052332,0.33394778,10,0.66827303,0.4812165,3.0313592,1.2685503,0.74371034,0.6439641
11,0.54031587,0.61767316,11,0.26293772,0.24841678,3.7972772,3.3539028,0.74620146,0.9757966
12,0.44864926,0.54163873,12,0.05163903,0.042494893,3.1097748,4.5642147,0.13294949,0.07206768
13,0.28331807,0.18186444,13,0.52648467,0.5299682,5.817349,6.998261,0.38053295,0.55629736
14,0.59508204,0.39401662,14,0.042879492,0.044861257,5.034684,5.0263124,0.22627309,0.4409163
15,0.47796482,0.24634945,15,0.5823764,0.4501751,4.755969,5.2232146,0.41892552,0.16826367
16,0.16833694,0.13751495,16,0.34194136,0.1747762,5.2881236,3.5817385,0.80181956,0.9560126
17,0.28794754,0.1810925,17,0.13652112,0.16624665,3.1786728,1.8566464,0.7867838,0.6857424
18,0.20067793,0.17724884,18,0.38030574,0.55598396,2.903522,4.9526606,0.7184497,0.8199201
19,0.68262714,0.63883495,19,0.78971595,0.8789828,1.8132937,1.7995515,0.550757,0.48650247
20,0.5292178,0.38956904,20,0.35064855,0.15951514,4.5271587,3.3897977,0.41907358,0.5891137
21,0.5605152,0.5604639,21,0.5483107,0.6047346,1.9939312,2.225052,0.34816498,0.6091687
22,0.4933192,0.92534417,22,0.19806667,0.30052495,5.361814,5.6924562,0.4177355,0.914255
23,0.24264868,0.21143293,23,0.3371156,0.23726398,4.674115,4.9313083,0.72499937,0.7160436
24,0.30151868,0.14094037,24,0.786549,0.7075911,5.017553,4.231226,0.59519553,0.6959814
25,0.6584253,0.82077396,25,0.12817954,0.15981752,4.040047,5.085374,0.5905174,0.47628182
26,0.7586311,0.9202492,26,0.7667373,0.88709545,3.0106313,3.617886,0.6545963,0.5441771
27,0.12811688,0.1083383,27,0.8509638,0.84981394,3.4645607,2.0203116,0.52830106,0.4165252
28,0.58470213,0.39618772,28,0.4823186,0.47854048,5.4556756,5.7004933,0.6620963,0.4522015
29,0.4609693,0.4535311,29,0.37281772,0.34393084,3.2927103,2.3002896,0.7343818,0.8368658
30,0.70345074,0.6079905,30,0.51326704,0.4713323,2.1206748,2.938274,0.34292287,0.14871478
31,0.6731338,0.37553847,31,0.49434608,0.50534344,4.0438457,5.0991483,0.73212034,0.8595449
32,0.4763147,0.43815058,32,0.59295416,0.6720213,4.347979,6.4671826,0.81137586,0.74163103
33,0.030174572,0.048297822,33,0.078174286,0.05557072,6.518196,6.170186,0.7184338,0.4872191
