,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.42335257,0.20580173,0,0.6147954,0.8218306,4.2666283,5.69342,0.15327436,0.16027355
1,0.66852105,0.78865063,1,0.5510997,0.5943753,4.5809526,4.9405646,0.44769135,0.14647877
2,0.22446832,0.114011884,2,0.8375021,0.39427388,4.117622,1.7227702,0.31962538,0.21733457
3,0.41534036,0.7280392,3,0.35961094,0.27773166,2.658505,2.2467575,0.2909867,0.50924426
4,0.44779497,0.8632297,4,0.7892566,0.838546,2.3757925,1.0226496,0.31783423,0.07129073
5,0.44023013,0.6997344,5,0.25555664,0.14261156,2.6060731,1.6927981,0.29786056,0.35963374
6,0.24161008,0.13219076,6,0.3769412,0.3955835,4.6690755,5.0998697,0.48057574,0.48997253
7,0.49665523,0.7179712,7,0.7340195,0.72560996,3.019294,3.3499446,0.113821745,0.30640322
8,0.02715618,0.01400578,8,0.6812602,0.20010215,3.1009014,2.0455446,0.5685892,0.5013616
9,0.45540944,0.98297143,9,0.6878674,0.32655376,4.462083,2.9666824,0.20257117,0.20533645
10,0.7027595,0.5109625,10,0.66597897,0.4122585,2.5298228,2.4925733,0.56854784,0.7590868
11,0.44020474,0.23143005,11,0.67911065,0.59172547,3.5499365,3.9188735,0.7400005,0.9530003
12,0.4036591,0.118483365,12,0.29109675,0.23101133,7.2289085,6.374098,0.29877585,0.58703905
13,0.10950348,0.07668722,13,0.36114007,0.11776751,2.0399172,2.333592,0.70159906,0.65143454
14,0.24413219,0.27615547,14,0.4322257,0.69652474,2.8139708,2.340652,0.73119056,0.90134305
15,0.3952951,0.43300366,15,0.73458254,0.93744767,1.9549081,3.0259905,0.6149308,0.9742053
16,0.40725917,0.41450983,16,0.6124357,0.3566271,2.7559142,2.2621965,0.2978034,0.40570986
17,0.312547,0.6909299,17,0.16126208,0.2011525,6.199962,6.660608,0.11135701,0.045539975
18,0.1605643,0.116642475,18,0.65929127,0.8672981,4.8499384,6.585813,0.704678,0.5115988
19,0.04463244,0.015461028,19,0.3330906,0.19833565,1.7983552,1.8612902,0.40032375,0.18402112
20,0.57840514,0.13528043,20,0.6156954,0.9153928,2.0916836,4.345608,0.22036935,0.15979642
21,0.2560002,0.3600368,21,0.46585646,0.3430814,4.2470074,3.7520208,0.45458245,0.635214
22,0.35617557,0.66724366,22,0.57720315,0.5791543,2.0487003,3.1191487,0.17394857,0.35056072
23,0.27455088,0.39630163,23,0.30191717,0.51686263,2.690519,3.209804,0.7623865,0.9869489
24,0.28771845,0.20410001,24,0.56972724,0.6023472,1.3287046,1.6261624,0.5588621,0.48480922
25,0.5597326,0.71066785,25,0.5218639,0.6208449,3.073,4.48491,0.27865806,0.42942536
26,0.28606492,0.9959625,26,0.6323602,0.67111,3.4061341,2.7529383,0.2694831,0.004791379
27,0.7597567,0.8548628,27,0.08742105,0.09867948,5.6211324,5.788123,0.73993385,0.90778595
28,0.029090337,0.0016010404,28,0.20595194,0.13748264,1.7453378,2.2627401,0.5136531,0.24341112
29,0.85305434,0.8954361,29,0.6456136,0.7377433,2.7650194,4.5264597,0.7253623,0.82099587
30,0.71516335,0.63929546,30,0.35703558,0.28035194,3.1632798,1.6630242,0.6466702,0.51822245
31,0.63984424,0.51967275,31,0.41013002,0.7221991,2.2244155,3.6169026,0.6202869,0.6859246
32,0.2906842,0.9098592,32,0.5935002,0.3874144,2.8715808,2.393075,0.20049182,0.05034685
33,0.4432442,0.24428374,33,0.6785587,0.459597,2.951831,1.3231704,0.69742125,0.1878221
34,0.33453628,0.36409998,34,0.41649267,0.35434937,2.952153,1.6325682,0.82744616,0.90150434
35,0.24226397,0.17760229,35,0.501655,0.4935128,1.6695265,1.0223002,0.50779253,0.7371756
36,0.22035633,0.14957088,36,0.38103765,0.32306153,3.0390365,2.7021031,0.38303792,0.2049132
37,0.6553552,0.7573642,37,0.8129973,0.9295086,4.71137,5.618042,0.3437458,0.09083235
38,0.20889996,0.2224701,38,0.059830237,0.10306257,4.677986,5.571134,0.5139321,0.74533415
39,0.21162014,0.11636698,39,0.43496734,0.3523327,3.6125183,3.958423,0.21257053,0.24306113
40,0.36849877,0.3206265,40,0.7411973,0.66724396,1.8365724,1.6204039,0.6619276,0.7826725
41,0.45690972,0.9250028,41,0.3908266,0.32617795,3.1118681,3.9742408,0.23979586,0.12209827
42,0.39267987,0.7244191,42,0.20077832,0.15921825,6.8939247,6.796917,0.5188672,0.49017775
43,0.3179164,0.38912958,43,0.4541983,0.55459875,5.795869,5.0912685,0.70732653,0.8971543
44,0.41835693,0.49475425,44,0.5365768,0.59624,4.55393,6.1280127,0.45677954,0.24181718
45,0.531144,0.25387132,45,0.29752854,0.41054428,5.532628,6.163267,0.23131187,0.11797744
46,0.22682673,0.22508466,46,0.6357692,0.9405901,2.302214,1.4611676,0.6895984,0.57893777
47,0.32518873,0.43016565,47,0.45988598,0.5614964,5.2085276,6.5797005,0.54531896,0.5505616
48,0.7512972,0.32405502,48,0.47611317,0.44962066,4.376167,3.7975204,0.68674475,0.45744187
49,0.5909374,0.69907534,49,0.34680372,0.31389278,2.9766338,2.2798843,0.52584946,0.3273235
