,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.41863087,0.20580173,0,0.61673075,0.8218306,4.3446097,5.69342,0.16591527,0.16027355
1,0.694643,0.78865063,1,0.5433932,0.5943753,4.4079003,4.9405646,0.45533124,0.14647877
2,0.24000335,0.114011884,2,0.8296743,0.39427388,4.019158,1.7227702,0.3154054,0.21733457
3,0.39908186,0.7280392,3,0.36734644,0.27773166,2.7361343,2.2467575,0.28451166,0.50924426
4,0.45263746,0.8632297,4,0.78316355,0.838546,2.3861206,1.0226496,0.34430498,0.07129073
5,0.42858875,0.6997344,5,0.25202984,0.14261156,2.5788257,1.6927981,0.3158284,0.35963374
6,0.23853387,0.13219076,6,0.3734654,0.3955835,4.834791,5.0998697,0.49424645,0.48997253
7,0.50753844,0.7179712,7,0.72386205,0.72560996,3.064337,3.3499446,0.12775129,0.30640322
8,0.029937664,0.01400578,8,0.6842035,0.20010215,2.9881613,2.0455446,0.57451475,0.5013616
9,0.44983965,0.98297143,9,0.6756747,0.32655376,4.357381,2.9666824,0.19411814,0.20533645
10,0.7018874,0.5109625,10,0.6684667,0.4122585,2.4934535,2.4925733,0.5632766,0.7590868
11,0.44308326,0.23143005,11,0.6738262,0.59172547,3.689196,3.9188735,0.7361454,0.9530003
12,0.40494785,0.118483365,12,0.2765051,0.23101133,7.2568913,6.374098,0.30170855,0.58703905
13,0.10970205,0.07668722,13,0.39192206,0.11776751,2.0702333,2.333592,0.71508825,0.65143454
14,0.25725564,0.27615547,14,0.4454121,0.69652474,2.9673843,2.340652,0.7459419,0.90134305
15,0.39607444,0.43300366,15,0.7537081,0.93744767,1.9534853,3.0259905,0.6139027,0.9742053
16,0.4318119,0.41450983,16,0.5946311,0.3566271,2.6896343,2.2621965,0.2859776,0.40570986
17,0.3318881,0.6909299,17,0.16267864,0.2011525,6.309683,6.660608,0.13251314,0.045539975
18,0.16310704,0.116642475,18,0.66122156,0.8672981,4.807042,6.585813,0.6788839,0.5115988
19,0.047506116,0.015461028,19,0.36321235,0.19833565,1.9020294,1.8612902,0.42460692,0.18402112
20,0.5781783,0.13528043,20,0.63087076,0.9153928,2.1790426,4.345608,0.20153308,0.15979642
21,0.25742298,0.3600368,21,0.46695918,0.3430814,4.3615117,3.7520208,0.4508683,0.635214
22,0.34670258,0.66724366,22,0.5821807,0.5791543,2.0032227,3.1191487,0.17071922,0.35056072
23,0.27057365,0.39630163,23,0.28937384,0.51686263,2.6980972,3.209804,0.76081884,0.9869489
24,0.29095,0.20410001,24,0.58662707,0.6023472,1.3426087,1.6261624,0.5618923,0.48480922
25,0.541628,0.71066785,25,0.54372066,0.6208449,3.0551016,4.48491,0.2837718,0.42942536
26,0.26502648,0.9959625,26,0.64307594,0.67111,3.4572816,2.7529383,0.2792383,0.004791379
27,0.75236315,0.8548628,27,0.08642793,0.09867948,5.710965,5.788123,0.7280348,0.90778595
28,0.029748298,0.0016010404,28,0.2600119,0.13748264,1.8159193,2.2627401,0.5049987,0.24341112
29,0.8611408,0.8954361,29,0.62254065,0.7377433,2.6566393,4.5264597,0.7283369,0.82099587
30,0.69804263,0.63929546,30,0.38808802,0.28035194,3.1716561,1.6630242,0.62997663,0.51822245
31,0.654976,0.51967275,31,0.42133003,0.7221991,2.1863334,3.6169026,0.61699957,0.6859246
32,0.3287194,0.9098592,32,0.6010038,0.3874144,2.9158428,2.393075,0.19280557,0.05034685
33,0.4428672,0.24428374,33,0.6790888,0.459597,3.0533404,1.3231704,0.6935951,0.1878221
34,0.3279853,0.36409998,34,0.40563336,0.35434937,2.8288705,1.6325682,0.82327306,0.90150434
35,0.2452756,0.17760229,35,0.5134801,0.4935128,1.6797984,1.0223002,0.49825835,0.7371756
36,0.21477543,0.14957088,36,0.4094752,0.32306153,2.983551,2.7021031,0.3595761,0.2049132
37,0.65585756,0.7573642,37,0.7986674,0.9295086,4.5374494,5.618042,0.3300658,0.09083235
38,0.21045731,0.2224701,38,0.05883399,0.10306257,4.7232003,5.571134,0.4994045,0.74533415
39,0.23295805,0.11636698,39,0.44189233,0.3523327,3.5237553,3.958423,0.22119616,0.24306113
40,0.3766828,0.3206265,40,0.7362384,0.66724396,1.7862282,1.6204039,0.6845856,0.7826725
41,0.45931298,0.9250028,41,0.40543023,0.32617795,3.0407343,3.9742408,0.22642307,0.12209827
42,0.37310913,0.7244191,42,0.20077367,0.15921825,6.8455176,6.796917,0.4838425,0.49017775
43,0.29742676,0.38912958,43,0.46564096,0.55459875,5.8289003,5.0912685,0.6971422,0.8971543
44,0.4035684,0.49475425,44,0.5529552,0.59624,4.5729966,6.1280127,0.4360722,0.24181718
45,0.5186545,0.25387132,45,0.2984729,0.41054428,5.518143,6.163267,0.23443782,0.11797744
46,0.21981116,0.22508466,46,0.6213673,0.9405901,2.2892475,1.4611676,0.68067056,0.57893777
47,0.31158802,0.43016565,47,0.47664955,0.5614964,5.2600627,6.5797005,0.5113367,0.5505616
48,0.7392495,0.32405502,48,0.4670362,0.44962066,4.2394333,3.7975204,0.69403565,0.45744187
49,0.5860753,0.69907534,49,0.3491355,0.31389278,2.9067242,2.2798843,0.53486764,0.3273235
