,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.6044624,0.078716695,0,0.35315952,0.27737194,6.040965,5.673645,0.22126825,0.022379577
1,0.039493147,0.059295833,1,0.099541016,0.087860346,6.4209127,5.8242593,0.8120753,0.88710976
2,0.48021358,0.26677102,2,0.6866296,0.48205614,1.6190803,1.25596,0.4633665,0.5363934
3,0.7511288,0.9348054,3,0.6179615,0.915625,1.3010257,1.0949892,0.7136582,0.588551
4,0.6008597,0.6760057,4,0.21192661,0.23800147,2.7087584,2.5444236,0.2263096,0.37921232
5,0.622189,0.7610954,5,0.49026147,0.5189876,4.9366894,3.6739864,0.14164935,0.31009084
6,0.77855825,0.76402116,6,0.039154075,0.030489266,3.0817378,3.6475463,0.8053386,0.8214592
7,0.44494593,0.99736464,7,0.7113659,0.6277087,4.443915,3.4651318,0.16103427,0.07426363
8,0.5399273,0.32508498,8,0.5935391,0.55884165,3.292114,4.1436787,0.5457472,0.30706936
9,0.1853552,0.17474884,9,0.8783969,0.9060757,5.31822,4.7189136,0.65926766,0.8652613
10,0.569483,0.20176107,10,0.276116,0.30111676,5.840604,6.2916207,0.3270702,0.21013123
11,0.6085926,0.5625817,11,0.14346828,0.08652526,2.564662,1.9838747,0.44079438,0.17531371
12,0.70946777,0.30183935,12,0.53830105,0.5487906,3.4640243,4.28977,0.4738028,0.4717089
13,0.26290125,0.115982056,13,0.30674243,0.39969605,4.0318336,4.034011,0.7107433,0.315467
14,0.73101443,0.6168029,14,0.3458588,0.15263987,2.0692372,1.5175312,0.76924425,0.73129284
15,0.6309865,0.8972728,15,0.8414203,0.79286736,3.1251636,2.3214757,0.2941113,0.24428493
16,0.67631555,0.9259894,16,0.577409,0.7242204,4.0626855,3.8383658,0.32930255,0.64094865
17,0.6116823,0.015122831,17,0.6273568,0.48023897,2.9655013,2.2447846,0.3138731,0.18149412
18,0.037679907,0.021759093,18,0.27039802,0.2753228,3.9595363,4.7198744,0.4694077,0.89118
19,0.59206295,0.81807965,19,0.86082286,0.70820093,3.5812192,3.340816,0.27565107,0.110539734
20,0.6486477,0.55063766,20,0.7485657,0.59632003,5.726986,5.4811134,0.7565057,0.8538385
21,0.5511156,0.7634128,21,0.32368645,0.252128,6.504725,5.912358,0.6119669,0.3931347
22,0.62559146,0.32357597,22,0.5809722,0.66719407,3.1036973,2.913999,0.5607029,0.73207754
23,0.47127882,0.02115184,23,0.45750475,0.7733812,3.4024553,2.7804093,0.1844079,0.036613166
24,0.45364386,0.61946607,24,0.13938402,0.16784948,2.510123,2.91124,0.34578735,0.3946036
25,0.73600876,0.76803493,25,0.38021222,0.32750988,1.617591,1.8895493,0.45446244,0.56384736
26,0.3268687,0.3137952,26,0.27456158,0.18853009,3.5368578,3.8594375,0.3157198,0.045982003
