,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.59551233,0.5811692,7.4381585,0.4424609,0,0.050068796,0.49335867,0.9473626,0.5176078,1.9641551,4.986263,0.25300312,0.5013281
1,0.046341505,0.45797864,4.7964883,0.67149377,1,0.34145176,0.5089855,0.21071488,0.51607066,6.083721,4.992778,0.6453866,0.5088779
2,0.19011565,0.11192822,8.030838,0.4042039,2,0.46575093,0.5229092,0.47970515,0.49505526,1.0261619,4.906916,0.65666854,0.4927213
3,0.5089171,0.8267467,8.114799,0.5236599,3,0.90507585,0.49356574,0.34743404,0.50602716,3.6291866,5.013749,0.1892528,0.51003736
4,0.2794189,0.4611354,5.738905,0.43280154,4,0.5340756,0.51294476,0.943756,0.49517673,2.1742625,5.090077,0.44099313,0.49056384
5,0.77536744,0.18160501,3.01305,0.5264813,5,0.2353304,0.5026512,0.70171857,0.50674456,6.232602,4.9725866,0.6553017,0.49221244
6,0.42433777,0.7110479,5.500874,0.36035398,6,0.3210442,0.4972416,0.7794304,0.48983136,5.899839,5.031959,0.82923335,0.49666655
7,0.72409344,0.8732559,3.638062,0.61214304,7,0.046564043,0.4880457,0.12431377,0.49460906,3.8885746,5.055053,0.12147659,0.51040155
8,0.56580657,0.5020631,8.074371,0.120499745,8,0.6465356,0.49351043,0.8715617,0.491516,6.8740044,4.9354396,0.94515747,0.49355146
9,0.45901665,0.74675995,0.91546685,0.5594606,9,0.7571626,0.49532703,0.9431872,0.51651883,4.686882,4.8756347,0.42218047,0.51449746
10,0.5306047,0.48840466,3.6806288,0.31355882,10,0.5818158,0.4948603,0.8787375,0.5019699,6.94468,5.057583,0.24141097,0.5009523
11,0.55857086,0.8253406,8.403435,0.90011746,11,0.1363172,0.4939192,0.1036275,0.4960212,6.769122,5.1357403,0.3290953,0.5005331
12,0.49992532,0.16894644,8.658321,0.27846456,12,0.007382214,0.49920723,0.29218745,0.50384355,6.528633,4.990295,0.79628474,0.5087345
13,0.64286184,0.5422284,5.5962315,0.5386466,13,0.8805145,0.51816386,0.17565054,0.5095528,2.654285,4.975147,0.41796547,0.51210535
14,0.43788835,0.54201937,5.767764,0.22299665,14,0.90428686,0.49872574,0.76222914,0.49962342,6.9962883,5.0741873,0.3107643,0.50523996
15,0.24215367,0.6033008,2.4718497,0.743094,15,0.48602682,0.5131566,0.59899724,0.4871469,4.237565,5.024663,0.91339225,0.525736
