,policy rate,reward rate,dec temp,habitual tendency,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp,true habitual tendency,inferred habitual tendency
0,0.39252523,0.42526567,6.4714184,0.6043895,0,0.98047614,0.6330049,0.30027175,0.3432057,5.620175,6.63411,0.99672043,0.5542682
1,0.27678436,0.1732966,6.6015315,0.089032404,1,0.8994869,0.53762156,0.17778534,0.20123771,6.78544,6.759588,0.05438757,0.3361984
2,0.21338192,0.6207546,3.7549434,0.20893672,2,0.0074812174,0.5315161,0.15166336,0.5249192,1.8363206,2.6335478,0.13155824,0.21905923
3,0.2833033,0.30899486,5.2411294,0.48706004,3,0.14123952,0.25359777,0.27877098,0.31065834,5.8036156,4.5646935,0.2628532,0.37154645
4,0.50168407,0.15875687,5.0092597,0.06889442,4,0.6794396,0.5035328,0.14632678,0.18793823,5.4912496,5.969753,0.2007314,0.19842394
5,0.18373996,0.200302,3.831677,0.6866403,5,0.2720065,0.3458673,0.15173405,0.15277755,4.0385313,3.4511495,0.44182074,0.42685273
6,0.89983064,0.53860706,6.2169642,0.79691404,6,0.7977013,0.7333459,0.64405155,0.54072833,6.709491,5.8804893,0.8318706,0.7341726
7,0.573171,0.38138402,3.9342248,0.20686044,7,0.95341074,0.47979945,0.48618788,0.56874985,4.4326663,4.4452987,0.25403094,0.26923424
8,0.12211345,0.095967144,6.7257495,0.5397236,8,0.64086664,0.3017174,0.05822158,0.15108621,6.244875,5.9864573,0.4907726,0.58805764
9,0.2733358,0.22219808,1.726017,0.20388338,9,0.28226596,0.34364817,0.106037974,0.4519439,2.3741941,2.9373398,0.19605684,0.24998704
10,0.16620748,0.6949741,5.592471,0.6753666,10,0.1035707,0.1498949,0.8395784,0.69657385,6.1162205,3.6383958,0.9994072,0.7580541
11,0.27283362,0.86568266,8.503352,0.43848845,11,0.13911098,0.28583902,0.6400395,0.6899867,6.248746,6.6197834,0.24730092,0.5320361
12,0.55800873,0.5048553,4.541652,0.16368806,12,0.96256316,0.56269383,0.5938967,0.49022776,3.2278204,4.174167,0.11538762,0.31276372
13,0.91813296,0.61973566,2.899222,0.70993084,13,0.8927227,0.68985593,0.45197308,0.5130621,2.7801743,2.8228567,0.1330983,0.60661787
14,0.14532727,0.2961203,1.0771595,0.64333785,14,0.168692,0.18632507,0.8498835,0.6723263,4.4226565,2.648391,0.44764084,0.42270303
15,0.6288722,0.8767259,2.992734,0.7227381,15,0.63356876,0.5853501,0.88329107,0.7011485,4.1954064,3.0487752,0.9163251,0.7656478
16,0.59885013,0.72138965,2.035785,0.7789182,16,0.94470656,0.7467107,0.7829274,0.69273895,1.7188342,2.6793716,0.7120258,0.6325737
17,0.2901343,0.53638434,4.1282477,0.28622937,17,0.0049479604,0.38874233,0.5516215,0.6309934,2.567666,3.1804776,0.5327642,0.30213252
18,0.41995132,0.10379112,1.9431872,0.073439986,18,0.48721844,0.55840784,0.098611474,0.24493626,2.2573977,2.7622087,0.22086412,0.251165
19,0.28222302,0.8778256,3.8221753,0.6740832,19,0.13897735,0.28325307,0.38902336,0.6616898,2.5394442,2.9842107,0.90956634,0.6656266
20,0.7978144,0.55612344,4.0879383,0.5728202,20,0.77958024,0.5484585,0.53021646,0.54643095,6.7652407,5.884998,0.8130783,0.52377224
21,0.37092847,0.48995736,5.1681137,0.775429,21,0.26070565,0.41717052,0.6680133,0.45453456,5.3281307,4.548161,0.53978044,0.33555436
22,0.19522491,0.78580076,3.7804737,0.6292303,22,0.11648238,0.1835838,0.4268036,0.6059914,2.597178,3.4927037,0.92653316,0.5685511
23,0.4541201,0.44351324,4.478096,0.35653517,23,0.22188091,0.55609864,0.41881877,0.42247516,4.699958,4.261066,0.23160917,0.50627786
24,0.49476942,0.69973993,3.146697,0.8162737,24,0.44340914,0.41810945,0.57273144,0.68102956,5.076198,6.69786,0.79868376,0.55495536
25,0.5577138,0.3050316,4.971594,0.28152692,25,0.6740664,0.7063798,0.24491507,0.21288674,5.3693852,4.6941094,0.52231336,0.54342365
26,0.2127092,0.8927423,3.1329849,0.7179827,26,0.7606486,0.45709205,0.7150698,0.6949608,3.346636,2.831779,0.93410194,0.5094167
