,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.726104,0.5088306,0,0.46460864,0.55520695,6.4541016,6.8476152,0.53079885,0.64526916
1,0.07555238,0.07160419,1,0.44442338,0.43645686,6.096577,6.7998886,0.53904295,0.91788703
2,0.59727514,0.6230781,2,0.4661143,0.47597247,4.6398244,4.157652,0.15120733,0.17186332
3,0.38393584,0.32993323,3,0.6632122,0.7921569,6.114839,6.8707356,0.51289123,0.7418598
4,0.4836001,0.871076,4,0.47584072,0.45282704,3.497463,4.766028,0.25562206,0.5665846
5,0.54008204,0.95644706,5,0.69515806,0.5962474,2.3612442,1.6938506,0.1636848,0.26881492
6,0.37634182,0.47109282,6,0.402787,0.4348359,3.8949196,2.5333552,0.64092124,0.9459347
7,0.7483843,0.67818266,7,0.13781051,0.13626844,4.2705064,4.8732347,0.56546557,0.8252735
8,0.516067,0.22232533,8,0.72361225,0.85936713,2.5121324,2.881724,0.341632,0.45228714
9,0.71509236,0.9638686,9,0.29443324,0.051255167,2.1782298,2.5340514,0.7696714,0.5843457
10,0.548879,0.67067367,10,0.62912595,0.7330191,2.1172988,1.7435337,0.273001,0.16403306
11,0.44715217,0.07343465,11,0.38171253,0.47998857,5.5787706,4.963618,0.5625622,0.7587969
12,0.6141843,0.50788516,12,0.7711705,0.70951563,4.7327695,5.2312117,0.31330445,0.18679905
13,0.59193444,0.5748695,13,0.41262433,0.4059074,7.5594277,6.936921,0.3436701,0.57831776
14,0.58101183,0.8081898,14,0.62822753,0.3880527,5.262205,4.627547,0.7183763,0.657779
15,0.26530287,0.27143764,15,0.4703796,0.41090232,5.9719167,4.580802,0.6358273,0.5514896
16,0.5974485,0.5483755,16,0.45758563,0.46930265,6.5869403,5.748908,0.38177317,0.60189646
17,0.7237305,0.8458075,17,0.19529308,0.16123432,4.584866,3.6135688,0.5780507,0.4432205
18,0.4895387,0.051122606,18,0.7578591,0.42107373,2.4955728,1.252987,0.43523854,0.26728904
19,0.45208037,0.36321056,19,0.4118137,0.21291983,3.1468155,2.7189832,0.75946486,0.95476973
20,0.49843347,0.5443757,20,0.7441203,0.84665716,6.5304537,6.814209,0.6116343,0.55181384
21,0.4413898,0.78358346,21,0.6307699,0.55223125,3.0722232,3.0269866,0.5649659,0.37470102
22,0.2166495,0.22009897,22,0.1362872,0.1053794,4.247038,3.0968688,0.81160146,0.950816
23,0.36767185,0.4773221,23,0.7087887,0.87468636,6.0844035,6.784756,0.74836195,0.8504458
24,0.19991513,0.050647795,24,0.6528329,0.6815756,1.9793874,1.9361907,0.6800938,0.46078736
25,0.8137056,0.8537916,25,0.6594646,0.5767186,6.6396456,6.228452,0.7358281,0.81721866
26,0.5284686,0.26239645,26,0.2848432,0.33311415,2.8113804,1.7191178,0.3060569,0.14447856
27,0.6050944,0.41648507,27,0.6687372,0.6011946,3.0089262,2.1681857,0.63657695,0.8648025
28,0.23594569,0.14179105,28,0.35556823,0.34288973,5.281852,5.192066,0.3252179,0.29376882
29,0.67769676,0.5308322,29,0.6607969,0.6932987,6.394722,6.339878,0.2883775,0.16693705
30,0.5993075,0.56436014,30,0.6089997,0.7570998,3.713245,4.717568,0.36676702,0.22263819
31,0.5846595,0.751,31,0.7739105,0.92763305,3.8653605,4.1480913,0.5169359,0.3870864
32,0.59650487,0.5989366,32,0.62389636,0.7381003,4.4605994,4.2659764,0.78595454,0.6535568
33,0.4118582,0.2872886,33,0.7390646,0.9799771,1.721552,2.358777,0.39135766,0.3081066
34,0.6000641,0.85703546,34,0.44722822,0.7962033,1.8325858,1.2504464,0.5465222,0.605517
35,0.27878022,0.21405995,35,0.192186,0.2350434,4.38445,4.290796,0.66538674,0.8202096
36,0.048721056,0.029381216,36,0.09261487,0.11775756,4.6343164,3.5163531,0.7282689,0.8548978
37,0.6724947,0.8300323,37,0.4610082,0.30317473,6.994998,6.678056,0.57225657,0.119350135
38,0.6767023,0.659526,38,0.5715687,0.49350744,6.882272,6.683882,0.57376593,0.57655567
39,0.21494855,0.21457249,39,0.700386,0.69250184,5.114959,3.1873102,0.33677655,0.48050314
40,0.5645403,0.44844747,40,0.31019598,0.29416406,7.957463,6.682371,0.27597442,0.05865562
41,0.6662082,0.7011147,41,0.6271738,0.45768303,2.7117887,1.5424049,0.7997032,0.9421073
42,0.61359155,0.54092026,42,0.23530118,0.20105624,7.2784805,6.782522,0.80178434,0.9935365
43,0.36314687,0.49601978,43,0.6911742,0.11880243,2.3613534,1.1055274,0.7606436,0.8889522
44,0.32711738,0.2569505,44,0.5807932,0.35168564,2.7133644,2.5842335,0.39068592,0.5542077
45,0.7357222,0.60593325,45,0.72685057,0.47489822,4.1910167,3.082149,0.7341206,0.5731401
46,0.5575381,0.8114188,46,0.40659076,0.29437828,5.3558226,4.472611,0.36172533,0.2258634
47,0.6257778,0.42589855,47,0.31387365,0.28487515,5.0690846,5.0983877,0.37346146,0.38039672
48,0.38829368,0.31104404,48,0.673223,0.6462607,1.873699,2.1948576,0.7946111,0.29347652
49,0.67398536,0.834816,49,0.61895823,0.9057736,3.3655362,4.111123,0.65912855,0.7198811
50,0.6290167,0.8591757,50,0.7282349,0.9588071,2.363833,2.8924274,0.26136395,0.15813714
51,0.6239418,0.58754086,51,0.55521524,0.5518464,4.524446,4.6151266,0.30596143,0.41208202
52,0.5441833,0.7956537,52,0.30943754,0.15337765,2.9157872,2.0569062,0.4250471,0.21171695
