,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.20943005,0,0.6957041,2.0748565,0.754158
1,0.7018528,1,0.295971,2.6901946,0.6154695
2,0.6606823,2,0.62944627,2.8474123,0.8036189
3,0.49554536,3,0.60379833,2.343757,0.6723741
4,0.66442907,4,0.1964523,2.848533,0.61453325
5,0.6034784,5,0.7004569,2.3315203,0.7632885
6,0.23652215,6,0.24355228,2.731744,0.7461133
7,0.4519771,7,0.62852925,5.7483907,0.7572479
8,0.66814286,8,0.39052477,5.2655396,0.7783618
9,0.63550097,9,0.28847918,6.939778,0.5625937
10,0.7478863,10,0.23841946,4.479195,0.7812783
11,0.60732216,11,0.369749,6.531097,0.6013595
12,0.43815556,12,0.6103743,6.1635613,0.58009547
13,0.5259563,13,0.38079095,6.649336,0.75505817
14,0.32685784,14,0.5815466,2.6293576,0.76152617
15,0.72975975,15,0.6171628,2.1191669,0.8063253
16,0.52829766,16,0.34400156,7.2638416,0.70379484
17,0.49356067,17,0.7091111,2.3601258,0.67548275
18,0.44972453,18,0.771493,6.4772573,0.79319715
19,0.7114637,19,0.16807337,3.1481593,0.7682353
20,0.31477943,20,0.6997859,2.1969497,0.77686805
21,0.1613859,21,0.1755727,2.2293766,0.76324314
22,0.15514322,22,0.46763307,6.4254465,0.7745359
23,0.27318853,23,0.61756456,1.9174466,0.74431753
24,0.68881935,24,0.3709945,6.121096,0.73484755
25,0.70556754,25,0.8046374,5.4461923,0.72610724
26,0.20362327,26,0.22407466,2.849438,0.75030124
27,0.57466286,27,0.25419155,3.7922485,0.7115178
28,0.66447836,28,0.3857595,4.9152207,0.72864777
29,0.15632395,29,0.30959827,4.9560575,0.7903961
30,0.22768328,30,0.16688284,5.7161903,0.7128398
31,0.4194556,31,0.7070057,4.559995,0.7461231
32,0.48360723,32,0.7498971,6.3003254,0.5183815
33,0.16811053,33,0.25783727,3.613666,0.7085939
34,0.19739857,34,0.65148807,6.9224243,0.65632546
35,0.2957419,35,0.67401177,2.1419332,0.78124464
36,0.43886474,36,0.606386,2.270566,0.7672608
37,0.5691731,37,0.7005478,2.2875035,0.7692284
38,0.1980418,38,0.8053196,6.4845314,0.59056276
39,0.29970536,39,0.5423315,2.547176,0.77487063
40,0.6996239,40,0.47221288,5.253447,0.7472445
41,0.16430114,41,0.6694474,2.1477525,0.7640099
42,0.6484843,42,0.6542307,3.5093467,0.62975913
43,0.7378884,43,0.19268203,2.6869345,0.72245204
44,0.4934673,44,0.52748436,2.273705,0.7783251
45,0.66354764,45,0.25104764,2.493706,0.7407838
46,0.69944495,46,0.21498777,4.8977222,0.7443572
47,0.67487556,47,0.7392758,6.4789457,0.75334924
48,0.18484206,48,0.20981547,2.5834851,0.7795366
49,0.64433235,49,0.313556,4.213078,0.75047874
50,0.4274847,50,0.2961888,2.8800137,0.770968
51,0.7218328,51,0.21078712,2.2979183,0.78348434
52,0.40019593,52,0.16277283,3.643783,0.7793032
53,0.31975424,53,0.5510586,6.9186764,0.61827415
54,0.59698814,54,0.28792113,2.486182,0.7657578
55,0.14010245,55,0.5538219,3.8939512,0.80245376
56,0.2965258,56,0.64193714,5.303997,0.73582166
57,0.30099407,57,0.71059656,6.4227715,0.6326217
58,0.34209064,58,0.20244892,3.0880766,0.66001576
59,0.15983674,59,0.15918097,5.055079,0.76149404
60,0.714469,60,0.6204972,2.3970675,0.7197819
61,0.53673154,61,0.31555346,2.096465,0.63725233
62,0.6972511,62,0.79162973,6.1575503,0.741921
63,0.27054662,63,0.28528997,3.1499887,0.7589711
64,0.20686316,64,0.44769534,3.7926037,0.7699174
65,0.40972984,65,0.6876678,1.983335,0.76007754
66,0.15080456,66,0.33737972,1.9157768,0.77723765
67,0.7664147,67,0.52944726,5.1884646,0.7606598
68,0.5743669,68,0.22372751,4.9106607,0.700797
69,0.55782115,69,0.23505786,2.258737,0.76162815
70,0.15500621,70,0.74815464,4.1931906,0.74927163
71,0.65953624,71,0.58066136,4.099754,0.7066212
72,0.6365882,72,0.7558832,3.4726396,0.7275342
73,0.2140102,73,0.7916191,6.6689286,0.76464874
74,0.50451064,74,0.14503983,5.6841598,0.75419295
75,0.52838904,75,0.3671359,3.8879945,0.71418947
76,0.672984,76,0.5572318,6.1001453,0.7591983
77,0.75652426,77,0.67445654,2.2195337,0.70859414
78,0.60838085,78,0.6447144,4.011678,0.75396496
79,0.5002196,79,0.76530784,6.233372,0.77232605
80,0.6998849,80,0.6379259,2.6493847,0.72109276
81,0.16851953,81,0.6948015,2.1831334,0.7421476
82,0.16911997,82,0.460206,6.59466,0.7650568
83,0.60172546,83,0.7827012,5.5605946,0.528178
84,0.44393355,84,0.5880939,2.3907359,0.7432831
85,0.39703202,85,0.5193581,4.427998,0.7371742
86,0.47374296,86,0.433933,2.8087466,0.7563991
87,0.34243655,87,0.652556,4.2538652,0.7443205
88,0.6322871,88,0.47104186,5.108239,0.7120647
89,0.71373343,89,0.285662,5.418864,0.7301085
90,0.44884858,90,0.46012813,5.5865407,0.73488253
91,0.14959092,91,0.45453212,1.9131771,0.8020577
92,0.42600587,92,0.6129538,3.3992622,0.79404587
93,0.19265781,93,0.24549878,2.986758,0.75481755
94,0.6994873,94,0.47671875,2.184819,0.7468778
95,0.43000975,95,0.1655806,4.5105777,0.6039187
96,0.59045047,96,0.19815142,2.2707734,0.6507295
97,0.13040456,97,0.7543401,4.0951557,0.81696165
98,0.75219023,98,0.54542714,1.9296696,0.75437033
99,0.6483628,99,0.71406895,2.558434,0.7217802
100,0.64181066,100,0.42267272,4.237502,0.6118833
101,0.2813152,101,0.17211047,3.0396974,0.766056
102,0.460261,102,0.36725894,4.3851547,0.747388
103,0.6668211,103,0.26466137,2.6339047,0.7869712
104,0.7021041,104,0.7738407,3.9411225,0.67266154
105,0.6174509,105,0.5840432,3.6784823,0.69300795
106,0.5826882,106,0.686979,5.3251076,0.52913177
107,0.3000167,107,0.5340039,2.8439302,0.75227404
108,0.54020727,108,0.7739351,6.292034,0.73342633
109,0.6382091,109,0.28604627,2.6570275,0.77886796
110,0.20811334,110,0.23167412,2.1482842,0.78111523
111,0.40975592,111,0.7041358,2.0078068,0.6458634
112,0.22272585,112,0.15965268,4.9567676,0.7461543
113,0.6243956,113,0.68442243,2.2930377,0.7781532
114,0.73756176,114,0.17877932,3.0252693,0.7151301
115,0.40256804,115,0.16532354,3.7321415,0.79129934
116,0.52738833,116,0.29270434,4.404925,0.740472
117,0.6123133,117,0.18071038,7.407679,0.7011473
118,0.6380013,118,0.2114489,5.5346775,0.7099797
119,0.67335624,119,0.68488145,7.0100727,0.7113137
120,0.4285489,120,0.42959526,2.6681664,0.71673864
121,0.5809231,121,0.23359552,3.1442535,0.69186795
122,0.13982196,122,0.471713,2.5030053,0.8064374
123,0.20286293,123,0.4302017,2.7450318,0.7647012
124,0.6160824,124,0.5587777,4.958775,0.7824381
125,0.14368615,125,0.5393901,4.3093014,0.7643912
126,0.7222705,126,0.76993114,4.9787393,0.63769937
127,0.4215528,127,0.78765416,6.6820073,0.7502944
128,0.56144565,128,0.79165405,6.1258535,0.752618
129,0.5996059,129,0.28683594,6.075816,0.72850186
130,0.5078158,130,0.27918932,2.699584,0.7732102
131,0.5528081,131,0.63562757,4.142812,0.6792748
132,0.1417806,132,0.52177876,4.2003775,0.77310693
133,0.4736883,133,0.4922623,5.234752,0.69544846
134,0.64118224,134,0.69534045,2.745006,0.7272882
135,0.3111404,135,0.28447625,5.670927,0.76486474
136,0.6669601,136,0.5688485,2.1672018,0.75700486
137,0.30373663,137,0.1787932,5.0493035,0.757812
138,0.37702942,138,0.65535647,5.127588,0.73882914
139,0.75939333,139,0.7394247,4.9058685,0.742433
140,0.24650012,140,0.19939801,5.3837295,0.6844777
141,0.42226124,141,0.5738579,2.1266084,0.7568934
142,0.47432148,142,0.3654272,4.5705633,0.6788641
143,0.64297163,143,0.38281062,2.4742057,0.7709018
144,0.49757525,144,0.4775291,1.9715729,0.7661622
145,0.74187475,145,0.41049397,2.707836,0.5977422
146,0.34274212,146,0.58720446,4.08315,0.685297
147,0.68763655,147,0.19752863,3.5548487,0.710374
148,0.41459972,148,0.15034924,3.8182392,0.77591515
149,0.40858653,149,0.70595956,2.7732887,0.7673323
150,0.31534722,150,0.64366883,5.218035,0.6377902
151,0.46781334,151,0.77065474,6.091417,0.69812477
152,0.6129025,152,0.5856369,5.7932167,0.7431481
153,0.14547218,153,0.2978833,2.1012468,0.73498845
154,0.2129669,154,0.18669598,2.900854,0.77362055
155,0.15053605,155,0.36430398,2.7942073,0.77051
156,0.3613207,156,0.7611923,5.2819405,0.742185
157,0.37532532,157,0.6613617,3.0091004,0.70418566
158,0.28765118,158,0.15561377,5.247283,0.7645133
159,0.2673929,159,0.21623786,3.0556085,0.7265853
160,0.29531065,160,0.66844106,2.6409037,0.7173145
161,0.35036287,161,0.68116593,2.1861823,0.75766903
162,0.4627821,162,0.15681767,5.3600526,0.6905022
163,0.221337,163,0.7046917,4.839307,0.7632655
164,0.4580834,164,0.59363616,6.637233,0.7349484
165,0.2812342,165,0.51029485,2.894956,0.649829
166,0.4551159,166,0.75615495,4.012849,0.74166065
167,0.32778662,167,0.49836063,1.9173152,0.77067834
168,0.14456375,168,0.4419259,4.7174425,0.7876305
169,0.17553818,169,0.18875553,2.7326221,0.7843121
170,0.74726146,170,0.61096466,3.2791836,0.7218981
171,0.6105302,171,0.564118,2.2120047,0.79193145
172,0.38633233,172,0.6101193,3.6813214,0.73014927
173,0.44263738,173,0.4746859,5.6098924,0.7366042
174,0.6806835,174,0.28636006,2.660165,0.76593494
175,0.17660595,175,0.6719143,6.369258,0.69595796
176,0.3242591,176,0.2160276,3.9675891,0.7387279
177,0.3108552,177,0.6007399,6.8690114,0.713856
178,0.23966457,178,0.68650573,5.900146,0.78557676
179,0.66878575,179,0.21930785,2.6853647,0.7502167
180,0.34898803,180,0.17631415,5.2723107,0.7335696
181,0.6450226,181,0.13657686,6.2660236,0.7501067
182,0.15245572,182,0.6085941,2.042034,0.7887622
183,0.5806734,183,0.6489321,5.9899316,0.7150077
184,0.29316536,184,0.25591183,7.346845,0.6546809
185,0.20102371,185,0.31540105,2.5255911,0.7327862
186,0.1613709,186,0.66981274,2.3445442,0.7755266
187,0.24203058,187,0.15603445,5.5792394,0.7515282
