,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.37786937,0,0.37979108,2.6516356,4.652219
1,0.36507165,1,0.6929086,1.7292926,1.8875357
2,0.46689832,2,0.3193155,2.3292768,2.5590127
3,0.77620965,3,0.6882364,3.836565,1.5362339
4,0.39895296,4,0.19520432,2.6489,2.800335
5,0.3988563,5,0.7137661,2.132146,4.3577332
6,0.72815037,6,0.5935245,3.598955,2.4980226
7,0.41149104,7,0.5389346,2.6831703,4.987109
8,0.35932043,8,0.73728114,1.7000939,3.2193904
9,0.5887663,9,0.16673824,3.8619394,4.431716
10,0.2944653,10,0.19171283,2.6845474,4.9004354
11,0.5802913,11,0.58120733,0.91194046,0.7284691
12,0.36631086,12,0.7226381,1.966242,3.6674097
13,0.5391108,13,0.2496948,3.3752666,4.5835276
14,0.34767565,14,0.33341995,2.1294818,4.721091
15,0.3664983,15,0.7137257,1.869744,4.0848546
16,0.67750806,16,0.23449393,3.86878,3.1365728
17,0.3644942,17,0.720835,1.5787377,2.9763882
18,0.7780924,18,0.58347464,3.999349,2.3810878
19,0.40597534,19,0.7299481,2.0607226,1.8204162
20,0.47332752,20,0.5445122,2.8283303,2.2226753
21,0.78445214,21,0.69328153,3.7708662,1.7855843
22,0.5961,22,0.1488632,3.8304565,4.4053097
23,0.6688589,23,0.45696786,3.6033096,4.321373
24,0.34848413,24,0.49576062,2.558214,4.740211
25,0.77189267,25,0.57394123,3.9419405,1.68574
26,0.7502001,26,0.546466,4.0617948,3.3415537
27,0.60204893,27,0.66611594,2.788419,2.9528863
28,0.6084645,28,0.6081073,3.3599746,2.9287865
29,0.26754433,29,0.38529462,2.7977903,2.517299
30,0.7816903,30,0.67086107,3.948059,1.751446
31,0.6236132,31,0.7286096,2.5203435,1.2138921
32,0.35205823,32,0.7040185,2.0448406,3.0044262
33,0.6813931,33,0.15056494,4.0489526,3.084806
34,0.42773542,34,0.61367136,2.1060607,3.5339527
35,0.5959706,35,0.29137346,3.2123485,3.8039002
36,0.48662698,36,0.69558483,2.0513833,2.2899632
37,0.6497703,37,0.21544918,3.9194481,3.6749008
38,0.5727894,38,0.7151006,2.8752906,2.5053282
39,0.21232532,39,0.3236215,1.8273062,3.5831168
40,0.4216369,40,0.7183971,1.7626871,1.3967884
41,0.6230239,41,0.16079222,4.030591,4.125434
42,0.7358007,42,0.43255717,3.8603976,2.7950552
43,0.63159937,43,0.16644461,4.0620184,4.1600523
44,0.61936903,44,0.6701821,3.123578,1.8977983
45,0.66029465,45,0.20832542,3.9097388,3.9154942
46,0.75777966,46,0.5230311,3.788753,2.5075765
47,0.30195582,47,0.544276,1.9017686,4.468102
48,0.68496597,48,0.5963264,3.831376,2.726459
49,0.27772796,49,0.3380036,2.1578085,3.7980292
50,0.32582384,50,0.681876,1.4439816,1.1073034
51,0.7091005,51,0.3085148,3.89068,2.6370056
52,0.56389713,52,0.3810224,3.4479384,3.9637163
53,0.20007645,53,0.30753502,1.9075563,1.3488114
54,0.61315614,54,0.19051357,3.8667994,4.1051817
55,0.63609034,55,0.1819007,4.017545,3.9966218
56,0.3841226,56,0.63322484,2.4381626,4.553164
57,0.6408782,57,0.13467048,4.1596494,4.22173
58,0.7320524,58,0.5182882,3.671411,2.8611534
59,0.6694082,59,0.25028837,3.826624,3.4753344
60,0.698765,60,0.6629039,3.945205,1.9644545
61,0.78097373,61,0.44702953,4.107134,1.8874043
62,0.62577444,62,0.1612569,4.0273094,4.221919
63,0.67511404,63,0.24264887,4.007951,3.579281
64,0.67272323,64,0.2791058,3.8803217,3.0430918
65,0.63934594,65,0.13356411,4.205326,4.2143493
66,0.26406392,66,0.6612545,1.8412156,2.047869
67,0.78110003,67,0.3485368,4.0986037,1.5219252
68,0.3345833,68,0.6598088,2.1488447,3.2535498
69,0.27243823,69,0.7122157,1.7671549,3.5364146
70,0.70219797,70,0.736865,2.6755128,1.326775
71,0.73068166,71,0.7180283,2.274995,1.1950513
72,0.6442727,72,0.14601697,4.0651155,4.270286
73,0.27857354,73,0.71181345,1.7420378,4.3305616
74,0.7569643,74,0.35026246,3.5744338,1.3772417
75,0.65477705,75,0.15110599,4.1433606,4.0074263
76,0.5627215,76,0.61981493,2.953658,1.5260701
77,0.71986794,77,0.5498188,3.7144835,2.106496
78,0.40628478,78,0.68772256,1.8147333,3.7699342
79,0.54362917,79,0.68935317,2.9753525,2.2283456
80,0.6477726,80,0.13012274,4.1325502,4.1585097
81,0.5436522,81,0.4154376,3.4121554,4.5964837
82,0.37458673,82,0.29373342,2.8808622,4.4488344
83,0.7930567,83,0.6023407,4.270454,2.1620162
84,0.635969,84,0.18197523,4.0325274,3.769119
85,0.65821433,85,0.23497017,3.941489,3.3683126
86,0.72160476,86,0.41861296,4.095174,3.5998795
87,0.6967706,87,0.31927085,3.977691,3.3009014
88,0.34281895,88,0.72321266,1.8470252,3.4785075
89,0.70453966,89,0.70428795,3.3550205,2.1132448
90,0.6945583,90,0.18822692,4.130809,3.518187
91,0.64958924,91,0.1530332,4.139711,4.0492325
92,0.33135754,92,0.22049387,1.7362517,1.8924109
93,0.5848679,93,0.14196326,3.7553277,3.7954652
94,0.60803354,94,0.51584184,3.7238173,2.9083953
95,0.5490109,95,0.36957967,3.3658125,3.8491757
96,0.6363748,96,0.13891587,4.05737,4.3220477
97,0.39708614,97,0.46061105,2.0517492,4.119179
98,0.32231763,98,0.6813191,1.9508514,4.927821
99,0.2795755,99,0.32926306,2.118551,4.952476
