,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.23620813,0,0.015520214,8.245467,0.9249929
1,0.7929966,1,0.65594167,3.9994316,0.93177074
2,0.1591836,2,0.057093002,5.726199,0.92920995
3,0.40621027,3,0.30256876,2.5759878,0.941183
4,0.07108228,4,0.048728738,3.3222044,0.9293866
5,0.6616223,5,0.45603395,2.4309413,0.939564
6,0.2984026,6,0.23624276,4.1113153,0.9387752
7,0.50903016,7,0.15139955,6.05919,0.93238294
8,0.7398103,8,0.7099321,2.1342974,0.9313782
9,0.0225234,9,0.23435281,1.0041587,0.92707944
10,0.0717208,10,0.057154275,3.8375921,0.93261534
11,0.20603442,11,0.64443666,2.101836,0.9323394
12,0.705604,12,0.62502426,3.9369082,0.93397987
13,0.08898978,13,0.023143286,6.57575,0.9249758
14,0.19144878,14,0.065804295,3.7106786,0.935661
15,0.6910337,15,0.4271059,4.656387,0.9358616
16,0.022087669,16,0.07873422,2.5223398,0.92651826
17,0.8028111,17,0.39926633,3.1994262,0.9337612
18,0.24109581,18,0.34450042,3.252059,0.9401429
19,0.80512154,19,0.54165757,2.581205,0.9330177
20,0.36872694,20,0.078317896,3.2848165,0.9343087
21,0.4176548,21,0.37307513,2.2961454,0.9411754
22,0.017600369,22,0.122432925,1.6829281,0.9236249
23,0.2059211,23,0.11776204,2.590419,0.9349413
24,0.26697037,24,0.2459527,2.7885737,0.9393065
25,0.27073416,25,0.18392551,3.1443853,0.9365674
26,0.2686801,26,0.14863005,5.0927286,0.93648416
27,0.4792856,27,0.3924781,4.2236853,0.9338281
28,0.37383306,28,0.38037574,2.913836,0.93841136
29,0.15996893,29,0.15717576,3.297748,0.9342374
30,0.3773386,30,0.6130105,1.3643706,0.9399917
31,0.50757635,31,0.64890915,3.8577251,0.93862766
32,0.6624651,32,0.46548286,2.4611967,0.9370984
33,0.023320148,33,0.35179096,2.00924,0.9217872
34,0.30036688,34,0.18558364,3.2298472,0.93358725
35,0.07334357,35,0.08641122,1.2565296,0.9317367
36,0.66642797,36,0.6489749,3.0626981,0.93092066
37,0.036330376,37,0.017861383,7.0684896,0.9232059
38,0.694978,38,0.35681894,3.1434553,0.93892163
39,0.25513494,39,0.01441398,7.6510615,0.92740303
40,0.7004293,40,0.5954865,2.870871,0.9300741
41,0.030007778,41,0.10925252,3.7116299,0.917917
42,0.17054862,42,0.23097993,1.8909366,0.93853974
43,0.025888497,43,0.08456497,4.417022,0.92091584
44,0.46366772,44,0.48662087,3.3871818,0.9378117
45,0.030431261,45,0.64733255,0.82289463,0.9261363
46,0.16955692,46,0.32472357,3.358453,0.93703777
47,0.5535588,47,0.1412693,2.5247285,0.9324398
48,0.24628949,48,0.4352066,4.322208,0.9369308
49,0.13413553,49,0.018163664,3.170806,0.92910534
50,0.64120334,50,0.75654125,1.8978996,0.92763746
51,0.034971006,51,0.022346182,5.2342267,0.925323
52,0.11608606,52,0.06933984,2.1351438,0.93426377
53,0.14375281,53,0.11910871,2.1423213,0.9271393
54,0.048688766,54,0.026150385,6.7488103,0.92858297
55,0.022535238,55,0.05989565,2.6310706,0.9225389
