,policy rate,reward rate,dec temp,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp
0,0.68821937,0.7592605,5.8175335,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
1,0.41833043,0.62103915,3.6212406,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
2,0.58317864,0.28190917,5.3560996,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
3,0.3075024,0.61036086,2.7248857,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
4,0.11439094,0.4087387,9.018983,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
5,0.36371523,0.60859746,2.025538,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
6,0.7497246,0.4240769,6.393014,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
7,0.445973,0.4007693,5.7432933,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
8,0.3842804,0.5949572,4.422635,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
9,0.63329154,0.3910939,5.0125666,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
10,0.4530251,0.7252253,5.1172285,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
11,0.672241,0.28775623,4.8761406,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
12,0.26692697,0.2993291,3.6595922,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
13,0.4626667,0.22892098,6.682457,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
14,0.10602385,0.6202691,6.181064,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
15,0.5086549,0.3350997,9.287216,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
16,0.77117866,0.477748,4.3705945,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
17,0.63676983,0.42819443,6.116333,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
18,0.7307563,0.58183414,6.348636,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
19,0.62214893,0.3690918,3.3291655,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
20,0.1740847,0.24431704,8.515682,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
21,0.67393416,0.6044956,1.8404205,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
22,0.2557217,0.6597249,2.9145265,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
23,0.4559243,0.494397,5.6938367,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
24,0.19435938,0.7921661,3.1605303,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
25,0.32387877,0.6277342,4.487267,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
26,0.73969316,0.4094396,1.0360874,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
27,0.6561076,0.12048521,4.0153008,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
28,0.41937438,0.64643973,5.7561274,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
29,0.3517753,0.39312685,6.046307,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
30,0.48341134,0.4384115,2.8988812,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
31,0.7259994,0.7259865,3.2391205,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
32,0.47605547,0.65000635,3.841464,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
33,0.54625154,0.24051842,7.4445243,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
34,0.57321477,0.44966063,8.592625,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
35,0.8755131,0.45837784,7.919595,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
36,0.41848224,0.6566076,7.3562126,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
37,0.6994545,0.8366596,4.014179,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
38,0.26503104,0.29102853,1.0734473,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
39,0.3313631,0.5363307,6.781353,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
40,0.50069654,0.4826969,2.4552789,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
41,0.581876,0.8739302,3.1215005,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
42,0.12808399,0.25662827,3.2203057,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
43,0.63678575,0.4273234,7.0449424,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
44,0.4869053,0.14715533,4.461105,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
45,0.65639824,0.32054973,3.4284785,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
46,0.45875114,0.6688114,5.087229,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
47,0.31517893,0.22177485,6.7901,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
48,0.52203083,0.78195363,6.1321964,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
49,0.53908205,0.8043558,7.7592125,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
50,0.7244984,0.80760837,9.562719,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
51,0.30205348,0.82863724,7.63527,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
52,0.7770198,0.11759006,2.8896215,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
53,0.866878,0.75370115,5.441863,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
54,0.3805673,0.3511195,5.9717135,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
55,0.27468255,0.2995876,2.8379016,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
56,0.33863324,0.6813011,2.0162294,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
57,0.4919287,0.40479034,4.047665,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
58,0.33376297,0.4570795,7.3145638,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
59,0.3849205,0.043465886,6.9684286,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
60,0.3339764,0.34481362,2.7814803,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
61,0.59802294,0.26784003,1.4431756,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
62,0.8488224,0.12711872,5.7619658,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
63,0.7090247,0.4174561,6.3805866,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
64,0.23918039,0.78931516,3.8830051,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
65,0.611546,0.46074635,2.2879636,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
66,0.53825545,0.15142328,9.155499,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
67,0.79188514,0.5000016,3.9316049,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
68,0.7264804,0.34424624,4.5666094,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
69,0.23243296,0.42818314,5.5427766,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
70,0.51098233,0.8218576,3.2385752,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
71,0.8092487,0.3942084,3.0738568,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
72,0.1734879,0.82710534,8.390671,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
73,0.41105616,0.79416174,2.6245837,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
74,0.2790553,0.6624473,2.4022844,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
75,0.70449936,0.4783835,2.034963,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
76,0.29651177,0.34973627,2.593284,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
77,0.25255162,0.27364418,8.355294,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
78,0.28704783,0.53247714,1.0716915,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
79,0.45163825,0.72183824,6.6201773,9,0.20568568,0.4952747,0.38954967,0.49503022,6.0639806,5.2317786
80,0.23135243,0.25847745,5.675538,0,0.35726637,0.49504083,0.2673996,0.47870225,4.24582,5.0318313
81,0.6118511,0.48486304,7.4917846,1,0.16357285,0.5051634,0.39144915,0.5070327,2.053312,4.947887
82,0.24003553,0.14233586,1.6117252,2,0.62171304,0.50539553,0.0004068613,0.49347863,1.3648555,5.0218396
83,0.19519684,0.74405336,4.3619194,3,0.35808116,0.5047987,0.46921235,0.5180417,1.8422905,4.9912252
84,0.32911155,0.27727464,6.7525983,4,0.858453,0.49130335,0.005561352,0.49765995,1.6206689,4.9262633
85,0.36882132,0.6282254,5.311908,5,0.5792996,0.50504404,0.78239876,0.49331194,3.769581,4.8982725
86,0.55577755,0.48754594,6.3184214,6,0.92607725,0.51171654,0.17969209,0.51394284,1.4882575,5.016244
87,0.28897554,0.69164985,3.1656837,7,0.14773005,0.49074325,0.088371694,0.5076334,6.2256794,5.1447167
88,0.696147,0.22763306,5.7328377,8,0.25658602,0.49865094,0.45966625,0.4994837,1.0740229,5.067489
