,policy rate,reward rate,dec temp,subject
0,0.6755643,0.18969913,9.14175,0
1,0.4076747,0.17861153,7.7789016,1
2,0.8336849,0.2523426,2.8181121,2
3,0.15272133,0.06416257,2.337664,3
4,0.3734653,0.35952213,2.8764584,4
5,0.26934662,0.12620291,2.3866665,5
6,0.31859055,0.22817774,5.171543,6
7,0.84811586,0.6418855,3.1371377,7
8,0.37298298,0.14106452,5.5985923,8
9,0.41563293,0.3114921,4.821972,9
10,0.22948591,0.19174032,6.367125,10
11,0.3096857,0.16675088,5.6967363,11
12,0.62202567,0.12178179,7.153143,12
13,0.5070017,0.26629996,5.574795,13
14,0.35474306,0.19917695,4.04108,14
15,0.6449997,0.33544883,5.524369,15
16,0.46555373,0.15257126,3.5022733,16
17,0.20183477,0.39550415,6.457388,17
18,0.42466745,0.35266405,6.565104,18
19,0.48828095,0.14070763,2.5120614,19
20,0.16430877,0.1422747,1.8750632,20
21,0.602978,0.25434384,3.5410838,21
22,0.52069294,0.17332678,5.6428356,22
23,0.68534374,0.18642488,5.1878605,23
24,0.32297263,0.5934389,3.9793334,24
25,0.51641417,0.19816135,7.3326855,25
26,0.46813753,0.058731038,1.0561404,26
27,0.28273347,0.3369312,7.2543902,27
28,0.13271083,0.18076831,1.3901569,28
29,0.50029737,0.24826485,2.464376,29
30,0.74589646,0.15819994,4.7318516,30
31,0.226306,0.24439698,2.544714,31
32,0.47506616,0.57698333,1.9737067,32
33,0.051993396,0.2847067,3.6197205,33
34,0.7157273,0.3147733,2.2672465,34
35,0.43846467,0.18155955,3.1319904,35
36,0.54528826,0.14645925,1.2998447,36
37,0.026599478,0.32318062,4.07745,37
38,0.32159185,0.17468855,5.092699,38
39,0.1913063,0.13183485,2.6350183,39
40,0.8415113,0.5884052,2.4930842,40
41,0.57318175,0.1447129,1.4726579,41
42,0.19113642,0.2745271,3.553824,42
43,0.7248698,0.3283496,8.285395,43
44,0.13756643,0.20479897,3.1656277,44
45,0.45637307,0.33920294,3.2512956,45
46,0.7469014,0.25583234,4.8406916,46
47,0.26842046,0.17200048,5.3860493,47
48,0.85162115,0.28942034,5.9079294,48
49,0.20988943,0.4068022,5.3282285,49
50,0.49154964,0.5065539,4.0511723,50
51,0.13396767,0.16969845,2.0935218,51
52,0.6628958,0.19034398,5.385664,52
53,0.7063347,0.19689228,3.1438932,53
54,0.73189414,0.35105965,5.541549,54
55,0.5999068,0.44588158,2.8821836,55
56,0.7358925,0.23879369,5.314497,56
57,0.032761443,0.19483338,3.4028707,57
58,0.6418541,0.22176601,5.654878,58
59,0.50685644,0.102884896,8.623577,59
60,0.4282212,0.27375233,3.217608,60
61,0.57208633,0.036802158,3.287333,61
62,0.74310225,0.6288841,4.5868306,62
63,0.79429024,0.6026181,3.3606362,63
64,0.5947756,0.17951371,8.675767,64
65,0.8986807,0.5031104,2.0089893,65
66,0.54732674,0.14457458,5.738192,66
67,0.15770057,0.21382217,5.0223203,67
68,0.7748794,0.12657845,3.7143178,68
69,0.37457424,0.30529916,2.0642116,69
70,0.34413707,0.34918824,3.1448011,70
71,0.66414905,0.6756378,4.1446667,71
72,0.81273377,0.65732044,8.158213,72
73,0.45952094,0.28149325,3.0312433,73
74,0.31540334,0.07935944,6.688595,74
75,0.84060663,0.49824345,2.9458976,75
76,0.44070116,0.121733874,2.8099957,76
77,0.58721834,0.7936876,8.886633,77
78,0.197095,0.35808676,2.038713,78
79,0.12457164,0.3273892,4.6272254,79
80,0.66427183,0.12772937,3.2883632,80
81,0.9385433,0.49737692,7.801696,81
82,0.024316113,0.37886629,0.8479497,82
83,0.7405826,0.5485881,6.529827,83
84,0.5260268,0.36278075,1.773116,84
85,0.22720474,0.2504806,4.255137,85
86,0.87444144,0.22713235,3.6612601,86
87,0.5331152,0.19162834,7.950701,87
88,0.042482905,0.35036093,2.158377,88
89,0.046435814,0.7031344,1.253119,89
90,0.71130455,0.57897735,7.1727924,90
91,0.87004673,0.6115135,4.229953,91
92,0.89829624,0.6357858,1.5505058,92
93,0.45984563,0.12782736,8.150338,93
94,0.6658086,0.25135395,7.8184624,94
95,0.6402543,0.22962965,2.6290264,95
96,0.45150226,0.79602057,1.4431083,96
97,0.019217288,0.18761615,3.0560377,97
98,0.9074311,0.3265855,3.3304548,98
99,0.5307133,0.22480051,3.8852308,99
100,0.13186483,0.7538847,1.3758439,100
101,0.3528393,0.33080876,7.121502,101
102,0.22859547,0.37809747,6.245919,102
103,0.49897927,0.33985862,4.7101917,103
104,0.43414542,0.11089363,5.051803,104
105,0.14420481,0.09467699,1.5911765,105
106,0.1054511,0.6656464,1.6446896,106
107,0.8961969,0.273746,1.996613,107
108,0.38568795,0.8002198,1.6026154,108
109,0.8513504,0.15716758,7.7826605,109
110,0.4295435,0.060444888,1.6796935,110
111,0.18018371,0.08596055,5.0942717,111
112,0.30731535,0.20237732,3.2255654,112
113,0.47337797,0.22021496,7.096179,113
114,0.7568358,0.28677374,2.0451732,114
115,0.1113402,0.3002933,2.875051,115
116,0.71682215,0.37125272,3.9662066,116
117,0.76541847,0.7191973,3.6260471,117
118,0.306992,0.111887865,2.9903026,118
119,0.07398823,0.5510228,1.1927204,119
120,0.70132434,0.6861655,3.4039066,120
121,0.7972945,0.2419842,9.288918,121
122,0.77824503,0.53844976,8.618462,122
123,0.0034745322,0.40694737,1.4734555,123
124,0.57752657,0.19582519,7.127289,124
125,0.11996659,0.3402743,4.2956934,125
126,0.37210637,0.27000844,4.459382,126
127,0.033120137,0.12935485,5.4423027,127
128,0.15709671,0.47896492,1.9345623,128
129,0.07484724,0.39603046,0.5458055,129
130,0.16172121,0.05644112,2.2679012,130
131,0.59465367,0.68173707,7.8796487,131
132,0.6011387,0.5575609,8.365578,132
133,0.64143497,0.34231493,6.045517,133
134,0.06837829,0.20815146,4.4942374,134
135,0.8079142,0.13964747,2.2113757,135
136,0.8674748,0.36789286,8.737209,136
137,0.3685507,0.24091549,2.944622,137
138,0.48730928,0.2501329,6.114539,138
139,0.61058027,0.22890654,3.9603434,139
140,0.118854165,0.5540027,1.9928806,140
141,0.6638103,0.31775084,6.0448923,141
142,0.6298017,0.4668156,6.2276754,142
143,0.6287663,0.543044,0.84566844,143
144,0.43632942,0.41421607,1.4533459,144
145,0.42206,0.69426847,2.1330175,145
146,0.80221444,0.6170083,4.8985662,146
147,0.6561978,0.21161471,2.492629,147
148,0.6639441,0.24727476,6.848417,148
149,0.8161628,0.6454842,9.378215,149
150,0.3673482,0.17972772,3.9090652,150
151,0.58884615,0.27447203,5.775295,151
152,0.7151971,0.64338213,1.7801633,152
153,0.4506095,0.101614185,2.7503798,153
154,0.6093512,0.17955717,3.5853674,154
155,0.051523212,0.5877983,0.91580296,155
156,0.37096038,0.076293685,2.99659,156
157,0.54707766,0.41431943,1.443985,157
158,0.7280271,0.10672225,2.2126784,158
159,0.42138004,0.282386,6.336261,159
160,0.5718559,0.10281421,2.466652,160
161,0.20662889,0.057778385,2.971853,161
162,0.6630327,0.29336026,2.4566784,162
163,0.55005395,0.15309185,2.002348,163
164,0.26218593,0.41615385,2.6480684,164
165,0.3446387,0.16034415,2.6775656,165
166,0.5523155,0.23071831,1.9374397,166
167,0.8271245,0.20099553,3.401349,167
168,0.10143458,0.16225046,3.3750665,168
169,0.5309789,0.3100043,5.278054,169
170,0.48172727,0.4841242,1.288065,170
171,0.13464549,0.4844276,6.846597,171
172,0.8815527,0.188524,4.030106,172
173,0.20750687,0.46421447,5.503133,173
174,0.43804255,0.2358791,1.916933,174
175,0.1273922,0.4986511,2.2340596,175
176,0.25691792,0.3698438,1.0795362,176
177,0.55178154,0.21577913,4.7172995,177
178,0.21035428,0.26631734,8.571594,178
179,0.34691295,0.12593298,8.941871,179
180,0.7080439,0.23670769,3.1668496,180
181,0.20112008,0.3312361,1.0549719,181
182,0.40291682,0.41603196,4.4508553,182
183,0.6062918,0.7499987,1.2560104,183
184,0.6879358,0.31267828,3.2388692,184
185,0.81884897,0.33838406,9.032817,185
186,0.7288889,0.19455267,7.066801,186
187,0.60106426,0.80164355,2.3170545,187
188,0.79167056,0.18714854,7.585304,0
189,0.39126182,0.18662043,6.95215,1
190,0.17748694,0.34829393,2.6917899,2
191,0.099934265,0.12849116,1.6674411,3
192,0.63241774,0.44596162,2.9261181,4
193,0.35149792,0.12276255,2.6164737,5
194,0.49916735,0.17723759,5.2907057,6
195,0.9694223,0.25932515,2.5080142,7
196,0.2795206,0.19907188,5.7971706,8
197,0.6210533,0.21964318,3.3286598,9
198,0.17681345,0.26718268,8.060671,10
199,0.46777624,0.253583,6.297477,11
200,0.384669,0.123070955,8.356451,12
201,0.7201841,0.24154231,6.494575,13
202,0.36019108,0.18537316,5.8769755,14
203,0.41324914,0.2855436,5.6064553,15
204,0.33412248,0.14166369,4.041942,16
205,0.34483624,0.3867109,5.725457,17
206,0.49398452,0.36007524,6.0405016,18
207,0.4521738,0.16227944,2.8085132,19
208,0.14634152,0.109704025,2.6105487,20
209,0.97479737,0.1983577,3.1885195,21
210,0.4874244,0.16710362,4.8332,22
211,0.64987534,0.23105702,5.488396,23
212,0.7010641,0.35773316,1.930613,24
213,0.2977982,0.23331968,7.3230977,25
214,0.3865849,0.26767376,2.1421452,26
215,0.5444717,0.30871743,6.9259415,27
216,0.20157403,0.43750057,2.1492507,28
217,0.29888588,0.20327058,2.3861675,29
218,0.74450165,0.21323547,4.6548815,30
219,0.08872149,0.14005342,1.9819485,31
220,0.71349686,0.4633346,1.8447566,32
221,0.06357098,0.42337397,5.989881,33
222,0.28012487,0.11090394,1.6166174,34
223,0.45947713,0.06231894,2.2264502,35
224,0.4409614,0.09672131,2.2771196,36
225,0.16478936,0.37965187,3.839474,37
226,0.27994338,0.16171476,5.3516893,38
227,0.35829937,0.09186373,2.4414673,39
228,0.6427246,0.67107743,3.7133882,40
229,0.7689414,0.062333625,1.6221272,41
230,0.18619251,0.16853917,3.228407,42
231,0.8476845,0.31098586,7.6767817,43
232,0.23252146,0.2728743,3.72719,44
233,0.9227747,0.2503978,3.4303305,45
234,0.6583546,0.23981038,5.7632565,46
235,0.4578931,0.20400114,6.2435155,47
236,0.5218851,0.3757096,3.8742921,48
237,0.5794742,0.3041592,3.8920352,49
238,0.69716996,0.5153042,5.8267922,50
239,0.52805275,0.4354984,2.6070979,51
240,0.84527296,0.27617553,5.289628,52
241,0.67336637,0.26427457,4.6728487,53
242,0.70514214,0.2327964,5.0703955,54
243,0.7019813,0.41650295,3.1240277,55
244,0.7466747,0.230546,3.8772037,56
245,0.019922089,0.13065687,2.4518561,57
246,0.6872265,0.24337284,6.6316504,58
247,0.52389765,0.08560895,8.817708,59
248,0.5202467,0.32223213,4.3085957,60
249,0.5074581,0.040276837,6.074562,61
250,0.75597167,0.51851726,5.582697,62
251,0.72076195,0.43103662,2.8934455,63
252,0.44285575,0.20508343,6.775086,64
253,0.7917538,0.47385898,3.3331964,65
254,0.4579468,0.10260553,4.9049354,66
255,0.07921617,0.26778603,7.5254545,67
256,0.6515409,0.15742476,3.3907738,68
257,0.17155232,0.15286158,1.1133354,69
258,0.76897603,0.3586891,6.108773,70
259,0.990493,0.5338301,4.399087,71
260,0.89408094,0.56155294,8.176049,72
261,0.50427336,0.40049466,3.3937218,73
262,0.55700403,0.09049839,6.552845,74
263,0.8901825,0.47707802,4.0774245,75
264,0.3409969,0.17039472,3.3304772,76
265,0.96451837,0.64308506,8.277344,77
266,0.18149203,0.50889987,3.3895626,78
267,0.3801151,0.53647053,6.7397923,79
268,0.34129095,0.23389754,3.964276,80
269,0.881262,0.576125,7.355171,81
270,0.6655165,0.5306042,1.2123275,82
271,0.9291536,0.6530209,4.987301,83
272,0.47036317,0.3868277,1.6002846,84
273,0.5747812,0.3219698,4.056164,85
274,0.7668483,0.25168124,3.200847,86
275,0.48976415,0.23799522,7.0184226,87
276,0.033409167,0.21102346,3.8250203,88
277,0.12685554,0.40587482,1.2483809,89
278,0.8144186,0.7057727,8.307154,90
279,0.7637753,0.4310747,4.3547487,91
280,0.8225924,0.8125843,1.241613,92
281,0.3626472,0.084469296,5.6608033,93
282,0.6107802,0.25210717,5.4171543,94
283,0.6814125,0.2849676,4.0353017,95
284,0.43377644,0.8648509,1.8452669,96
285,0.017694868,0.22967547,4.0766234,97
286,0.6953607,0.3972393,5.2386236,98
287,0.41203988,0.25485227,3.9487877,99
288,0.15012847,0.70551556,1.8632138,100
289,0.5545136,0.28416172,7.9461613,101
290,0.38143268,0.23915869,5.761724,102
291,0.47625533,0.49824604,4.574351,103
292,0.19834618,0.12761052,4.843734,104
293,0.15020865,0.056316774,2.0828757,105
294,0.06776813,0.56313515,1.5530611,106
295,0.83090866,0.29625437,2.299766,107
296,0.09619566,0.45169172,1.4350046,108
297,0.6052388,0.16478883,8.84491,109
298,0.20818512,0.054553255,1.7948259,110
299,0.28341773,0.058479648,3.1772404,111
300,0.6887676,0.3203318,3.2760224,112
301,0.45658728,0.20986727,6.372241,113
302,0.6896958,0.23553258,2.0929148,114
303,0.009153585,0.24209681,2.5979755,115
304,0.89813435,0.4959655,4.1033216,116
305,0.89635366,0.69571847,2.8082604,117
306,0.2289761,0.114583634,2.7578993,118
307,0.71463835,0.6745087,2.673088,119
308,0.843761,0.80825406,3.9022322,120
309,0.854856,0.24901006,9.014049,121
310,0.8824236,0.6753793,9.183468,122
311,0.027000517,0.40280488,2.1327977,123
312,0.7756366,0.22642222,8.108144,124
313,0.064405926,0.4545572,4.4285784,125
314,0.25311804,0.25813648,4.9071164,126
315,0.027813148,0.1653838,4.2107635,127
316,0.14254688,0.78012925,1.2460752,128
317,0.041256893,0.29617035,1.4988554,129
318,0.2689819,0.0334843,2.6154244,130
319,0.7152423,0.50784856,6.711917,131
320,0.60574013,0.5402031,9.153935,132
321,0.77866465,0.296082,6.049006,133
322,0.0979513,0.116497025,2.7672186,134
323,0.44488966,0.16384286,2.533813,135
324,0.6760532,0.4405793,8.300022,136
325,0.56118983,0.12747295,2.236825,137
326,0.44955683,0.26760408,5.88733,138
327,0.48434454,0.22735706,5.0081115,139
328,0.17910126,0.6783399,3.2728448,140
329,0.5382831,0.33174163,7.368107,141
330,0.7773156,0.5426914,6.8622537,142
331,0.54516685,0.6594982,0.9528094,143
332,0.60393703,0.20035344,2.227942,144
333,0.2821979,0.5999738,1.4286577,145
334,0.7906299,0.47510976,2.74609,146
335,0.5583487,0.2813997,2.0263948,147
336,0.7481652,0.29317117,7.315337,148
337,0.7927896,0.555102,8.720811,149
338,0.43013465,0.15708801,3.0469954,150
339,0.7983607,0.24613541,7.2055225,151
340,0.78919756,0.16564332,1.8705403,152
341,0.23378421,0.081485115,2.2006257,153
342,0.37719792,0.19737524,4.287554,154
343,0.019212443,0.45948166,1.3680769,155
344,0.46061814,0.10624733,2.3942037,156
345,0.88030326,0.5141667,1.7477591,157
346,0.65728104,0.31442583,2.7671478,158
347,0.55007756,0.23592405,6.08449,159
348,0.486751,0.2369338,3.8830173,160
349,0.26274446,0.06044012,2.8499255,161
350,0.41594708,0.25808617,2.9621987,162
351,0.7430686,0.17577834,2.6185918,163
352,0.8725995,0.4511376,3.0324926,164
353,0.42767042,0.15041563,4.0130215,165
354,0.60693145,0.44555518,1.5581617,166
355,0.84927297,0.18330002,1.7948694,167
356,0.2978831,0.10588153,2.8088834,168
357,0.6281592,0.23241854,4.8174386,169
358,0.7207252,0.6472228,1.1099535,170
359,0.16925889,0.54264605,4.427403,171
360,0.8429511,0.109461665,4.012952,172
361,0.33011633,0.4248837,5.5093293,173
362,0.31905913,0.25201625,1.8682002,174
363,0.14724624,0.77794594,1.4288629,175
364,0.42630517,0.3943165,1.3465316,176
365,0.41739276,0.16632871,5.445883,177
366,0.4054279,0.34108984,8.310274,178
367,0.29868874,0.14144297,8.376376,179
368,0.93161035,0.17838436,2.4404218,180
369,0.21458957,0.2216301,1.4621143,181
370,0.52296185,0.29775378,4.8396893,182
371,0.5136789,0.3104281,1.0263706,183
372,0.72656935,0.34785002,3.4257329,184
373,0.56237686,0.25648805,8.451979,185
374,0.81389236,0.23453584,8.237596,186
375,0.61703545,0.8475129,4.429823,187
376,0.3651828,0.15010287,7.1821804,0
377,0.36300057,0.1857063,7.755657,1
378,0.36001775,0.23079932,2.7520037,2
379,0.13125236,0.04821543,2.2344568,3
380,0.5127329,0.39541626,4.871837,4
381,0.3099311,0.21851642,2.8388162,5
382,0.40145555,0.21091327,6.143998,6
383,0.855941,0.72636575,2.3352306,7
384,0.33707806,0.19101448,6.9995794,8
385,0.4191994,0.28645286,4.857156,9
386,0.40827414,0.17910154,7.623291,10
387,0.2895044,0.19358559,5.611539,11
388,0.5351401,0.1346661,8.293696,12
389,0.85176677,0.31173262,7.8366895,13
390,0.546723,0.22879086,3.4091668,14
391,0.5576528,0.28964767,5.898602,15
392,0.26682818,0.18262076,3.7496362,16
393,0.1381384,0.37307608,5.9210343,17
394,0.49183765,0.2851083,5.9811807,18
395,0.23540083,0.27881578,2.9462833,19
396,0.23546885,0.10074165,3.1771092,20
397,0.46835452,0.31537843,3.8520494,21
398,0.5306523,0.16956133,5.703585,22
399,0.6751503,0.31048715,6.359124,23
400,0.48179778,0.516169,2.1488178,24
401,0.41215762,0.19439408,7.6277823,25
402,0.14765927,0.085844494,1.5542898,26
403,0.47399512,0.3002585,7.049905,27
404,0.2577374,0.22817333,1.509522,28
405,0.23418595,0.34103155,3.7543533,29
406,0.6588564,0.1943599,5.820418,30
407,0.10524771,0.20572928,2.8593473,31
408,0.84052336,0.46499395,2.5037336,32
