,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.34740332,0,0.6363654,1.9774438,1.8353821,0.31582558
1,0.34804186,1,0.6401576,2.0023272,1.8939608,0.3130019
2,0.3528394,2,0.6087368,1.9290514,1.7324573,0.30684415
3,0.3502722,3,0.6496695,2.0153584,1.9394939,0.30534965
4,0.3416231,4,0.6370094,1.9245548,1.9195678,0.29784277
5,0.33900455,5,0.6350446,2.0311213,1.8976809,0.31203732
6,0.35304552,6,0.6176266,2.0153277,1.8995183,0.30653363
7,0.37471363,7,0.64219373,2.0766528,2.0021214,0.321583
8,0.36385426,8,0.5949001,1.9555074,1.819333,0.32232407
9,0.34395605,9,0.60274833,1.9783013,1.8350738,0.31526953
10,0.36476302,10,0.59584844,1.8457097,1.76396,0.329018
11,0.34770167,11,0.6427529,1.9875034,1.9212372,0.3067503
12,0.34890863,12,0.62918246,1.9125923,1.7757409,0.3079595
13,0.34010017,13,0.6484361,1.9566739,1.8566618,0.28740513
14,0.36605597,14,0.62542033,2.1545117,1.8920922,0.3213477
15,0.3425506,15,0.5826147,2.004597,1.8421019,0.31729376
16,0.3534039,16,0.6178292,2.1172354,2.1017396,0.3236855
17,0.365667,17,0.6383698,2.0287616,1.8965788,0.31849223
18,0.33513594,18,0.628351,2.1291769,1.9014431,0.30484277
19,0.36000574,19,0.62708485,1.9658208,1.8403283,0.3089641
20,0.37664998,20,0.65517056,2.0300362,1.8590292,0.32848072
21,0.3398189,21,0.6369717,2.0173345,1.8361266,0.29226458
22,0.3525867,22,0.61726743,2.0116444,1.8131183,0.3110465
23,0.35534188,23,0.64245313,1.9870144,1.8982618,0.3113748
