,locs0,locs1,locs2,locs3,locs4,subject
0,-1.4643208,0.96523917,-1.9363155,-1.1582499,0.22142208,0
1,-0.95952606,1.4481738,-1.6760176,-1.003933,-2.0806556,1
2,-0.5727763,1.0119495,-0.6590512,-1.4571517,-1.8766793,2
3,-0.7535531,1.4568166,-0.60734963,-0.8457567,-2.5108929,3
4,-1.2145329,0.65289223,-1.9014885,-1.449395,-1.6834733,4
5,-1.9227903,0.95316416,-0.66127396,-0.9893551,-1.6086442,5
6,-0.02200365,0.5462223,-0.78444374,-1.0759169,-1.9639158,6
7,-0.8829273,0.8387195,-1.7428942,-1.1977324,-0.71261525,7
8,-2.2635322,0.4265201,-1.0721047,-1.6052438,-1.2775803,8
9,-1.4701967,1.5036305,-1.1260134,-1.3218158,-1.396134,9
10,-0.18804836,0.90657175,-1.29288,-1.8256902,-1.065372,10
11,1.2607795,0.5558925,-2.669208,-0.7168799,-1.1299992,11
12,-0.40532017,1.5780911,-1.2911315,-1.6880476,-1.7856638,12
13,-1.9770799,1.7951391,-0.0279814,-1.0162351,-2.0540726,13
14,-2.0065327,0.2030611,-0.81052184,-1.4216073,-1.0379152,14
15,-0.72598946,-0.63131315,-2.472429,-1.2339306,-1.1713986,15
16,1.0983678,-0.08990544,-2.124827,-0.9653977,-1.4400611,16
17,-0.9520451,1.0131583,-0.87605417,-1.8059778,-1.9984074,17
18,-1.028584,0.755952,-1.6199723,-1.4702762,-0.9746697,18
19,-0.41172177,1.3560109,-1.1718478,-1.7803757,-0.8757097,19
20,-0.654464,1.0483733,-1.6657662,-1.9939219,-0.53910905,20
21,-0.86148894,0.29782248,-1.3659217,-1.2853365,-1.5647014,21
22,-1.4356151,0.86590064,-0.007128358,-1.2540207,-1.6436197,22
23,-0.5478933,0.78647447,-0.57909095,-1.4199628,-1.8700459,23
24,-0.9286298,1.9074785,-0.34745204,-1.5459678,-1.206529,0
25,-1.2404573,-5.3942204e-05,-1.3791916,-2.337099,-2.2392159,1
26,-0.9091072,0.95345557,-1.2642211,-1.7637582,-0.95225143,2
27,-2.0900173,-0.20236695,-1.4838473,-2.3663044,-0.7402153,3
28,-2.2175293,0.3742623,-0.5787702,-1.4648174,-1.9994023,4
29,-0.9503381,1.3298941,-0.8705758,-0.41021276,-1.0316796,5
30,-2.4318554,1.5477188,0.20747411,-1.4597039,-1.8386836,6
31,-2.4985342,1.5672121,0.81381667,-2.2599816,-0.6252165,7
32,-1.2184305,0.51379514,-2.011572,-1.172446,-0.6561546,8
33,-0.96915805,-0.3874505,-1.5574389,-1.517338,-0.86708945,9
34,-1.4227899,0.98079234,-1.665169,-1.7099442,-0.23774993,10
35,-1.2038213,0.015643597,-1.2228124,-2.063017,-1.2858605,11
36,-0.566728,0.7886117,-0.93656945,-0.5614948,-0.1933093,12
37,-1.534991,1.5453044,-0.440157,-1.591166,-1.9484457,13
38,-1.4957523,0.41023016,-1.3518891,-1.0867203,-0.08593249,14
39,-0.5570436,-0.33617276,-1.6558714,-1.4729295,-3.0810246,15
40,-0.7765461,0.41945434,-1.5369381,-0.32727945,-1.7679405,16
41,-0.5139836,-0.09585285,-1.6679378,-1.896494,-1.3339341,17
42,-2.010139,0.50188184,-0.79737675,-1.3828743,-0.18180776,18
43,-0.9270098,0.5403919,-1.2694523,-1.6065096,-1.8002932,19
44,-1.0927883,0.91997933,-0.98574805,-1.8517265,-1.9440053,20
45,-2.0930312,0.34720674,-0.9344548,-1.8621932,-1.2475564,21
46,-0.62820315,-0.21286851,-1.3976791,-2.3489947,-0.47502476,22
47,-0.46032768,1.4106528,-1.4399409,-0.6219058,-0.6542635,23
48,-0.69004786,1.4949864,-0.60699165,-1.3691208,-1.5431966,0
49,-2.2670398,1.0522175,-0.17161274,-1.3698783,-1.4178251,1
50,-0.33731753,0.9872755,-1.1278489,-0.93454933,-2.7022405,2
51,-0.045247078,0.25661087,-1.95679,-1.7326131,-1.1883292,3
52,-1.6904306,1.5883414,-0.20964456,-1.0469595,-2.5687885,4
53,-0.8507905,1.5227208,-0.947618,-0.58083296,-2.135524,5
54,-0.33180314,1.6025105,-0.91640204,-0.9711948,-1.8202733,6
55,0.1508047,1.8009179,-1.2889049,-0.66189235,-1.1941042,7
56,-3.0973382,0.022955358,-0.40991265,-1.6517026,-1.2240071,8
57,-2.0453699,0.1734901,-0.822062,-2.4287333,-0.95705116,9
58,-0.9295253,0.90424013,-1.1176524,-1.7575157,-0.95669854,10
59,-2.1010356,0.91942626,-0.9441204,-0.6076821,-1.198746,11
60,-0.46452552,-0.017320335,-1.3849548,-1.8393787,-1.0168681,12
61,0.5024624,-0.07297927,-3.3372498,-1.5457808,-0.9080583,13
62,0.10319495,1.0315363,-1.4045825,-1.3072226,-1.7949107,14
63,-0.8324379,-0.45093828,-2.060786,-1.6222084,-2.1078022,15
64,-0.9303075,0.40683788,-1.3823895,-1.1332707,-1.2357416,16
65,-1.3009535,0.32238966,-2.0459242,-2.08465,-0.81174994,17
66,-0.3684122,0.77974135,-1.6538334,-1.1401948,-1.4706156,18
67,-0.618839,0.26173782,-2.4916768,-1.2788694,-1.4031426,19
68,-0.7302409,0.78917646,-0.7495425,-1.731339,-0.8694341,20
69,-0.9352147,1.5310171,-0.95714617,-1.7339066,-1.8720161,21
70,-0.9134702,-0.13417172,-1.9234667,-1.1185012,-1.3251485,22
71,-1.184209,0.16288877,-1.6639497,-1.7854228,-1.7316282,23
72,-2.4528618,1.3658342,-1.0248622,-2.669451,-0.48686254,0
73,-0.7103044,1.0103767,-1.8126678,-1.3513626,-1.9279137,1
74,-1.0766009,0.8359828,-0.95722085,-1.3524566,-1.5020034,2
75,-0.7897496,0.048728228,-2.003223,-2.1379144,-1.5819205,3
76,-1.1086718,0.93768007,-0.91093004,-1.6905245,-1.8021911,4
77,-1.2499524,0.9583809,-1.4172513,-1.4892149,-1.9622521,5
78,-1.1186242,0.78848946,0.15783346,-0.6392759,-2.3274958,6
79,-1.6369655,1.0924149,-0.9625607,-1.2660537,-0.5624872,7
80,-0.77276516,0.35532877,-1.3692601,-1.5108356,-0.9504669,8
81,0.007558346,0.80966854,-1.8962598,-0.58799106,-2.0561018,9
82,-1.9389231,0.24030872,-1.4625018,-2.0819542,-0.067584276,10
83,-0.70689785,-0.20978498,-2.2491677,-1.766613,-2.0337093,11
84,-0.41410875,0.1708579,-2.1063204,-2.2669837,-0.5924467,12
85,-0.49512237,1.705589,-1.2980485,-1.294263,-2.0833893,13
86,-0.5225979,0.4649009,-1.305547,-0.9735352,-1.8407933,14
87,-1.5903068,-1.10568,-0.9672881,-1.7763014,-1.3379558,15
88,-0.8747267,0.61363876,-0.3994792,-1.3814107,-0.5894174,16
89,-0.63806325,0.65359485,-1.8798364,-0.76470935,-1.8801267,17
90,-1.1747258,0.7475776,-1.3932469,-1.4943322,-0.99916905,18
91,-1.6181114,0.10563594,-1.5901035,-1.6389767,-1.4167317,19
92,-0.2744976,0.6331985,-2.195705,-0.91922504,-0.030763626,20
93,-1.7281694,0.73845714,-1.3710637,-1.3419263,-0.38279605,21
94,-1.0051782,-0.019882143,-1.4095261,-1.4377046,-1.1946291,22
95,-1.1472843,1.4375374,-0.6896551,-1.8590429,-1.2437516,23
96,-0.70051485,-0.28912783,-1.9199297,-2.036031,-1.157381,0
97,-1.0263212,0.9797649,-0.7034714,-1.5040119,-1.6324816,1
98,0.41994536,0.7703203,-2.2882464,-0.6691765,-0.9349214,2
99,-0.6984744,0.47337136,-1.7421691,-1.5801611,-1.078877,3
100,-1.0766821,0.58119833,-0.9168003,-1.7369885,-2.237078,4
101,-2.027504,0.49818635,-0.84417063,-1.9228332,-1.7042862,5
102,-1.7078433,0.49484888,-0.32514346,-1.8175794,-0.3669932,6
103,-0.39826924,1.4774389,-0.48885268,-0.52888584,-1.599,7
104,-1.7326684,-0.3479483,-0.47148407,-2.3979747,-1.3120579,8
105,-0.37708294,1.3402423,-1.018511,-1.6673447,-2.17426,9
106,0.62490606,1.4170454,-1.4160738,-2.3651643,-1.0493407,10
107,-0.9350058,1.3040223,-2.0664434,-1.3684838,-1.1867247,11
108,-0.5574244,-0.04848671,-2.1853576,-2.0572286,-2.0696642,12
109,-2.0579453,0.9246538,-1.054574,-1.7413986,-1.6870825,13
110,-0.38442972,0.3899473,-1.104559,-1.819912,-0.8081542,14
111,-0.9307238,1.1048613,-1.4568306,-1.4474589,-1.0402231,15
112,-0.511999,1.1854813,-0.45429438,-0.8267088,-0.98281306,16
113,-2.6631503,0.30716878,-0.689988,-1.5774262,-1.3523206,17
114,-0.7534408,1.4117442,-1.0937192,-1.0693052,-1.5107738,18
115,-1.2310076,1.9320325,-1.4990268,-0.8377813,-0.609426,19
116,-0.8688946,1.2342719,-1.3353786,-0.9622536,-1.5231104,20
117,-1.410947,0.110303044,-2.058834,-1.7173296,-0.5712636,21
118,-2.3345137,-0.34222305,-0.12002051,-2.062999,-2.004745,22
119,-0.89031315,1.2319536,-1.2034483,-1.1318375,-1.9794552,23
120,-1.3128823,0.32891002,-1.1540478,-1.243103,-0.880911,0
121,0.007603526,-0.22864246,-1.438792,-2.1572206,-2.3821654,1
122,-1.1007272,0.55480933,-1.9576261,-1.6825483,-0.36942303,2
123,-1.6373125,-0.7150452,-1.8146758,-2.2698574,0.5244807,3
124,-1.2417734,-0.15649563,-1.7690537,-2.562234,-1.5612955,4
125,-0.6776111,1.2959621,-0.84363484,-0.7140047,-1.9477758,5
126,-0.44716957,0.7642031,-1.3034079,-0.9890007,-1.831508,6
127,-0.03707987,0.2756139,-2.3176131,-1.4871727,-0.4072129,7
128,0.060771286,0.06427029,-1.7808985,-1.7609279,-1.7651898,8
129,0.65270805,-0.10938227,-2.5416384,-1.2710541,-1.4977325,9
130,-1.1164112,-0.54024243,-2.719124,-0.97637403,-0.2464521,10
131,-0.71982485,0.35050657,-1.3024683,-2.5306597,-1.4209417,11
132,-1.6578047,0.39834434,-1.7448536,-1.5358331,-1.7835002,12
