,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.2923881,0,0.67917556,1.348976,1.091853,0.22045362
1,0.2654596,1,0.67132765,1.4116108,1.1314934,0.21848388
2,0.2860515,2,0.64476097,1.3568318,1.0925534,0.20891955
3,0.2686024,3,0.6879491,1.413925,1.1964805,0.19762933
4,0.25765017,4,0.67070043,1.4902971,1.2448083,0.19679788
5,0.2688521,5,0.67772484,1.5773759,1.2728118,0.20997262
6,0.3142495,6,0.64289194,1.5583196,1.3804251,0.22623132
7,0.32889825,7,0.6724581,1.6825812,1.4126167,0.2541297
8,0.29942426,8,0.60257316,1.5175554,1.1590288,0.24187006
9,0.2994805,9,0.5864845,1.425881,1.1414236,0.19510165
10,0.30772084,10,0.58647716,1.2106684,1.0178176,0.28968686
11,0.2893891,11,0.6820184,1.4888086,1.2201962,0.19559732
12,0.2862698,12,0.6632213,1.2993985,1.0615324,0.21531971
13,0.27450305,13,0.6991231,1.3253425,1.1505035,0.18357916
14,0.31576025,14,0.6217656,1.5973375,1.2705247,0.27798682
15,0.28391033,15,0.51911694,1.4846209,1.1250347,0.22091283
16,0.3113037,16,0.6264685,1.7734362,1.8013455,0.25969306
17,0.30116957,17,0.67958814,1.5192232,1.2088166,0.23946168
18,0.30082354,18,0.68423676,1.6110431,1.2661235,0.19943793
19,0.30516377,19,0.67211014,1.405395,1.1338555,0.21776639
20,0.3518314,20,0.71108943,1.4522349,1.1376921,0.29176491
21,0.2894293,21,0.67471445,1.4424437,1.2038723,0.19824606
22,0.29134363,22,0.61932147,1.5398755,1.1187723,0.21193688
23,0.30650792,23,0.7117544,1.4418845,1.3796517,0.22724612
