,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.21060991,0,0.706845,1.4370427,0.8613891
1,0.810161,1,0.27545646,2.7226014,0.8175974
2,0.7367631,2,0.63827175,2.8818588,0.90794116
3,0.516958,3,0.5614781,2.0041215,0.83377916
4,0.7729679,4,0.1683197,2.911984,0.79866433
5,0.6863639,5,0.7324512,2.160502,0.88051474
6,0.24893215,6,0.17761324,2.5704062,0.8580271
7,0.49176008,7,0.6109312,5.759949,0.8766014
8,0.7285277,8,0.36882478,5.182962,0.88506913
9,0.7532082,9,0.28133672,6.6762986,0.8010806
10,0.8504846,10,0.2352258,4.345169,0.8970736
11,0.70384216,11,0.37175336,6.4970713,0.81040734
12,0.4745943,12,0.6133878,6.126502,0.7998012
13,0.55690366,13,0.3802824,6.6013417,0.8784137
14,0.3257768,14,0.57197875,2.5409799,0.8733576
15,0.80637217,15,0.5954358,1.4693282,0.9103685
16,0.57474214,16,0.34487706,7.2090654,0.85009056
17,0.58575606,17,0.7659887,2.0818803,0.8340368
18,0.47960028,18,0.84233487,6.4372177,0.88964576
19,0.8335172,19,0.119911075,3.3161943,0.87897074
20,0.32804278,20,0.6846891,1.6650138,0.8903032
21,0.045668326,21,0.04838621,2.4741275,0.8375802
22,0.12842607,22,0.46279666,6.364462,0.8898731
23,0.28021768,23,0.5000921,1.0476509,0.87205297
24,0.7669237,24,0.37105823,5.9834094,0.8720395
25,0.78508705,25,0.9050696,5.7136188,0.869354
26,0.48502454,26,0.03259913,4.5155163,0.827818
27,0.63225454,27,0.24300507,3.8831778,0.84426796
28,0.7329678,28,0.369286,4.9640107,0.8626915
29,0.13357173,29,0.30179256,4.888371,0.88510585
30,0.27313128,30,0.12533778,5.5653653,0.8264463
31,0.44121918,31,0.7960056,4.7272935,0.8758737
32,0.5535202,32,0.82329834,6.3134756,0.7959866
33,0.095547594,33,0.26175606,3.7063813,0.8500311
34,0.12592258,34,0.6598575,6.721273,0.8379767
35,0.31376097,35,0.6536334,1.5291973,0.88623327
36,0.4746674,36,0.55648315,1.9305195,0.8683863
37,0.6154121,37,0.72185487,1.9681413,0.8847209
38,0.16658887,38,0.9246232,6.8108788,0.8244516
39,0.3006889,39,0.528991,2.398405,0.8811753
40,0.7742186,40,0.4610286,5.30913,0.8857535
41,0.13669883,41,0.6420093,1.4130564,0.86406213
42,0.7621427,42,0.70458746,3.6223626,0.8284062
43,0.81763315,43,0.16629265,2.5855336,0.8496922
44,0.51307315,44,0.4913205,2.0141363,0.8816956
45,0.73407495,45,0.22957054,2.3435776,0.8828344
46,0.7728791,46,0.20467773,4.8197823,0.8728384
47,0.761702,47,0.7556988,6.3445783,0.88276815
48,0.21056922,48,0.063563384,3.1932557,0.86561745
49,0.7300106,49,0.314834,4.256313,0.8795787
50,0.45179334,50,0.28834915,2.9767177,0.89036196
51,0.83070445,51,0.0575675,2.8458102,0.8805177
52,0.5012324,52,0.10827266,3.8510718,0.88721853
53,0.31151074,53,0.55646497,6.7120585,0.8146764
54,0.65619093,54,0.27855468,2.494539,0.88466424
55,0.10005386,55,0.5646217,3.9667633,0.89529985
56,0.30713707,56,0.6510103,5.229956,0.8725023
57,0.3180701,57,0.7249956,6.338257,0.8277786
58,0.34421283,58,0.1868579,3.0328581,0.8440277
59,0.121890806,59,0.107843295,5.271388,0.83087677
60,0.83887035,60,0.63800913,2.2332978,0.8534112
61,0.5998041,61,0.25820428,1.6903046,0.8220406
62,0.75812393,62,0.8984293,6.3420196,0.87333167
63,0.2891015,63,0.26529902,3.1197906,0.88398194
64,0.20535837,64,0.4360872,3.7848816,0.868473
65,0.4056056,65,0.6170039,1.1567341,0.8769299
66,0.10950431,66,0.1779776,1.3050529,0.8790035
67,0.84751844,67,0.53496987,5.1355457,0.8856525
68,0.73457557,68,0.21205331,4.9374423,0.8638429
69,0.6715663,69,0.031044625,2.6093035,0.8752573
70,0.08616862,70,0.8682977,4.8241997,0.8793287
71,0.70689654,71,0.5859105,4.2104764,0.85390264
72,0.6780772,72,0.90657604,4.0139246,0.8541847
73,0.22383618,73,0.89157665,6.530592,0.8870235
74,0.7260986,74,0.083527856,6.2665024,0.8928841
75,0.59179956,75,0.34839442,3.9099586,0.85814524
76,0.73685867,76,0.56856626,5.8435497,0.87787867
77,0.8387687,77,0.7034298,1.7842586,0.8556085
78,0.6621449,78,0.6705268,4.093528,0.87267303
79,0.52631056,79,0.83215094,6.227679,0.8806485
80,0.7492111,80,0.6485572,2.6103563,0.8638025
81,0.15339993,81,0.7374332,1.5612026,0.8526801
82,0.097005405,82,0.44226968,6.573364,0.866698
83,0.68988687,83,0.8934529,5.7574463,0.80457085
84,0.48365626,84,0.5281732,2.2393167,0.8572503
85,0.4148169,85,0.52843106,4.4572315,0.86848605
86,0.5118052,86,0.4212024,2.8300302,0.8693045
87,0.36125293,87,0.6766215,4.187965,0.8654182
88,0.7046092,88,0.47733092,5.162187,0.84981656
89,0.79079473,89,0.28564826,5.3711605,0.8719847
90,0.50116336,90,0.45611796,5.6327944,0.8753418
91,0.2455592,91,0.009553721,3.4994698,0.8357305
92,0.43909806,92,0.6150134,3.4113002,0.8943695
93,0.43606755,93,0.022842834,5.2645707,0.8638929
94,0.7935166,94,0.42786694,1.8963758,0.87805957
95,0.54415786,95,0.14331186,4.4924617,0.7581813
96,0.6544807,96,0.16093019,2.0804703,0.8340346
97,0.06784019,97,0.8421853,4.25548,0.8886142
98,0.82701916,98,0.39060596,1.1896809,0.87968177
99,0.72282004,99,0.8305716,2.5291142,0.8627415
100,0.7411378,100,0.4111663,4.2567415,0.80807614
101,0.3405202,101,0.11013024,3.2224238,0.88582665
