,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.31708148,0,0.48806056,1.4799033,2.04911,0.47435486
1,0.40316975,1,0.551565,2.0046961,2.835594,0.5846129
2,0.26368687,2,0.71770227,0.8249274,0.64878553,0.20735915
3,0.397391,3,0.1808816,0.6208566,0.49008515,0.64274126
4,0.4582918,4,0.55001783,0.984189,1.1808605,0.7535221
5,0.19058613,5,0.3402665,1.9954741,0.7562792,0.30153003
6,0.2926341,6,0.5389609,1.6359496,1.6787814,0.47797137
7,0.28392902,7,0.6615819,0.76463085,0.5854986,0.1276745
8,0.27493775,8,0.4176206,1.1558642,1.9035681,0.6498339
9,0.22180887,9,0.50691026,2.026422,0.94508165,0.23983018
10,0.43854803,10,0.50939614,1.588535,2.9366577,0.6573507
11,0.37574074,11,0.48258486,1.1840141,2.077858,0.6102234
12,0.3447036,12,0.44154435,1.5614351,2.3191195,0.49776578
13,0.20579223,13,0.5984314,2.2287145,2.2975888,0.6424601
14,0.39398098,14,0.3696735,1.1487637,0.96967274,0.3856684
15,0.44677487,15,0.63947123,1.7601528,1.3893303,0.1892208
16,0.31295234,16,0.33917445,1.5386583,0.91494894,0.5289979
17,0.2874878,17,0.5965737,1.0018741,1.1350044,0.4963995
18,0.6184806,18,0.68534863,3.0615668,1.3771898,0.6238478
19,0.2544401,19,0.504609,1.0548627,0.90159446,0.16268657
20,0.27146003,20,0.31859815,0.64683896,0.3924646,0.40415698
21,0.1618818,21,0.52905,1.449677,0.88713896,0.1010293
22,0.273207,22,0.42723235,1.6233709,0.82630813,0.73647934
23,0.392626,23,0.6236278,1.0875577,2.569089,0.6456817
24,0.17913198,24,0.6233087,0.95484877,0.91002357,0.08846059
25,0.45292914,25,0.47574878,1.4051397,2.1954672,0.6286391
26,0.33478114,26,0.5779639,0.5653471,0.45557117,0.2924649
27,0.22679226,27,0.567776,2.064955,3.6160514,0.45035228
28,0.43147078,28,0.61246276,0.66980356,0.5632326,0.28532857
29,0.2519179,29,0.48186123,1.4325981,0.67454565,0.25671694
30,0.40026256,30,0.48760724,1.6974827,0.7761908,0.3717619
31,0.14460187,31,0.36190626,1.1885468,0.6810136,0.08296299
32,0.2298254,32,0.65792376,0.87552136,0.78812414,0.21239369
33,0.41105834,33,0.53194004,1.3598682,1.0809685,0.56226295
34,0.2000977,34,0.6112565,0.54572964,0.40378368,0.08387206
35,0.5380594,35,0.555862,1.6440258,0.6372039,0.8632256
36,0.23370355,36,0.56690454,0.8472298,0.6476389,0.24251547
37,0.4844844,37,0.4205647,1.0958581,0.9461588,0.5465151
38,0.52756083,38,0.42186132,0.9596623,0.8127955,0.71538466
39,0.20952864,39,0.30220893,1.5069212,0.6715803,0.35149074
40,0.6088889,40,0.6898367,0.9154558,0.48980817,0.3468434
41,0.18174063,41,0.59938705,0.72525704,0.5685715,0.12380951
42,0.39902166,42,0.3270645,0.8599248,0.6458959,0.5387008
43,0.39915434,43,0.6685222,2.2058003,2.2231102,0.45882306
44,0.20476697,44,0.52212864,0.8313762,0.63198805,0.11679973
45,0.50737464,45,0.6550471,1.4009573,1.1630812,0.2163549
46,0.35493976,46,0.51855534,1.0314366,1.5685169,0.50586814
47,0.2868197,47,0.46308154,1.4295149,1.8062072,0.74230987
48,0.43397197,48,0.6925213,1.6383466,0.7166126,0.41686672
49,0.2812902,49,0.4410798,1.2124501,1.2593149,0.16907409
50,0.3741761,50,0.6195647,1.2257984,1.4297001,0.4966261
51,0.21994266,51,0.6477902,0.69654554,0.56596404,0.11023441
52,0.25043795,52,0.5669205,1.2628063,2.130271,0.19403982
53,0.24320051,53,0.55896974,1.0868802,0.8531146,0.12584238
54,0.4125813,54,0.64402163,0.9695227,0.98335916,0.7849649
55,0.16950193,55,0.6271469,1.1585561,1.0301418,0.107792586
56,0.28660363,56,0.58190477,1.9530938,1.7434438,0.75937074
57,0.54829454,57,0.36494276,2.0271852,0.76969254,0.74771607
58,0.45903468,58,0.6526433,2.1181812,2.2444189,0.47064844
59,0.31931597,59,0.33908954,0.91027087,2.280116,0.78099054
60,0.28040764,60,0.61255926,0.9872264,1.0590789,0.13540286
61,0.24563797,61,0.44316325,2.6223843,1.1921389,0.4772167
62,0.31162548,62,0.7287524,0.74613696,1.1509465,0.24281338
63,0.2931123,63,0.63959306,0.9904752,0.89759994,0.4402851
64,0.3005022,64,0.4891264,2.4014091,1.1056582,0.7882284
65,0.37752074,65,0.703834,1.0529743,1.0372632,0.15724623
66,0.5201256,66,0.45591024,1.5661128,2.4018905,0.810485
67,0.49718568,67,0.48633832,1.8422825,1.3247813,0.80087656
68,0.1904674,68,0.43482724,1.4162171,0.9565742,0.16931696
69,0.2528028,69,0.389709,0.693621,0.55258256,0.17286548
70,0.43662047,70,0.64864206,1.4447361,1.7644154,0.43542573
71,0.45930535,71,0.7345867,0.7832497,0.9153678,0.45611134
72,0.3030078,72,0.8150251,1.0652534,2.6911533,0.23444615
73,0.34960607,73,0.57425016,0.97955555,1.4941726,0.81416637
74,0.42389524,74,0.48252347,1.9506216,2.3716364,0.60638964
75,0.23457502,75,0.7486288,1.013979,1.0038604,0.12561326
76,0.28950855,76,0.38412356,1.0204382,0.93411326,0.724711
77,0.2789962,77,0.8318193,0.87044835,3.8827708,0.20408978
78,0.35853478,78,0.5837456,0.99521863,0.76229274,0.13284078
79,0.16083919,79,0.70562524,1.280475,0.8831871,0.07625701
80,0.30082783,80,0.46658823,1.710736,0.817032,0.74690807
81,0.25962976,81,0.7594475,1.5814952,3.6044614,0.14751992
82,0.2573136,82,0.6873603,0.44684064,0.37424585,0.096348345
83,0.31070584,83,0.73929274,0.93267286,1.8703406,0.25664496
84,0.253151,84,0.6412398,0.49523285,0.37508228,0.104593255
85,0.15765712,85,0.57423645,1.5714554,0.75610363,0.13434659
86,0.4078234,86,0.55736464,0.9118275,0.7772896,0.26054767
87,0.42888764,87,0.52654344,1.7310253,2.9565206,0.35844877
88,0.4174382,88,0.3779561,0.9837678,0.73223704,0.7261646
89,0.27528405,89,0.7071205,0.48824418,0.42803925,0.1299193
90,0.4127266,90,0.78171015,1.2201965,1.556478,0.35775372
91,0.27080566,91,0.72798645,1.1782382,1.0309589,0.13469781
92,0.36509937,92,0.749688,0.58801657,0.40696234,0.19091249
93,0.46653137,93,0.34413913,1.4382144,1.933621,0.7728838
94,0.32757097,94,0.5745545,1.5949608,2.6949675,0.5658681
95,0.2739369,95,0.5718938,1.4400017,1.6637908,0.32885674
96,0.23118775,96,0.47830847,1.8046734,1.1193019,0.26620734
97,0.781758,97,0.43387222,2.929284,0.5949663,0.8176619
98,0.42658004,98,0.713366,1.5649477,1.6229514,0.35697109
99,0.44708064,99,0.5246405,1.8409568,1.5049044,0.85869163
100,0.30558497,100,0.41677365,0.5710265,0.42761052,0.14221917
101,0.404849,101,0.56266266,2.1423843,2.1884966,0.60209167
102,0.21536952,102,0.58225465,1.32449,0.8143304,0.1293547
103,0.27755216,103,0.6260426,1.0112084,0.9496013,0.12436635
104,0.30911377,104,0.38794512,1.5667605,0.81963974,0.6391996
105,0.25471207,105,0.2829503,1.0155401,0.7946339,0.30158007
106,0.21175605,106,0.7226354,0.54009855,0.4658876,0.075285904
107,0.29144183,107,0.608266,0.7642092,0.57280284,0.23562562
108,0.22642887,108,0.64084065,0.74223876,0.4873038,0.091569275
109,0.1957796,109,0.44983777,1.554908,2.2982304,0.6386421
110,0.245988,110,0.31677857,0.7463755,0.7122424,0.14734375
111,0.30153587,111,0.28579858,1.1099988,1.2744619,0.72732705
112,0.18452883,112,0.549068,0.96536684,0.6770192,0.12108378
113,0.3451806,113,0.55203307,1.6438105,3.0493245,0.8189139
114,0.18369375,114,0.56477475,0.75615424,0.49304822,0.14918414
115,0.27983513,115,0.5886969,0.8583568,0.44301808,0.21258257
116,0.28824982,116,0.62459654,1.0041186,0.72957325,0.15811367
117,0.30880284,117,0.7213779,0.8737947,0.7080402,0.13172905
118,0.15185918,118,0.3638646,1.3052012,0.77505237,0.09894349
119,0.21808065,119,0.72963023,0.5921728,0.4624444,0.08567309
120,0.31826502,120,0.6266096,0.9348741,0.690738,0.14161538
121,0.2977214,121,0.5085936,2.0751274,3.0032191,0.33767492
122,0.23771334,122,0.8199017,1.4734458,3.0998492,0.14081256
123,0.2106114,123,0.6192179,0.46961778,0.37937698,0.077603355
124,0.38944367,124,0.4557555,1.3506494,2.2359927,0.39234522
125,0.6118061,125,0.51784706,1.3672483,0.64844984,0.7432808
126,0.29377654,126,0.46025035,1.0429555,1.1051906,0.25907928
127,0.7502169,127,0.3275926,2.2099726,0.469807,0.7521755
128,0.22169745,128,0.6318913,0.6729437,0.6631588,0.124730974
129,0.24664168,129,0.6989696,0.4109729,0.33032677,0.1251117
130,0.17650348,130,0.33790955,3.122381,1.0420614,0.8916533
131,0.28971893,131,0.7893387,0.8037129,2.6922817,0.26369563
132,0.39685845,132,0.74299455,1.0167499,2.4709225,0.63108885
133,0.20409936,133,0.62274027,1.475062,1.2914321,0.2346333
134,0.444558,134,0.26936588,0.9565537,0.59341943,0.5562621
135,0.18754834,135,0.54533565,1.2425901,0.7475281,0.08786433
136,0.45021066,136,0.7275407,1.9008687,2.2731328,0.3498566
137,0.34565136,137,0.5170004,1.3778486,1.1907378,0.37296924
138,0.4031142,138,0.63859475,1.5307178,1.5156521,0.1581326
139,0.3553266,139,0.42509478,0.9194546,0.62033767,0.42676947
140,0.42598394,140,0.68640566,0.6620532,0.49084496,0.5174169
141,0.47583374,141,0.62561375,1.9657891,2.4266715,0.25970098
142,0.29584977,142,0.8047828,0.65465933,2.3765512,0.27768978
143,0.24494104,143,0.7327367,0.44668934,0.41000775,0.10584196
144,0.29420644,144,0.65941125,0.71733165,0.52478164,0.21390632
145,0.3454624,145,0.65668744,0.7980747,0.6711038,0.13863654
146,0.48474148,146,0.7551916,0.94747704,0.75846946,0.20219018
147,0.643296,147,0.69774824,1.5795363,0.7321789,0.80387914
148,0.3086766,148,0.641852,1.058584,2.8652675,0.5688239
149,0.30278602,149,0.7789506,1.0209708,2.096382,0.27572572
150,0.3120827,150,0.36238703,1.8504782,1.2397246,0.8127981
151,0.27826986,151,0.60272574,1.3014348,2.9604483,0.4777371
152,0.21517539,152,0.7168856,0.56204426,0.4479743,0.122701444
153,0.18267521,153,0.41054446,1.6786553,0.6384448,0.11907077
154,0.2272821,154,0.4350317,1.7135166,0.742944,0.27192304
155,0.2341409,155,0.6755334,0.43979216,0.3811718,0.10548924
156,0.38898334,156,0.43494934,0.765697,0.7317769,0.73829746
157,0.23310144,157,0.6849936,0.5654249,0.47889197,0.09221005
158,0.64464337,158,0.716725,1.1979439,0.6631855,0.8755781
159,0.24526325,159,0.54361475,1.4328055,2.484002,0.45418286
160,0.35913143,160,0.45103425,1.1590044,0.6731622,0.7380195
161,0.4150186,161,0.27951705,0.8624358,0.6437263,0.8257302
162,0.1598488,162,0.5054318,0.83481055,0.64741796,0.09715864
163,0.24639669,163,0.32873535,1.2477793,0.54814404,0.5910119
164,0.2453357,164,0.7027236,0.8164532,0.4939475,0.10153213
