,inferred policy rate,subject,inferred reward rate,inferred dec temp
0,0.6055679,0,0.19197977,4.308153
1,0.1340366,1,0.26092303,2.6431026
2,0.6988959,2,0.34601897,1.9727885
3,0.039299123,3,0.2861051,3.7787466
4,0.51787585,4,0.114349335,1.4473935
5,0.46076593,5,0.111600496,2.3478796
6,0.46376136,6,0.13749152,1.8140371
7,0.1025475,7,0.28974447,4.129567
8,0.25639436,8,0.16620564,4.4102263
9,0.24183208,9,0.116697714,2.673036
10,0.66304266,10,0.3590027,2.0578368
11,0.65142226,11,0.15620042,2.028199
12,0.23388343,12,0.1644504,2.6494048
13,0.6741971,13,0.31598988,7.4153123
14,0.4348142,14,0.18824472,2.8827589
