,locs0,locs1,locs2,subject
0,0.4603495,-1.6696879,1.3838158,0
1,0.71834964,-1.5675486,1.1975574,1
2,-0.9846803,-0.7299684,-1.1797642,2
3,-2.0591393,-2.9415548,-0.78757703,3
4,-0.22903454,-0.86254466,-0.8340912,4
5,-1.0280913,-2.2197914,-0.73164165,5
6,0.026756257,-0.9825261,0.8384235,6
7,0.98509216,-1.2028451,-1.4748023,7
8,-1.2797652,-1.1763452,0.60089463,8
9,-0.3555771,-1.1006913,-0.597892,9
10,-0.45179662,-1.3015134,1.3568064,10
11,0.038216054,-1.4907681,0.81545603,11
12,-1.5710844,-1.6724044,1.8312364,12
13,0.056483626,-1.0118345,0.7305468,13
14,-0.70569766,-1.6503434,-0.98032427,14
15,-0.14359185,-0.92719173,-0.160023,15
16,-0.2974002,-1.8772391,-0.3715568,16
17,-0.3229925,0.1045202,-0.033991344,17
18,-0.14178349,-0.58774835,0.29360303,18
19,0.3123666,-1.4169743,-0.85553855,19
20,-1.9611202,-1.811614,-1.386056,20
21,1.8902726,-1.0460254,-0.2912236,21
22,-0.27710274,-1.6808051,0.09765977,22
23,-0.012268782,-1.1971314,0.24205416,23
24,-0.16346309,-0.7900144,-0.6285876,24
25,-0.5636739,-1.3893045,0.81917316,25
26,-0.6900219,-3.0747385,-1.5678356,26
27,-0.14164163,-1.2208071,1.088556,27
28,1.0538968,-0.6064661,-1.2156105,28
29,-0.2995373,-1.3408175,-0.8354432,29
30,-0.1717971,-1.316838,-0.10226393,30
31,-2.719348,-0.9061785,-1.1380296,31
32,0.6996677,-0.32635924,-1.2568426,32
33,-3.4708645,-0.67227894,-0.6973002,33
34,0.26613063,-2.9066875,-2.4719396,34
35,0.029107973,-2.3694687,-1.5207229,35
36,0.07876814,-1.2536105,-1.0421665,36
37,-2.4808893,-1.050837,-0.30015635,37
38,-0.48556966,-1.7058936,-0.16704535,38
39,-1.3402939,-1.8218173,-0.79359514,39
40,0.15175974,-0.9061051,-1.2118701,40
41,0.79180294,-1.218003,-1.3718337,41
42,-1.3942709,-1.3721203,-0.8016677,42
43,0.99207985,-0.6836202,1.1807773,43
44,1.1893275,-1.2870905,-0.85872793,44
45,0.49706906,-0.034394443,0.5691122,45
46,0.73567927,-1.3551935,0.3302799,46
47,-0.51595134,-1.441776,0.6051472,47
48,0.7073198,-0.19685721,-0.042442426,48
49,1.633133,-1.1793704,-0.18840998,49
50,0.4257215,-0.59201944,0.11789283,50
51,0.59393036,-0.056262344,-1.2941153,51
52,0.804162,-1.3007743,-0.0776512,52
53,-1.1238956,-1.411188,-0.6028066,53
54,0.6147628,-0.72674984,-0.2870807,54
55,1.3719363,0.086181015,-0.35775194,55
56,0.63853407,-1.2903029,0.3009089,56
57,-4.260298,-1.9070677,-1.3559498,57
58,0.8885339,-1.5955181,0.73639876,58
59,-1.0055966,-1.8661729,2.0878737,59
60,-0.6778984,-0.84953594,-0.7087627,60
61,-0.10218139,-3.685707,-0.3507371,61
62,1.4170418,0.7289711,0.012227118,62
63,0.22457388,0.36986992,-0.8166678,63
64,-0.0694182,-1.1548145,0.60976094,64
65,1.4059727,-0.79387033,-1.5153146,65
66,-0.18458769,-2.4477203,0.3523282,66
67,-1.8571746,-1.3419666,0.53444004,67
68,-0.30886936,-1.5773598,-0.7568433,68
69,-0.35894346,-2.2431145,-2.062944,69
70,-0.90004236,-0.022709012,0.15293258,70
71,0.30385834,0.40644023,-0.091409564,71
72,1.2566628,0.84349966,1.8569454,72
73,-0.12872916,-1.1652613,-0.6906753,73
74,1.1101933,-2.1791353,0.45425516,74
75,0.87708414,0.07456742,-0.97996485,75
76,0.22152781,-1.3781317,-0.72026044,76
77,-0.708218,0.7956586,2.4815624,77
78,-0.26748538,0.18501294,-1.845896,78
79,-3.618513,-1.1340094,0.030699879,79
80,-0.19111243,-1.4685639,0.3512362,80
81,0.5665989,-0.06221516,1.101279,81
82,-1.1317774,-0.13786662,-2.393982,82
83,1.627049,0.33623803,0.36742654,83
84,-1.6466532,-1.2949917,-1.8572268,84
85,0.059776083,-1.0947716,0.059982896,85
86,0.27988946,-1.5532027,-0.76730293,86
87,0.05650325,-0.77598137,1.1809298,87
88,-3.0297768,-0.5267228,-0.63091505,88
89,-3.3599703,0.9555225,-2.461351,89
90,0.43995023,0.8574549,0.66086185,90
91,0.21191192,0.3717309,-0.29645282,91
92,0.028996587,0.37296683,-1.9201928,92
93,-0.48724627,-2.5236967,0.7040037,93
94,0.6226276,-0.9932027,0.48847166,94
95,0.6429728,-1.0530086,-0.5914582,95
96,-0.39411202,-0.5473435,-2.2836742,96
97,-3.8707585,-1.1801503,-0.032773763,97
98,0.6907062,-0.31745705,-0.44968158,98
99,-0.8844489,-0.6757453,-0.19686326,99
100,-2.313415,-0.38366902,-2.67837,100
101,0.22270393,-0.6794899,1.3621684,101
102,-0.753488,-1.1341091,-0.5855608,102
103,0.55230224,0.017294735,-0.15064412,103
104,-0.49870238,-2.2249517,-0.27862895,104
105,-1.5572708,-3.0120766,-1.2235565,105
106,-3.3756707,-0.11114669,-1.7797992,106
107,0.41694605,-0.8018081,-1.5873181,107
108,-4.2233253,0.54927707,-1.7000506,108
109,2.0807843,-1.6968472,1.5252632,109
110,-0.747854,-2.403994,-1.3374507,110
111,-1.3739659,-2.6074219,-0.26316446,111
112,-1.488122,-0.91358197,-0.71610224,112
113,0.5990249,-1.3555777,0.47486284,113
114,0.9409784,-2.1930013,-1.5778095,114
115,-3.2749114,-0.54759073,-1.0375068,115
116,1.9828098,-0.35091418,-1.1612928,116
117,2.231032,1.0766115,-0.34124815,117
118,-1.3895223,-1.993392,-0.85515785,118
119,-5.049821,-1.0841699,-1.991745,119
120,0.0052424073,0.62900823,-1.4314892,120
121,0.34000164,-1.2879901,2.5466638,121
122,1.3732648,0.67893314,1.895719,122
123,-2.913312,-0.7704377,-1.8925228,123
124,1.0022765,-1.468047,0.45136636,124
125,-4.2175384,-0.285792,-0.33330828,125
126,-0.7846862,-1.2381979,-0.4080995,126
127,-4.37765,-1.7789156,-0.33508435,127
128,-2.4106772,0.23400769,-1.1523337,128
129,-4.2379837,0.40089235,-2.1337154,129
130,-0.8510512,-3.537953,-0.43466115,130
131,1.9253925,0.5784149,1.3881408,131
132,2.0014129,0.18011627,2.80698,132
133,1.3258078,-0.84806025,0.19244607,133
134,-3.2862582,-1.6992848,-0.21975765,134
135,-0.39979514,-1.0081234,-1.3878692,135
136,0.09643233,-0.5608151,1.1619725,136
137,0.4850052,-1.9451449,-0.81237274,137
138,-0.28031757,-0.56588876,0.49432796,138
139,-0.37698597,-1.6262574,-0.37759367,139
140,-1.5718957,0.9194262,-1.774778,140
141,-0.3198793,-0.33411938,1.5021431,141
142,1.4684942,0.1874466,0.95983976,142
143,0.17866203,-0.92807376,-3.4076378,143
144,-1.2274705,-1.150207,-1.5811167,144
145,-0.19001861,0.83841085,-1.272203,145
146,0.5495734,0.6528469,-0.4496048,146
147,0.59857655,-1.5222166,-0.9449183,147
148,0.14892119,-0.63929236,1.7783918,148
149,1.3758726,0.8378823,1.7521536,149
150,-0.88788694,-1.0640318,-0.882392,150
151,1.890809,-1.4010402,0.5410801,151
152,1.3726757,-0.12378032,-1.9098437,152
153,-0.78833616,-2.1336527,-0.876855,153
154,0.48162925,-1.5249805,0.23746668,154
155,-3.2198305,-1.6435062,-2.9015284,155
156,-0.36694983,-1.5144068,-0.7265269,156
157,3.0602217,0.8681903,-1.2329679,157
158,1.6534562,-1.7048635,-1.1075286,158
159,1.1174357,-0.8262743,1.2786152,159
160,-0.9075135,-1.3467506,-0.9134271,160
161,-0.86904025,-3.3705754,-1.3183659,161
162,-0.20986938,-1.1325153,-1.194355,162
163,0.67487,-1.2698591,-1.9319477,163
164,-0.25508428,1.3098612,-0.4818405,164
165,-0.71860933,-1.4190744,-0.38722715,165
166,-0.073521435,-0.83959925,-2.2449229,166
167,-1.1445873,-1.0537572,-1.4916022,167
168,-1.1859775,-2.5940337,-0.6299379,168
169,0.0391199,-1.0610213,-0.498128,169
170,-2.039447,-0.7047146,-1.9405502,170
171,-0.86569536,0.26270983,-0.16089936,171
172,1.5452678,-1.9959768,-0.044166446,172
173,-0.6023433,0.23734765,0.8144508,173
174,-0.09199553,-0.75566304,-1.6479746,174
175,-2.2694364,-0.4458437,-2.5944874,175
176,-0.752344,-1.3895164,-1.7278748,176
177,-0.13829416,-1.4955649,-0.045938626,177
178,0.576486,-0.9191568,0.6785375,178
179,-0.9304026,-1.8071463,1.5566062,179
180,0.33211958,-1.1374109,-1.1649222,180
181,-0.09885287,-0.8164725,-2.6523154,181
182,-0.1938459,-1.1484002,-0.25117803,182
183,1.119102,-0.0765575,-1.6270128,183
184,0.6899371,-0.8840726,-0.6695659,184
185,1.524718,-0.9502543,2.8054254,185
186,-0.16436839,-1.2457896,1.2505107,186
187,0.06703889,1.0460544,-0.6864342,187
188,0.5959433,-1.5972923,1.402924,0
189,-0.26978952,-1.4230809,1.5634108,1
190,1.6664376,-0.9288061,-1.0411904,2
191,-1.5117366,-2.0315113,-0.8450258,3
192,0.004056452,-0.003386736,-0.5831417,4
193,-0.81017035,-2.0516853,-1.4641013,5
194,-0.4553133,-1.3530015,-0.2945664,6
195,1.380759,-0.25177312,-0.9611103,7
