,inferred policy rate,subject,inferred reward rate,inferred dec temp
0,0.61494935,0,0.18987694,4.257874
1,0.12549718,1,0.26134375,2.6591363
2,0.71307594,2,0.31155577,1.9393476
3,0.033885207,3,0.26403388,3.7863283
4,0.51508933,4,0.11903726,1.456426
5,0.47067767,5,0.11597776,2.359106
6,0.46293628,6,0.14361161,1.8532983
7,0.10180995,7,0.27731523,4.1029005
8,0.25309652,8,0.16628824,4.2966957
9,0.24613014,9,0.11584524,2.6361167
10,0.6600376,10,0.3355194,2.031471
11,0.65710634,11,0.1572534,1.9883504
12,0.22308417,12,0.1601843,2.6240928
13,0.6834396,13,0.3137837,7.2968826
14,0.43192685,14,0.18332565,2.879778
