,inferred policy rate,subject,inferred reward rate,inferred dec temp
0,0.39505708,0,0.30849892,4.6742716
1,0.10558172,1,0.15267053,3.153393
2,0.105030745,2,0.09068838,3.8168445
3,0.25715014,3,0.14866523,3.4687166
4,0.12274931,4,0.080199376,4.0955176
5,0.04390866,5,0.15652765,2.400659
6,0.015567157,6,0.3557041,3.5056806
7,0.61576366,7,0.11535432,4.3688517
8,0.4171335,8,0.677787,2.1002128
9,0.64534324,9,0.53816396,2.2863057
10,0.335486,10,0.38277078,3.595809
11,0.67761904,11,0.4990309,1.5936255
12,0.8036081,12,0.48988447,3.581618
13,0.7355474,13,0.76694155,2.3190556
14,0.7608073,14,0.6207344,3.577831
15,0.66750705,15,0.79057974,1.787147
16,0.02332086,16,0.09094098,3.9365098
17,0.72810245,17,0.5991835,3.2484782
18,0.34775004,18,0.19778346,3.8311796
19,0.3239061,19,0.61163735,3.3486485
20,0.14865468,20,0.19709738,3.4420762
21,0.23690875,21,0.21155125,6.7201524
22,0.027748616,22,0.08521699,2.6992376
23,0.14723043,23,0.29326296,1.2737083
24,0.26768965,24,0.16265237,3.9021406
25,0.240607,25,0.20876475,5.1023393
26,0.019261036,26,0.1554159,3.6250844
27,0.7366443,27,0.07970214,3.8006144
28,0.3679477,28,0.38814688,5.411421
29,0.14211616,29,0.007950714,6.9462914
30,0.070297696,30,0.050016366,5.940219
31,0.6671515,31,0.88791287,3.3094125
32,0.10238759,32,0.058699332,6.708034
33,0.64095396,33,0.50601107,5.0132275
34,0.65148115,34,0.4495424,3.2323325
35,0.37467396,35,0.29775414,4.7648263
36,0.015890753,36,0.3057116,1.3962902
37,0.021237703,37,0.043334235,2.2683694
38,0.07583748,38,0.07521386,2.974323
39,0.097888425,39,0.19278942,2.6310964
40,0.85211444,40,0.5761068,5.39806
41,0.03938978,41,0.20132767,1.1493549
42,0.65005296,42,0.3854558,2.576887
43,0.41730803,43,0.5620211,3.8796728
44,0.05857762,44,0.061478622,3.0041244
45,0.43415508,45,0.46698016,2.6440341
46,0.056341942,46,0.04610338,5.0602803
47,0.52983797,47,0.5201592,2.9083624
48,0.64032775,48,0.5522672,3.0891626
49,0.21346799,49,0.17629701,3.054571
50,0.015734455,50,0.45424098,1.9991276
51,0.59830385,51,0.35738704,3.4089696
52,0.037237976,52,0.34647208,0.91346073
53,0.29930463,53,0.10154347,4.3469353
54,0.037062302,54,0.056690328,2.2675338
55,0.13348573,55,0.15406512,5.7744546
56,0.029838927,56,0.0077456417,5.3049684
57,0.38523567,57,0.056644388,6.6411295
58,0.6763707,58,0.40066797,1.7476816
59,0.25786898,59,0.46617797,2.6749103
60,0.1846943,60,0.22668979,4.314988
61,0.20325923,61,0.29830986,1.8907735
62,0.3724815,62,0.27833045,3.1410503
63,0.025810154,63,0.057213005,2.9091008
64,0.27615407,64,0.22869092,4.327042
65,0.35890862,65,0.3486113,2.7920978
66,0.6528357,66,0.29784867,6.97787
67,0.43955132,67,0.09332911,4.4941816
68,0.24395627,68,0.4073573,3.8903847
69,0.43108094,69,0.2963838,1.7703369
70,0.1105835,70,0.13720216,1.185398
71,0.0150505,71,0.34701842,3.5850377
72,0.04043556,72,0.077173784,6.7644844
73,0.026468297,73,0.003840513,7.109559
74,0.66533554,74,0.71327,5.1313543
75,0.43766513,75,0.4825877,4.8428926
76,0.26884344,76,0.080732495,1.946405
77,0.69662243,77,0.5247181,3.5303867
78,0.36741528,78,0.5084193,1.0829822
79,0.65183216,79,0.37012947,3.1227946
80,0.38258302,80,0.36265954,3.1272933
81,0.6579801,81,0.6986538,2.091329
82,0.024234852,82,0.004082448,6.4682245
83,0.6847872,83,0.6397534,5.258117
84,0.015826263,84,0.36545745,0.9642228
85,0.37377092,85,0.39831144,2.87219
86,0.7726855,86,0.5633993,1.6183318
87,0.27486983,87,0.34479868,2.9765947
