,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.503836,0.2913429,0,0.53559095,0.32229424,2.560968,2.1732566,2.1959665,0.8647306,0.6159587,0.5407726
1,0.6031829,0.4679684,1,0.40634143,0.3384468,3.7521372,4.598378,3.3889327,3.8837533,0.60046715,0.6997212
2,0.35987434,0.8256122,2,0.63026524,0.78352654,2.1253984,1.0587938,3.2407749,5.627614,0.33501422,0.14260066
3,0.36572695,0.16756737,3,0.6041343,0.49599552,2.2058423,0.9633515,4.0121627,5.0627313,0.3348133,0.40704095
4,0.36860186,0.12422931,4,0.5938124,0.5461819,2.295612,4.7361255,2.1025844,0.21350205,0.33585638,0.2649579
5,0.41721842,0.94426215,5,0.34398463,0.17293149,3.0048325,0.4645264,2.7684135,3.058034,0.5823502,0.26606148
6,0.43241423,0.9413129,6,0.6261509,0.91769594,2.4660974,5.798588,2.1178901,2.7495694,0.42344758,0.13686562
7,0.37608516,0.7876088,7,0.42771602,0.26037872,2.70465,0.41328406,4.1256084,5.0787888,0.62095225,0.9086463
8,0.3666099,0.47936726,8,0.6059985,0.65591806,2.2105095,1.5843594,3.6807802,5.081913,0.3371519,0.20550144
9,0.46031937,0.42758185,9,0.5646422,0.58163714,2.8039846,5.0034814,3.0983844,3.5762365,0.52454466,0.14301926
10,0.33072352,0.13091666,10,0.6332898,0.4484015,2.0267298,0.74941957,1.850958,0.29515564,0.30120352,0.011933923
11,0.39418826,0.057575047,11,0.3917652,0.17756379,3.0731785,3.7618885,3.386269,1.0148424,0.6228249,0.5796675
12,0.5881536,0.2681808,12,0.3263756,0.24878234,3.5607197,4.654798,3.6565616,2.3348975,0.572939,0.20858622
13,0.39466944,0.39048505,13,0.6351491,0.8112589,2.4216619,5.3543935,2.5210023,4.365369,0.52488345,0.5467032
14,0.353984,0.19363838,14,0.6319736,0.95849365,1.9867154,1.2507838,1.805706,0.0021868944,0.36277696,0.31562996
15,0.56533265,0.9615752,15,0.601982,0.70661384,2.9312673,2.873774,2.2701886,5.127023,0.67058825,0.7237374
16,0.4353127,0.3173241,16,0.6128183,0.77360773,2.3662076,4.968755,2.3032143,3.037002,0.66448194,0.6836567
17,0.65019655,0.82641345,17,0.41454163,0.42683053,3.829353,5.894123,2.4696417,1.8533278,0.6175815,0.97998065
18,0.6382152,0.36508512,18,0.3033605,0.14346421,3.8992963,3.560698,3.868587,1.2812043,0.6109553,0.3395952
19,0.37830666,0.1907525,19,0.63870615,0.9104971,2.1440904,2.297401,2.3113544,3.5126903,0.6038463,0.9995969
