,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.4942644,0.2913429,0,0.38992834,0.32229424,1.8744737,2.1732566,1.5286189,0.8647306,0.5281819,0.5407726
1,0.45236477,0.4679684,1,0.27277583,0.3384468,3.2646646,4.598378,2.942629,3.8837533,0.5471544,0.6997212
2,0.26497278,0.8256122,2,0.74082214,0.78352654,1.7122244,1.0587938,4.954238,5.627614,0.2790228,0.14260066
3,0.2378198,0.16756737,3,0.5142263,0.49599552,1.7834986,0.9633515,4.499974,5.0627313,0.21725129,0.40704095
4,0.25889972,0.12422931,4,0.53648704,0.5461819,2.6027737,4.7361255,1.4707685,0.21350205,0.26322722,0.2649579
5,0.25299543,0.94426215,5,0.2126047,0.17293149,2.3511462,0.4645264,1.6870893,3.058034,0.5504996,0.26606148
6,0.6331601,0.9413129,6,0.7403649,0.91769594,3.2559083,5.798588,1.8802696,2.7495694,0.21875419,0.13686562
7,0.23079874,0.7876088,7,0.26179516,0.26037872,2.0170705,0.41328406,4.4052315,5.0787888,0.684583,0.9086463
8,0.30622497,0.47936726,8,0.62186354,0.65591806,2.1679707,1.5843594,4.8381405,5.081913,0.23536247,0.20550144
9,0.55053395,0.42758185,9,0.53079236,0.58163714,2.9957862,5.0034814,3.4939747,3.5762365,0.28213722,0.14301926
10,0.2558921,0.13091666,10,0.7084871,0.4484015,0.7969861,0.74941957,0.7515739,0.29515564,0.13873273,0.011933923
11,0.18781577,0.057575047,11,0.19517179,0.17756379,2.126892,3.7618885,2.2575645,1.0148424,0.62934047,0.5796675
12,0.38708216,0.2681808,12,0.2551688,0.24878234,3.2796915,4.654798,3.328441,2.3348975,0.49403587,0.20858622
13,0.45082417,0.39048505,13,0.72617847,0.8112589,2.451386,5.3543935,3.615109,4.365369,0.6371192,0.5467032
14,0.30758145,0.19363838,14,0.7227237,0.95849365,0.87005466,1.2507838,0.68145883,0.0021868944,0.5104938,0.31562996
15,0.67770123,0.9615752,15,0.65552187,0.70661384,3.81431,2.873774,2.5877447,5.127023,0.7644942,0.7237374
16,0.5037111,0.3173241,16,0.6509538,0.77360773,2.3376389,4.968755,2.5145285,3.037002,0.76298755,0.6836567
17,0.7349077,0.82641345,17,0.3906003,0.42683053,4.084937,5.894123,2.1694267,1.8533278,0.6051626,0.97998065
18,0.58428586,0.36508512,18,0.1813436,0.14346421,3.5705473,3.560698,2.5653832,1.2812043,0.58015954,0.3395952
19,0.33879066,0.1907525,19,0.748677,0.9104971,1.9598591,2.297401,3.1660845,3.5126903,0.7978782,0.9995969
20,0.30288562,0.60284865,20,0.34201038,0.30781686,2.209039,0.36557364,3.9492023,4.125246,0.20429675,0.35350788
21,0.65466225,0.49290824,21,0.23600154,0.21460634,3.7607412,3.9862428,2.3703046,0.45747435,0.5785592,0.02562511
22,0.5956371,0.4174629,22,0.75129145,0.8990152,2.5958111,5.4341307,1.8429428,4.287212,0.6473867,0.94893885
23,0.5741416,0.5970769,23,0.60892344,0.6376973,3.6938605,4.8719215,3.703285,4.162201,0.7384081,0.3625551
24,0.58556694,0.46986347,24,0.3868117,0.32680148,3.4199245,3.13698,4.5115767,5.3075123,0.6749351,0.47807896
25,0.27764508,0.0226233,25,0.70978916,0.77464736,1.7095561,2.2185354,3.7072725,5.7207165,0.46194872,0.9468687
26,0.5991274,0.6139817,26,0.37092912,0.28318143,2.7603412,1.0433714,2.4974537,3.283275,0.6769453,0.85235804
27,0.6952023,0.6999898,27,0.6678743,0.65741724,3.938525,4.420121,2.808087,1.0612324,0.7717059,0.9174657
28,0.25169852,0.014010549,28,0.5914505,0.6370187,2.1005394,1.9925809,2.8606064,2.843145,0.27762535,0.5366187
29,0.31826806,0.06705952,29,0.7505193,0.81595415,1.5481142,1.4220861,3.6433759,4.59879,0.67133313,0.75152564
30,0.31140515,0.19715095,30,0.37082258,0.37236875,3.1508179,4.279427,3.503417,1.5544581,0.70864344,0.57666755
31,0.64989,0.50583875,31,0.6916522,0.8095967,3.0080934,5.172152,2.620896,4.2902756,0.8456373,0.9348858
32,0.38901836,0.5916032,32,0.652928,0.51431865,1.6800393,0.8477007,1.4956325,1.2541823,0.43233117,0.53857994
33,0.29612342,0.20064074,33,0.740172,0.8116234,1.644194,2.389663,3.983451,4.5170226,0.30696118,0.06165278
34,0.19045638,0.12532765,34,0.2612682,0.22244662,1.1733404,0.026577115,3.0931053,3.821878,0.22547571,0.38364887
35,0.63489556,0.66745865,35,0.19885601,0.22718358,4.000993,3.7443943,3.1607993,4.8320813,0.57861865,0.7114528
36,0.5743311,0.8204854,36,0.7466947,0.95801216,1.9653211,1.1970985,1.6404016,2.1062117,0.68789476,0.9928387
37,0.5389229,0.6285576,37,0.69309187,0.75921035,3.0383716,5.571088,3.445382,3.3047242,0.25651187,0.03851807
38,0.5173613,0.4934343,38,0.777886,0.97899574,2.1931288,4.9097114,1.8624114,4.062886,0.81217724,0.7607826
39,0.270835,0.0681631,39,0.09378934,0.10405177,3.0085576,4.6075244,4.3975596,4.551716,0.49609748,0.6707591
40,0.699994,0.5673019,40,0.34222692,0.32246172,3.8516817,4.6677856,2.4277208,2.3457074,0.57644415,0.17441177
41,0.26068637,0.110937536,41,0.73706603,0.9493893,1.588599,3.6885948,2.093695,3.0751095,0.26612434,0.28873497
42,0.70174426,0.9555424,42,0.5783651,0.6159777,3.9402862,2.7314024,2.9920835,3.7932029,0.7516963,0.874866
43,0.28550115,0.357818,43,0.5534479,0.49112833,2.3053448,0.8513278,2.4743237,2.688172,0.3840165,0.6666819
44,0.5438606,0.7605157,44,0.12718499,0.14294887,3.9343328,2.231216,3.8208864,5.4565716,0.5289172,0.4125827
45,0.2737224,0.7883821,45,0.71211827,0.7805108,1.7007264,0.79517233,1.5846386,2.0888708,0.49579808,0.32504964
46,0.68585765,0.4549073,46,0.22916605,0.25489175,4.05259,5.740901,2.5351632,3.9717157,0.63813996,0.48245186
47,0.5848058,0.37941426,47,0.23645578,0.18005401,3.6231275,1.9074526,2.9254107,2.125976,0.53588843,0.43118143
48,0.153627,0.02779597,48,0.13784988,0.100829124,1.0265847,0.5532242,2.981393,3.1680915,0.58291113,0.7638213
49,0.55799586,0.82636493,49,0.15986225,0.21489424,3.7026753,4.022176,3.6012073,4.0815735,0.5691061,0.8463104
50,0.36287853,0.18885112,50,0.6705578,0.81453884,1.9448733,1.224614,1.5277845,1.8899106,0.8143553,0.7510799
51,0.5228497,0.5132825,51,0.48914853,0.51383644,3.0752132,3.5948963,4.404083,5.996213,0.3916168,0.2523809
52,0.20265235,0.1436193,52,0.20210437,0.21280324,2.4898398,5.2631493,4.0741706,4.866336,0.5382625,0.46173656
53,0.6912669,0.76392704,53,0.36493722,0.45858043,3.8546236,5.5165725,2.7428453,4.8091154,0.6695127,0.5372787
54,0.16826604,0.02996707,54,0.106365785,0.08121073,2.584525,2.880935,3.3574467,4.4657097,0.5183706,0.8265328
55,0.44536906,0.37350786,55,0.5700789,0.57782894,2.7132325,2.731046,3.3282385,2.8585618,0.29626808,0.097504735
56,0.31436548,0.29277545,56,0.6843187,0.7441336,1.9399946,1.856393,3.7904122,3.333311,0.45926008,0.2305178
57,0.5759127,0.8158233,57,0.7344951,0.68766654,3.1151767,2.2218997,2.2102125,1.542321,0.19794741,0.024717748
58,0.5856565,0.79963285,58,0.73756665,0.7942265,2.0597105,1.6437281,1.2304341,0.81881154,0.69774485,0.87960374
59,0.27721515,0.098891675,59,0.6525083,0.74919945,2.2405343,5.8482656,2.2316635,1.0467392,0.73683107,0.7604335
60,0.27199432,0.9837491,60,0.7193093,0.91100335,0.64694655,0.09417093,0.54482967,0.73101246,0.40882298,0.56191075
61,0.559026,0.013213456,61,0.11089172,0.003966868,3.9154456,4.8111224,3.689256,2.138651,0.56895643,0.08270258
62,0.3151657,0.03972739,62,0.7615424,0.9284686,1.5351797,2.9826074,3.3689873,3.8576026,0.18969984,0.34006196
63,0.5951794,0.29163396,63,0.097959585,0.025469065,3.966003,2.0272858,3.7076094,2.5327606,0.590572,0.777018
64,0.24745978,0.23726493,64,0.596323,0.48945826,1.3565536,1.0137484,1.3566943,0.9956689,0.21326639,0.25780457
65,0.24258956,0.27462983,65,0.12020032,0.12064189,1.5729382,0.70302343,3.1390467,4.245836,0.47880465,0.87625027
66,0.34979412,0.28177476,66,0.30727926,0.2965085,3.1377249,3.3053334,2.8486426,1.6363263,0.4995759,0.51309156
67,0.69114053,0.97520083,67,0.6005692,0.51312584,3.786295,1.8708065,2.8190618,3.1054137,0.70282227,0.784899
68,0.5949976,0.28467607,68,0.77402747,0.96850896,2.5114617,5.728019,1.59094,2.3489306,0.35115057,0.53956324
69,0.6519919,0.77658004,69,0.40663812,0.46870083,3.8945231,4.12432,3.7624018,5.375987,0.577962,0.731721
70,0.7094816,0.69443697,70,0.6046009,0.6262025,3.7635365,4.1489687,2.4178183,2.1876776,0.5741626,0.3193968
71,0.685443,0.4690652,71,0.2958084,0.24279219,3.2310348,2.2307334,1.419643,0.9075544,0.5823525,0.68487173
72,0.5136219,0.63965636,72,0.7580663,0.8438251,2.3295639,2.0904531,1.3141433,0.74679744,0.821975,0.90163505
73,0.45728984,0.58863384,73,0.09065309,0.0043249726,3.6937027,1.5452796,4.2920628,3.6390076,0.5444951,0.31439364
74,0.46807244,0.79952645,74,0.10711073,0.030457318,3.5127008,3.4604795,4.325932,5.596509,0.5405979,0.14390111
75,0.712538,0.9691967,75,0.7409966,0.79273796,3.2278755,4.8055367,1.460958,0.50493944,0.28223452,0.0714013
76,0.41127697,0.9568358,76,0.6992096,0.66119856,0.77301794,0.4241141,0.64187783,0.34473538,0.7971882,0.6917197
77,0.50110936,0.43759573,77,0.70762396,0.8377489,2.3966188,3.944809,3.031145,3.222556,0.32397708,0.20322365
