,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.36105713,0.13878542,0,0.66756415,0.88329256,2.0194824,5.831762,1.9978237,1.8568686,0.45372364,0.5295074
1,0.40845466,0.26005572,1,0.6549524,0.7431386,2.2224991,3.107646,2.3577704,1.7491965,0.56073797,0.6635418
2,0.54609925,0.5296115,2,0.17987183,0.017167449,3.674775,1.7016066,4.4563437,5.601427,0.58658904,0.124191284
3,0.3646536,0.15004581,3,0.71820855,0.9979424,1.8551363,5.94586,1.731112,4.503372,0.52842784,0.52882767
4,0.29055777,0.084929466,4,0.6886853,0.5460148,1.3102393,0.65899086,1.1378571,0.03281057,0.26469558,0.10381168
5,0.68045646,0.8549662,5,0.35033435,0.34181893,3.6965,5.1844835,1.9721785,0.20638204,0.6279771,0.19173956
6,0.6454635,0.70680207,6,0.18892977,0.15999454,4.068614,2.774045,4.1986113,4.8344707,0.60830116,0.7003887
7,0.6651815,0.8329714,7,0.17545968,0.0056732297,4.2140565,5.492095,4.2522945,5.2749286,0.5920138,0.82918227
8,0.5898306,0.35026908,8,0.6923002,0.9785553,2.2356894,5.5152774,1.6656655,1.6357834,0.7594213,0.94860774
9,0.26500574,0.031076312,9,0.5744549,0.410042,1.9853166,2.8984823,2.6358569,2.167254,0.22243299,0.11547536
10,0.36156294,0.47680485,10,0.6242101,0.5882805,2.170452,1.6778076,3.1147232,3.3217502,0.374929,0.09239733
11,0.5047011,0.33008623,11,0.5439967,0.44150138,3.1131577,3.6580524,2.1113727,1.2365456,0.72492146,0.92681974
12,0.32474625,0.37460816,12,0.6385887,0.5046595,1.6862814,0.9157659,1.5884968,1.5859716,0.2545516,0.34772158
13,0.3772988,0.26205355,13,0.6753233,0.923914,1.7913768,3.0784729,1.3994348,1.0320536,0.4009574,0.39971167
14,0.46207556,0.5921992,14,0.62299365,0.1368447,1.220056,0.18468797,1.1047913,0.28880024,0.801496,0.87211865
15,0.7067876,0.9737907,15,0.38014582,0.42791867,3.941627,4.677852,2.5911963,2.6617675,0.64050937,0.5946402
16,0.3223816,0.025746882,16,0.62634826,0.3020243,1.3151026,1.1581922,1.0551871,0.059794307,0.27419752,0.33734345
17,0.64527494,0.6509295,17,0.19863345,0.1367271,3.9106884,3.9394865,4.0397897,2.6474152,0.5830907,0.7989021
18,0.47954735,0.86555284,18,0.59893656,0.50922793,2.753038,1.8003631,3.0400918,2.9959345,0.6238949,0.113482475
19,0.5908624,0.4922269,19,0.17313388,0.059574366,3.938292,5.247343,4.419083,5.583676,0.5832356,0.120299816
20,0.6140823,0.37046063,20,0.19361828,0.08522928,4.098982,2.4132857,4.237906,2.4426508,0.5624302,0.49333858
21,0.37087995,0.1759842,21,0.59078133,0.59426385,2.3470938,3.4122963,3.8390272,3.3523993,0.60736346,0.39587486
22,0.35061505,0.67180586,22,0.70957655,0.9686744,1.9733962,2.0936027,1.838908,2.4440846,0.30219772,0.06055695
23,0.335711,0.25022835,23,0.6821439,0.7693446,2.1100576,2.0509586,2.5373774,3.6664217,0.26864684,0.022204459
24,0.35941434,0.22321069,24,0.53641844,0.5456891,2.5257492,3.9223216,3.8982916,5.058756,0.7289309,0.834003
25,0.67804307,0.1809923,25,0.18668085,0.1366877,3.9391928,4.0062494,2.5401468,0.4510671,0.6076772,0.61335766
26,0.34455743,0.15485883,26,0.6001393,0.60576874,2.3376176,4.8406887,4.2316284,4.4708223,0.36012536,0.3580392
