,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.36710963,0.13878542,0,0.721147,0.88329256,2.0344198,5.831762,2.1311104,1.8568686,0.46981737,0.5295074
1,0.450102,0.26005572,1,0.70957375,0.7431386,2.1878555,3.107646,2.9506342,1.7491965,0.56047016,0.6635418
2,0.41559848,0.5296115,2,0.123381935,0.017167449,3.2157943,1.7016066,4.3176713,5.601427,0.5532979,0.124191284
3,0.3988792,0.15004581,3,0.79118705,0.9979424,1.7281296,5.94586,1.758701,4.503372,0.5668555,0.52882767
4,0.2666254,0.084929466,4,0.7179045,0.5460148,0.7675985,0.65899086,0.6493929,0.03281057,0.27921778,0.10381168
5,0.6922948,0.8549662,5,0.33660367,0.34181893,3.6437361,5.1844835,1.660352,0.20638204,0.63361436,0.19173956
6,0.57479227,0.70680207,6,0.15248068,0.15999454,3.7219405,2.774045,3.9269903,4.8344707,0.56925917,0.7003887
7,0.62047905,0.8329714,7,0.10253485,0.0056732297,4.147883,5.492095,3.4810612,5.2749286,0.57368404,0.82918227
8,0.6894006,0.35026908,8,0.77995414,0.9785553,2.6435049,5.5152774,1.4061971,1.6357834,0.7676352,0.94860774
9,0.18605252,0.031076312,9,0.5134218,0.410042,1.8608018,2.8984823,2.6612031,2.167254,0.16458869,0.11547536
10,0.34269896,0.47680485,10,0.645965,0.5882805,2.1836398,1.6778076,3.4107032,3.3217502,0.38126305,0.09239733
11,0.44524762,0.33008623,11,0.50098175,0.44150138,3.0353453,3.6580524,1.7614989,1.2365456,0.7636735,0.92681974
12,0.2941194,0.37460816,12,0.6253242,0.5046595,1.4054099,0.9157659,1.437397,1.5859716,0.26105455,0.34772158
13,0.42965156,0.26205355,13,0.73187,0.923914,1.4491812,3.0784729,1.1715997,1.0320536,0.45116693,0.39971167
14,0.58125144,0.5921992,14,0.5648833,0.1368447,0.75679344,0.18468797,0.64264005,0.28880024,0.8499554,0.87211865
15,0.713693,0.9737907,15,0.37264684,0.42791867,4.1252527,4.677852,2.2547417,2.6617675,0.5701669,0.5946402
16,0.2927265,0.025746882,16,0.6257703,0.3020243,0.8641536,1.1581922,0.61450756,0.059794307,0.3113433,0.33734345
17,0.56660545,0.6509295,17,0.1453691,0.1367271,3.7026994,3.9394865,3.3835282,2.6474152,0.5751913,0.7989021
18,0.52573127,0.86555284,18,0.5893686,0.50922793,2.7016997,1.8003631,3.2433972,2.9959345,0.5781801,0.113482475
19,0.47207326,0.4922269,19,0.09648833,0.059574366,3.6047282,5.247343,4.338472,5.583676,0.5269546,0.120299816
20,0.5250404,0.37046063,20,0.112887435,0.08522928,3.9131987,2.4132857,3.973296,2.4426508,0.50982034,0.49333858
21,0.3784286,0.1759842,21,0.593959,0.59426385,2.4001997,3.4122963,4.20351,3.3523993,0.62399065,0.39587486
22,0.35414845,0.67180586,22,0.7725309,0.9686744,1.9954787,2.0936027,1.7275579,2.4440846,0.3257921,0.06055695
23,0.36784625,0.25022835,23,0.73558474,0.7693446,1.9693028,2.0509586,3.0085227,3.6664217,0.22485028,0.022204459
24,0.31260452,0.22321069,24,0.49029353,0.5456891,2.3396919,3.9223216,3.8854618,5.058756,0.7550782,0.834003
25,0.60212344,0.1809923,25,0.13575345,0.1366877,3.486242,4.0062494,1.3971288,0.4510671,0.5964313,0.61335766
26,0.29594246,0.15485883,26,0.56309706,0.60576874,2.218709,4.8406887,4.4531407,4.4708223,0.35304692,0.3580392
27,0.53487396,0.5292105,27,0.6630052,0.6842954,2.464997,1.3708713,1.7529584,2.4409266,0.5729035,0.8805287
28,0.31496507,0.22106332,28,0.47952765,0.47927874,2.1856117,3.107638,5.0318575,5.9166446,0.74254787,0.9822865
29,0.3539742,0.5740904,29,0.24229318,0.20772558,2.4169555,0.86134493,4.8248377,4.7575803,0.6006749,0.86795735
30,0.486193,0.5323929,30,0.6028767,0.6165041,2.6850977,3.5786119,4.1939774,4.323195,0.7987305,0.6308557
31,0.4299116,0.32020563,31,0.45728666,0.42065102,3.1759462,3.8125148,2.8358746,2.6769166,0.71622866,0.3072406
32,0.605823,0.97604525,32,0.20736729,0.20064086,3.9219556,1.7013291,3.4423015,4.987237,0.63432807,0.80809313
33,0.46180832,0.8156034,33,0.7670344,0.7385583,2.0951443,1.8414094,1.6629956,1.7349422,0.53370607,0.4547156
34,0.5788105,0.8181484,34,0.10559698,0.022736073,3.933809,2.7819104,3.9143615,2.4103925,0.55954736,0.030987084
35,0.28532112,0.07139212,35,0.7385843,0.9301758,1.8143791,4.2818565,1.1945726,1.3049637,0.2528446,0.30170625
36,0.5575124,0.6750709,36,0.77850133,0.91410375,2.2238996,2.3167841,1.5945106,0.36646664,0.43819413,0.652877
37,0.67644775,0.6634505,37,0.70135313,0.73173106,3.3810728,3.7638159,2.3180444,0.7927877,0.7374468,0.90684485
38,0.31252563,0.7268988,38,0.5904293,0.5136405,1.776256,0.684759,3.0023587,2.5574112,0.3403149,0.26972908
39,0.59572154,0.7901205,39,0.21587509,0.15955687,0.8093733,0.32786894,0.6749415,0.64774346,0.3961747,0.37588346
40,0.54420155,0.53020024,40,0.4268822,0.3902049,3.6556697,2.9404793,4.1300306,4.2086077,0.4400086,0.0644508
41,0.43671492,0.8915406,41,0.7834254,0.98588085,1.7116637,2.2584853,2.4001372,4.463231,0.7916355,0.3364784
42,0.22052075,0.38684553,42,0.75360596,0.83134997,1.019201,0.56690276,0.7281238,0.36856806,0.20644493,0.21959716
43,0.38029823,0.9109644,43,0.57829523,0.52403414,1.1481372,0.41808665,1.1074058,1.8350004,0.46301356,0.27477884
