,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.46809015,0.73758686,0.7580782,2.5015302,0.62889165,0
1,0.40234506,0.7201285,2.4838796,3.7083836,0.6461079,1
2,0.1998433,0.11668329,5.221948,5.071104,0.8255414,2
3,0.37437075,0.88622576,1.572377,2.9441192,0.41363218,3
4,0.13864817,0.7696702,0.5643386,0.8626154,0.37568188,4
5,0.4171163,0.31003693,3.8505712,0.58048683,0.8937284,5
6,0.38211462,0.122264124,5.1231155,1.7085154,0.68781173,6
7,0.7123506,0.08281293,4.4033947,2.1650968,0.56287915,7
8,0.83196974,0.7653711,1.9400486,1.3554515,0.6731205,8
9,0.09451137,0.58592904,3.015112,3.0013824,0.12093581,9
10,0.18599325,0.6270554,2.8986332,3.4526267,0.63944024,10
11,0.49969393,0.47177115,2.5356054,2.4570713,0.7754899,11
12,0.101625204,0.7185755,1.5427412,1.8163716,0.56598526,12
13,0.30732504,0.6857859,2.1175148,0.8387806,0.43215021,13
14,0.55084276,0.85176796,0.66277015,1.3882185,0.94716835,14
15,0.8296995,0.32998076,3.5682602,1.2018353,0.6394366,15
16,0.26434392,0.93511397,1.6337397,0.5967909,0.23947309,16
17,0.6760481,0.12217051,2.068215,3.5198207,0.44806987,17
18,0.6373347,0.304899,0.26930854,2.1813579,0.89286786,18
19,0.32613713,0.12533335,5.4502006,2.8861094,0.38710183,19
20,0.6139956,0.12983344,2.9352317,3.1846995,0.007581108,20
21,0.32917997,0.75196016,3.8582149,5.417837,0.84479654,21
22,0.10595542,0.76000816,2.6565166,1.2268388,0.4452551,22
23,0.31758702,0.5986986,1.2605715,2.269079,0.18164767,23
24,0.36036232,0.26075715,0.31075454,2.1508744,0.7978017,24
25,0.8604189,0.102576144,2.492476,1.1149892,0.36835465,25
26,0.41157794,0.59287494,1.1879052,4.9792914,0.30545187,26
27,0.5359471,0.710162,2.7443151,1.7601569,0.68425024,27
28,0.36446446,0.4751867,2.7927585,4.5067277,0.7354148,28
29,0.38016823,0.27681243,2.933138,5.4864154,0.8088759,29
30,0.54495114,0.7056614,3.7632945,4.8034754,0.73219824,30
31,0.51401454,0.5568414,3.1047182,4.6325407,0.425697,31
32,0.31074813,0.18650146,2.5927668,2.813522,0.68767506,32
33,0.36952317,0.68099886,2.244822,1.2392817,0.372079,33
34,0.6468386,0.08808504,1.7979882,2.633596,0.73087347,34
35,0.14723893,0.8254027,2.8444169,0.62575793,0.24533351,35
