,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.4951262,0.2913429,0,0.40605402,0.32229424,1.9786232,2.1732566,1.5753584,0.8647306,0.5193103,0.5407726
1,0.4932364,0.4679684,1,0.29270026,0.3384468,3.4373102,4.598378,3.0416384,3.8837533,0.55653816,0.6997212
2,0.28813976,0.8256122,2,0.71778953,0.78352654,1.7355664,1.0587938,4.7240458,5.627614,0.26324925,0.14260066
3,0.2789875,0.16756737,3,0.5341825,0.49599552,1.7991147,0.9633515,4.5187273,5.0627313,0.22289316,0.40704095
4,0.29641864,0.12422931,4,0.5514382,0.5461819,2.4256296,4.7361255,1.6152781,0.21350205,0.27173033,0.2649579
5,0.24544203,0.94426215,5,0.21633802,0.17293149,2.4381518,0.4645264,1.6055284,3.058034,0.5531913,0.26606148
6,0.58229184,0.9413129,6,0.7067531,0.91769594,3.0010622,5.798588,1.9006913,2.7495694,0.2785,0.13686562
7,0.24520698,0.7876088,7,0.27758038,0.26037872,2.2551444,0.41328406,4.4530826,5.0787888,0.6572748,0.9086463
8,0.3322577,0.47936726,8,0.62633663,0.65591806,2.0807133,1.5843594,4.7269006,5.081913,0.2391676,0.20550144
9,0.54553515,0.42758185,9,0.5436989,0.58163714,3.0334754,5.0034814,3.5400407,3.5762365,0.3203277,0.14301926
10,0.25761414,0.13091666,10,0.70798725,0.4484015,1.0326506,0.74941957,0.8590704,0.29515564,0.15734808,0.011933923
11,0.19619022,0.057575047,11,0.21406649,0.17756379,2.358054,3.7618885,2.4522436,1.0148424,0.60284597,0.5796675
12,0.43354028,0.2681808,12,0.27300555,0.24878234,3.4845374,4.654798,3.4462237,2.3348975,0.48870534,0.20858622
13,0.43186158,0.39048505,13,0.6905326,0.8112589,2.290312,5.3543935,3.2504752,4.365369,0.62021774,0.5467032
14,0.32190302,0.19363838,14,0.7108491,0.95849365,1.0162247,1.2507838,0.83340716,0.0021868944,0.47669023,0.31562996
15,0.67168355,0.9615752,15,0.64281386,0.70661384,3.6519532,2.873774,2.5196023,5.127023,0.7504993,0.7237374
16,0.46921742,0.3173241,16,0.6461529,0.77360773,2.4108033,4.968755,2.4311962,3.037002,0.7651214,0.6836567
17,0.7177054,0.82641345,17,0.39298406,0.42683053,4.084275,5.894123,2.1420789,1.8533278,0.6035055,0.97998065
18,0.6001923,0.36508512,18,0.19604611,0.14346421,3.7224252,3.560698,2.9352422,1.2812043,0.58186084,0.3395952
19,0.35051513,0.1907525,19,0.71283066,0.9104971,1.8966511,2.297401,2.8789375,3.5126903,0.7658429,0.9995969
20,0.30295092,0.60284865,20,0.3503349,0.30781686,2.3049173,0.36557364,4.046677,4.125246,0.23118535,0.35350788
21,0.6443702,0.49290824,21,0.23981659,0.21460634,3.7813888,3.9862428,2.5715337,0.45747435,0.6144349,0.02562511
22,0.51913476,0.4174629,22,0.7092953,0.8990152,2.3520632,5.4341307,1.7611873,4.287212,0.6890748,0.94893885
23,0.5761699,0.5970769,23,0.5978326,0.6376973,3.4509716,4.8719215,3.4610503,4.162201,0.72829753,0.3625551
24,0.59863865,0.46986347,24,0.39759356,0.32680148,3.565749,3.13698,4.46379,5.3075123,0.6824369,0.47807896
25,0.27335158,0.0226233,25,0.6837753,0.77464736,1.829494,2.2185354,3.452975,5.7207165,0.43693015,0.9468687
26,0.61765844,0.6139817,26,0.37583008,0.28318143,2.776277,1.0433714,2.5013893,3.283275,0.6611907,0.85235804
27,0.6937418,0.6999898,27,0.65011656,0.65741724,3.6836298,4.420121,2.6466894,1.0612324,0.7436018,0.9174657
28,0.2770872,0.014010549,28,0.591066,0.6370187,2.0700097,1.9925809,2.7485683,2.843145,0.2761747,0.5366187
29,0.3210379,0.06705952,29,0.7126847,0.81595415,1.7541777,1.4220861,3.249192,4.59879,0.623313,0.75152564
30,0.33265144,0.19715095,30,0.38627392,0.37236875,3.1308334,4.279427,3.6487315,1.5544581,0.7019165,0.57666755
31,0.6269507,0.50583875,31,0.67757475,0.8095967,2.9435961,5.172152,2.5359511,4.2902756,0.83033985,0.9348858
32,0.37218896,0.5916032,32,0.65412456,0.51431865,1.7539557,0.8477007,1.5645419,1.2541823,0.4220238,0.53857994
33,0.30907643,0.20064074,33,0.7193238,0.8116234,1.7741599,2.389663,3.6903615,4.5170226,0.29433104,0.06165278
34,0.21617894,0.12532765,34,0.29785606,0.22244662,1.532344,0.026577115,3.1466708,3.821878,0.23790939,0.38364887
35,0.6688555,0.66745865,35,0.19922443,0.22718358,4.023758,3.7443943,3.2954102,4.8320813,0.5947104,0.7114528
36,0.54364866,0.8204854,36,0.7166345,0.95801216,1.8999664,1.1970985,1.6499277,2.1062117,0.66183496,0.9928387
37,0.5101506,0.6285576,37,0.674145,0.75921035,2.9475775,5.571088,3.2159345,3.3047242,0.27746814,0.03851807
38,0.4857716,0.4934343,38,0.73454505,0.97899574,2.0367835,4.9097114,1.7887986,4.062886,0.79909325,0.7607826
39,0.33802265,0.0681631,39,0.11597055,0.10405177,3.39089,4.6075244,4.528751,4.551716,0.5513688,0.6707591
40,0.7003805,0.5673019,40,0.34697863,0.32246172,3.792804,4.6677856,2.5019448,2.3457074,0.58544165,0.17441177
41,0.2735307,0.110937536,41,0.7318312,0.9493893,1.752416,3.6885948,2.0398645,3.0751095,0.2616799,0.28873497
42,0.70825684,0.9555424,42,0.57526565,0.6159777,3.845334,2.7314024,2.96226,3.7932029,0.7285229,0.874866
43,0.3133929,0.357818,43,0.5675091,0.49112833,2.262083,0.8513278,2.567857,2.688172,0.37821332,0.6666819
