,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.51418436,0.2913429,0,0.47085035,0.32229424,2.3252912,2.1732566,1.8366002,0.8647306,0.5496071,0.5407726
1,0.5518551,0.4679684,1,0.32666165,0.3384468,3.5977433,4.598378,3.3903806,3.8837533,0.56803846,0.6997212
2,0.3256963,0.8256122,2,0.6899117,0.78352654,1.8285981,1.0587938,4.234339,5.627614,0.28628772,0.14260066
3,0.30942264,0.16756737,3,0.57955873,0.49599552,2.0030997,0.9633515,4.511086,5.0627313,0.27226716,0.40704095
4,0.32915393,0.12422931,4,0.59196144,0.5461819,2.2991896,4.7361255,1.8267623,0.21350205,0.3080327,0.2649579
5,0.3067965,0.94426215,5,0.24566421,0.17293149,2.6242695,0.4645264,2.2475865,3.058034,0.57842904,0.26606148
6,0.5110656,0.9413129,6,0.6660078,0.91769594,2.6654513,5.798588,1.8723658,2.7495694,0.3653105,0.13686562
7,0.2850185,0.7876088,7,0.31711805,0.26037872,2.40813,0.41328406,4.5267363,5.0787888,0.6330134,0.9086463
8,0.33542264,0.47936726,8,0.6276514,0.65591806,2.14825,1.5843594,4.521162,5.081913,0.26881233,0.20550144
9,0.52677774,0.42758185,9,0.5602245,0.58163714,3.0640755,5.0034814,3.491633,3.5762365,0.41699097,0.14301926
10,0.28975543,0.13091666,10,0.6840349,0.4484015,1.311011,0.74941957,1.1969919,0.29515564,0.21206988,0.011933923
11,0.2740633,0.057575047,11,0.26305857,0.17756379,2.5608847,3.7618885,2.9618032,1.0148424,0.5995874,0.5796675
12,0.5006858,0.2681808,12,0.28435996,0.24878234,3.4831138,4.654798,3.6252017,2.3348975,0.50598544,0.20858622
13,0.39483127,0.39048505,13,0.65271604,0.8112589,2.251568,5.3543935,2.8656733,4.365369,0.62889457,0.5467032
14,0.315377,0.19363838,14,0.68593276,0.95849365,1.3998015,1.2507838,1.185609,0.0021868944,0.40679532,0.31562996
15,0.6522968,0.9615752,15,0.6406412,0.70661384,3.4832788,2.873774,2.3448749,5.127023,0.72078663,0.7237374
16,0.45587388,0.3173241,16,0.63077796,0.77360773,2.3305776,4.968755,2.3451078,3.037002,0.7275621,0.6836567
17,0.6966512,0.82641345,17,0.3948276,0.42683053,4.037258,5.894123,2.3511539,1.8533278,0.62955946,0.97998065
18,0.62648183,0.36508512,18,0.21776648,0.14346421,3.8250089,3.560698,3.5116806,1.2812043,0.5881179,0.3395952
19,0.34879205,0.1907525,19,0.6838054,0.9104971,1.9953835,2.297401,2.5565176,3.5126903,0.72736794,0.9995969
20,0.3309494,0.60284865,20,0.38442677,0.30781686,2.446531,0.36557364,4.042931,4.125246,0.29719678,0.35350788
21,0.65863895,0.49290824,21,0.2536159,0.21460634,3.817317,3.9862428,2.8424742,0.45747435,0.5986692,0.02562511
