,discount,learning rate,mf weight,mb weight,repetition,subject,true discount,inferred discount,true learning rate,inferred learning rate,true mf weight,inferred mf weight,true mb weight,inferred mb weight,true repetition,inferred repetition
55,0.3610475,0.30342165,3.0778456,1.0858127,0.84078795,5,0.8549662,0.68045646,0.34181893,0.35033435,5.1844835,3.6965,0.20638204,1.9721785,0.19173956,0.6279771
56,0.80832314,0.11393312,2.4753923,4.6198416,0.5685522,6,0.70680207,0.6454635,0.15999454,0.18892977,2.774045,4.068614,4.8344707,4.1986113,0.7003887,0.60830116
57,0.64457977,0.23771444,4.1660357,5.138054,0.6791395,7,0.8329714,0.6651815,0.0056732297,0.17545968,5.492095,4.2140565,5.2749286,4.2522945,0.82918227,0.5920138
58,0.7036881,0.7651079,1.8025725,1.845654,0.95691437,8,0.35026908,0.5898306,0.9785553,0.6923002,5.5152774,2.2356894,1.6357834,1.6656655,0.94860774,0.7594213
59,0.07831371,0.46242803,3.0294063,1.6252667,0.42517346,9,0.031076312,0.26500574,0.410042,0.5744549,2.8984823,1.9853166,2.167254,2.6358569,0.11547536,0.22243299
60,0.65570605,0.7447548,1.7106035,5.216788,0.16953957,10,0.47680485,0.36156294,0.5882805,0.6242101,1.6778076,2.170452,3.3217502,3.1147232,0.09239733,0.374929
61,0.65582293,0.54248804,2.2714915,1.3351216,0.7020673,11,0.33008623,0.5047011,0.44150138,0.5439967,3.6580524,3.1131577,1.2365456,2.1113727,0.92681974,0.72492146
62,0.27521104,0.77544934,2.1094522,1.9322278,0.4552267,12,0.37460816,0.32474625,0.5046595,0.6385887,0.9157659,1.6862814,1.5859716,1.5884968,0.34772158,0.2545516
63,0.38830155,0.79228747,3.0607233,1.8855212,0.54493845,13,0.26205355,0.3772988,0.923914,0.6753233,3.0784729,1.7913768,1.0320536,1.3994348,0.39971167,0.4009574
64,0.7099675,0.8606936,1.5091034,1.7078519,0.57754785,14,0.5921992,0.46207556,0.1368447,0.62299365,0.18468797,1.220056,0.28880024,1.1047913,0.87211865,0.801496
65,0.8640074,0.46083423,4.2724147,4.2899704,0.84755665,15,0.9737907,0.7067876,0.42791867,0.38014582,4.677852,3.941627,2.6617675,2.5911963,0.5946402,0.64050937
66,0.38652763,0.4843776,0.5956905,1.5645096,0.28524107,16,0.025746882,0.3223816,0.3020243,0.62634826,1.1581922,1.3151026,0.059794307,1.0551871,0.33734345,0.27419752
67,0.33428296,0.16425389,4.5453973,2.6969252,0.738184,17,0.6509295,0.64527494,0.1367271,0.19863345,3.9394865,3.9106884,2.6474152,4.0397897,0.7989021,0.5830907
68,0.26018578,0.59489584,2.4852023,2.4594707,0.82162815,18,0.86555284,0.47954735,0.50922793,0.59893656,1.8003631,2.753038,2.9959345,3.0400918,0.113482475,0.6238949
69,0.46535024,0.17859188,4.604144,4.052025,0.9523387,19,0.4922269,0.5908624,0.059574366,0.17313388,5.247343,3.938292,5.583676,4.419083,0.120299816,0.5832356
70,0.43128008,0.14073691,4.9246945,3.9954424,0.49941245,20,0.37046063,0.6140823,0.08522928,0.19361828,2.4132857,4.098982,2.4426508,4.237906,0.49333858,0.5624302
71,0.79105145,0.53475076,1.3377266,4.790521,0.48599285,21,0.1759842,0.37087995,0.59426385,0.59078133,3.4122963,2.3470938,3.3523993,3.8390272,0.39587486,0.60736346
72,0.32290348,0.34590283,1.2850509,0.5485434,0.13829808,22,0.67180586,0.35061505,0.9686744,0.70957655,2.0936027,1.9733962,2.4440846,1.838908,0.06055695,0.30219772
73,0.46523643,0.75974685,0.98370266,4.0391674,0.2874888,23,0.25022835,0.335711,0.7693446,0.6821439,2.0509586,2.1100576,3.6664217,2.5373774,0.022204459,0.26864684
74,0.33604732,0.510544,1.8684704,3.9284549,0.8070167,24,0.22321069,0.35941434,0.5456891,0.53641844,3.9223216,2.5257492,5.058756,3.8982916,0.834003,0.7289309
75,0.8014668,0.17474931,3.6251872,3.8546338,0.9343304,25,0.1809923,0.67804307,0.1366877,0.18668085,4.0062494,3.9391928,0.4510671,2.5401468,0.61335766,0.6076772
76,0.61042607,0.6171834,0.6304785,4.7707624,0.38031784,26,0.15485883,0.34455743,0.60576874,0.6001393,4.8406887,2.3376176,4.4708223,4.2316284,0.3580392,0.36012536
77,0.71817267,0.6231954,0.97023106,1.998786,0.66804564,27,0.5292105,0.48307434,0.6842954,0.6382039,1.3708713,2.369,2.4409266,1.834855,0.8805287,0.61434937
78,0.26520053,0.8015296,4.8114977,5.024111,0.9627219,28,0.22106332,0.36578766,0.47927874,0.53536123,3.107638,2.4025235,5.9166446,4.712013,0.9822865,0.7173845
79,0.5194661,0.23519994,2.0349057,5.5258665,0.47502112,29,0.5740904,0.385784,0.20772558,0.27793407,0.86134493,2.895732,4.7575803,4.5656905,0.86795735,0.58660555
80,0.56632733,0.58893687,1.5833361,4.817852,0.877692,30,0.5323929,0.47893828,0.6165041,0.5955243,3.5786119,2.6892836,4.323195,3.7164178,0.6308557,0.75511855
81,0.46668476,0.7050285,4.858062,4.8760214,0.8797191,31,0.32020563,0.485493,0.42065102,0.49456862,3.8125148,3.1393125,2.6769166,3.081979,0.3072406,0.6969009
82,0.8395952,0.29867828,5.4042354,5.435905,0.75131994,32,0.97604525,0.6607268,0.20064086,0.22309852,1.7013291,4.0275087,4.987237,3.763729,0.80809313,0.6290941
83,0.42485353,0.6956817,1.7640449,2.0685914,0.48594353,33,0.8156034,0.41935626,0.7385583,0.68909043,1.8414094,2.0482512,1.7349422,1.7668386,0.4547156,0.5506177
84,0.6176779,0.18120806,4.129242,3.9503164,0.43123373,34,0.8181484,0.6399551,0.022736073,0.16658352,2.7819104,4.0478516,2.4103925,4.341164,0.030987084,0.56870115
85,0.57597464,0.31455117,0.5191338,0.44362622,0.10895297,35,0.07139212,0.32505345,0.9301758,0.6780162,4.2818565,1.8871082,1.3049637,1.477855,0.30170625,0.25557986
86,0.6290347,0.6699057,1.2236811,1.6060617,0.3075547,36,0.6750709,0.4489944,0.91410375,0.6965585,2.3167841,1.9616334,0.36646664,1.7131464,0.652877,0.514465
87,0.5908339,0.68418103,3.2175422,1.8383226,0.7625432,37,0.6634505,0.6609056,0.73173106,0.6499143,3.7638159,2.8870177,0.7927877,2.150933,0.90684485,0.71623904
88,0.53160375,0.54265785,1.709044,2.2550461,0.17917915,38,0.7268988,0.3302502,0.5136405,0.6076415,0.684759,2.0703404,2.5574112,2.8555205,0.26972908,0.31187102
89,0.35575262,0.4091977,1.589476,0.8625381,0.70948684,39,0.7901205,0.5864983,0.15955687,0.36271274,0.32786894,1.3324139,0.64774346,1.1790822,0.37588346,0.6104553
90,0.5944749,0.5298724,4.323959,5.3589973,0.76561356,40,0.53020024,0.581953,0.3902049,0.4351214,2.9404793,3.599726,4.2086077,4.102257,0.0644508,0.50172794
91,0.4194159,0.7179877,1.0679336,2.961143,0.88107127,41,0.8915406,0.39212266,0.98588085,0.7034559,2.2584853,1.9322578,4.463231,1.9821464,0.3364784,0.7411152
92,0.26034212,0.88487166,2.7455077,1.8286068,0.12525672,42,0.38684553,0.27189872,0.83134997,0.7004164,0.56690276,1.5210819,0.36856806,1.199334,0.21959716,0.22541676
93,0.10772366,0.6184802,2.3073997,1.7672391,0.50504607,43,0.9109644,0.36052653,0.52403414,0.619183,0.41808665,1.5952611,1.8350004,1.3641849,0.27477884,0.37167856
94,0.770297,0.37540737,4.478633,4.873083,0.91569823,44,0.47822392,0.43573397,0.12592888,0.22665429,0.45296645,3.28855,2.3874543,4.209592,0.040209293,0.55620635
95,0.26240352,0.5774138,3.8203115,4.8730497,0.73771507,45,0.47012454,0.35480127,0.35666823,0.5053072,0.7794131,2.4368763,4.22102,4.4292216,0.8741262,0.71703684
96,0.7612064,0.4989163,1.5588133,3.7305455,0.90679073,46,0.8137748,0.55969614,0.71670586,0.59321386,4.8323846,3.1524737,4.6258106,2.7519772,0.2921247,0.67266256
97,0.80842656,0.23406354,3.1876774,5.3620353,0.8450166,47,0.25607818,0.5821616,0.030082285,0.19284509,1.2243848,3.9467304,3.5349562,4.340696,0.6622209,0.5256205
98,0.6623632,0.19591103,4.8969603,3.2928085,0.864077,48,0.74300796,0.6496935,0.063281655,0.17773548,5.253848,4.114984,2.7794027,4.2142577,0.0014828444,0.5724645
99,0.25465924,0.53146964,1.1925132,2.407131,0.31677374,49,0.03785634,0.31509858,0.7490264,0.61512,4.743113,2.2067494,2.2060125,2.5204654,0.7557972,0.34147677
100,0.4162889,0.8371077,1.5901551,3.3784654,0.53662574,0,0.13878542,0.36105713,0.88329256,0.66756415,5.831762,2.0194824,1.8568686,1.9978237,0.5295074,0.45372364
101,0.45789593,0.52179956,1.367404,1.369334,0.6243102,1,0.26005572,0.40845466,0.7431386,0.6549524,3.107646,2.2224991,1.7491965,2.3577704,0.6635418,0.56073797
102,0.6206745,0.20248808,4.0322647,5.2562866,0.7655337,2,0.5296115,0.54609925,0.017167449,0.17987183,1.7016066,3.674775,5.601427,4.4563437,0.124191284,0.58658904
103,0.35753566,0.39558747,0.4873818,0.7525723,0.76701957,3,0.15004581,0.3646536,0.9979424,0.71820855,5.94586,1.8551363,4.503372,1.731112,0.52882767,0.52842784
104,0.35252598,0.83856535,1.1931098,1.5471292,0.45642677,4,0.084929466,0.29055777,0.5460148,0.6886853,0.65899086,1.3102393,0.03281057,1.1378571,0.10381168,0.26469558
105,0.7771743,0.26378453,2.9291573,0.9022355,0.27366796,5,0.8549662,0.68045646,0.34181893,0.35033435,5.1844835,3.6965,0.20638204,1.9721785,0.19173956,0.6279771
106,0.6646424,0.21782857,3.3168945,5.5716786,0.746577,6,0.70680207,0.6454635,0.15999454,0.18892977,2.774045,4.068614,4.8344707,4.1986113,0.7003887,0.60830116
107,0.8657489,0.22539146,4.289848,3.9635477,0.53046614,7,0.8329714,0.6651815,0.0056732297,0.17545968,5.492095,4.2140565,5.2749286,4.2522945,0.82918227,0.5920138
108,0.33997586,0.6444586,2.470156,0.98678696,0.8504531,8,0.35026908,0.5898306,0.9785553,0.6923002,5.5152774,2.2356894,1.6357834,1.6656655,0.94860774,0.7594213
109,0.2828576,0.8527426,2.5380642,3.8536682,0.09967093,9,0.031076312,0.26500574,0.410042,0.5744549,2.8984823,1.9853166,2.167254,2.6358569,0.11547536,0.22243299
110,0.751897,0.52442527,0.62932754,2.6631134,0.108430706,10,0.47680485,0.36156294,0.5882805,0.6242101,1.6778076,2.170452,3.3217502,3.1147232,0.09239733,0.374929
111,0.43388358,0.6620615,4.2236414,2.279442,0.7250443,11,0.33008623,0.5047011,0.44150138,0.5439967,3.6580524,3.1131577,1.2365456,2.1113727,0.92681974,0.72492146
112,0.7174044,0.86076796,1.6927975,1.5789983,0.25009394,12,0.37460816,0.32474625,0.5046595,0.6385887,0.9157659,1.6862814,1.5859716,1.5884968,0.34772158,0.2545516
113,0.5731135,0.6778759,1.5529025,1.1798339,0.27928218,13,0.26205355,0.3772988,0.923914,0.6753233,3.0784729,1.7913768,1.0320536,1.3994348,0.39971167,0.4009574
114,0.54133946,0.60043126,0.8001789,1.3749815,0.85189825,14,0.5921992,0.46207556,0.1368447,0.62299365,0.18468797,1.220056,0.28880024,1.1047913,0.87211865,0.801496
115,0.63472795,0.3671656,4.216986,3.802781,0.3381148,15,0.9737907,0.7067876,0.42791867,0.38014582,4.677852,3.941627,2.6617675,2.5911963,0.5946402,0.64050937
116,0.42323515,0.5785666,1.2104497,0.7019751,0.10141589,16,0.025746882,0.3223816,0.3020243,0.62634826,1.1581922,1.3151026,0.059794307,1.0551871,0.33734345,0.27419752
117,0.663024,0.14879632,2.8955357,1.7257297,0.7895682,17,0.6509295,0.64527494,0.1367271,0.19863345,3.9394865,3.9106884,2.6474152,4.0397897,0.7989021,0.5830907
118,0.6478363,0.72872275,2.2560186,4.381598,0.6311001,18,0.86555284,0.47954735,0.50922793,0.59893656,1.8003631,2.753038,2.9959345,3.0400918,0.113482475,0.6238949
119,0.3613677,0.21297,3.2135582,4.3152018,0.76815623,19,0.4922269,0.5908624,0.059574366,0.17313388,5.247343,3.938292,5.583676,4.419083,0.120299816,0.5832356
120,0.38778713,0.2141056,4.0366735,3.679268,0.445904,20,0.37046063,0.6140823,0.08522928,0.19361828,2.4132857,4.098982,2.4426508,4.237906,0.49333858,0.5624302
121,0.43983173,0.82707727,3.5463388,5.204404,0.54181683,21,0.1759842,0.37087995,0.59426385,0.59078133,3.4122963,2.3470938,3.3523993,3.8390272,0.39587486,0.60736346
122,0.781172,0.9141263,3.5285106,3.312978,0.10488745,22,0.67180586,0.35061505,0.9686744,0.70957655,2.0936027,1.9733962,2.4440846,1.838908,0.06055695,0.30219772
123,0.609204,0.61075485,0.45775712,2.1619954,0.39841908,23,0.25022835,0.335711,0.7693446,0.6821439,2.0509586,2.1100576,3.6664217,2.5373774,0.022204459,0.26864684
124,0.20113946,0.6121492,4.1385136,3.644659,0.66429025,24,0.22321069,0.35941434,0.5456891,0.53641844,3.9223216,2.5257492,5.058756,3.8982916,0.834003,0.7289309
125,0.53242356,0.1734617,4.4623146,1.7543085,0.96667886,25,0.1809923,0.67804307,0.1366877,0.18668085,4.0062494,3.9391928,0.4510671,2.5401468,0.61335766,0.6076772
126,0.10298733,0.7417971,4.192478,4.994031,0.92207956,26,0.15485883,0.34455743,0.60576874,0.6001393,4.8406887,2.3376176,4.4708223,4.2316284,0.3580392,0.36012536
127,0.57222897,0.85137993,3.0991502,2.6199374,0.6992667,27,0.5292105,0.48307434,0.6842954,0.6382039,1.3708713,2.369,2.4409266,1.834855,0.8805287,0.61434937
128,0.56139237,0.67295194,1.9118439,5.502919,0.76651764,28,0.22106332,0.36578766,0.47927874,0.53536123,3.107638,2.4025235,5.9166446,4.712013,0.9822865,0.7173845
129,0.19847386,0.29804903,3.59789,4.5068083,0.5379664,29,0.5740904,0.385784,0.20772558,0.27793407,0.86134493,2.895732,4.7575803,4.5656905,0.86795735,0.58660555
130,0.47456303,0.62832046,2.5251427,4.975593,0.9504808,30,0.5323929,0.47893828,0.6165041,0.5955243,3.5786119,2.6892836,4.323195,3.7164178,0.6308557,0.75511855
131,0.4110119,0.5996728,4.7203135,3.6334577,0.8323073,31,0.32020563,0.485493,0.42065102,0.49456862,3.8125148,3.1393125,2.6769166,3.081979,0.3072406,0.6969009
132,0.52382326,0.15862799,3.3904374,3.8663592,0.8566899,32,0.97604525,0.6607268,0.20064086,0.22309852,1.7013291,4.0275087,4.987237,3.763729,0.80809313,0.6290941
133,0.43214703,0.49758768,1.1103783,2.1904747,0.80094045,33,0.8156034,0.41935626,0.7385583,0.68909043,1.8414094,2.0482512,1.7349422,1.7668386,0.4547156,0.5506177
134,0.7712618,0.12488132,3.3365965,3.721621,0.5803315,34,0.8181484,0.6399551,0.022736073,0.16658352,2.7819104,4.0478516,2.4103925,4.341164,0.030987084,0.56870115
135,0.19880244,0.4176152,0.8447317,0.6297905,0.2664783,35,0.07139212,0.32505345,0.9301758,0.6780162,4.2818565,1.8871082,1.3049637,1.477855,0.30170625,0.25557986
136,0.35911226,0.6778919,1.3353239,1.2735797,0.57770246,36,0.6750709,0.4489944,0.91410375,0.6965585,2.3167841,1.9616334,0.36646664,1.7131464,0.652877,0.514465
137,0.6625235,0.521404,1.0386007,3.8619208,0.8035349,37,0.6634505,0.6609056,0.73173106,0.6499143,3.7638159,2.8870177,0.7927877,2.150933,0.90684485,0.71623904
138,0.09894709,0.59056014,2.3807878,2.8685448,0.7565713,38,0.7268988,0.3302502,0.5136405,0.6076415,0.684759,2.0703404,2.5574112,2.8555205,0.26972908,0.31187102
139,0.76903534,0.5320952,1.0427122,1.5460806,0.9463772,39,0.7901205,0.5864983,0.15955687,0.36271274,0.32786894,1.3324139,0.64774346,1.1790822,0.37588346,0.6104553
140,0.48865104,0.5431937,4.6444845,4.8945107,0.5179913,40,0.53020024,0.581953,0.3902049,0.4351214,2.9404793,3.599726,4.2086077,4.102257,0.0644508,0.50172794
141,0.555953,0.9051381,2.550218,3.0453067,0.78632146,41,0.8915406,0.39212266,0.98588085,0.7034559,2.2584853,1.9322578,4.463231,1.9821464,0.3364784,0.7411152
142,0.3169819,0.7283148,1.2318758,0.6851941,0.22990145,42,0.38684553,0.27189872,0.83134997,0.7004164,0.56690276,1.5210819,0.36856806,1.199334,0.21959716,0.22541676
143,0.4839392,0.5732196,1.3038167,1.083195,0.21706094,43,0.9109644,0.36052653,0.52403414,0.619183,0.41808665,1.5952611,1.8350004,1.3641849,0.27477884,0.37167856
144,0.3423283,0.15439223,2.3479252,3.7068193,0.66904414,44,0.47822392,0.43573397,0.12592888,0.22665429,0.45296645,3.28855,2.3874543,4.209592,0.040209293,0.55620635
145,0.25271916,0.46135968,2.8501613,4.4416485,0.5908199,45,0.47012454,0.35480127,0.35666823,0.5053072,0.7794131,2.4368763,4.22102,4.4292216,0.8741262,0.71703684
146,0.59168273,0.71307784,3.0131903,3.7619255,0.81061226,46,0.8137748,0.55969614,0.71670586,0.59321386,4.8323846,3.1524737,4.6258106,2.7519772,0.2921247,0.67266256
147,0.61482817,0.17706688,3.9890192,3.8668818,0.66417706,47,0.25607818,0.5821616,0.030082285,0.19284509,1.2243848,3.9467304,3.5349562,4.340696,0.6622209,0.5256205
148,0.56543964,0.1283543,3.4345844,4.042337,0.6354883,48,0.74300796,0.6496935,0.063281655,0.17773548,5.253848,4.114984,2.7794027,4.2142577,0.0014828444,0.5724645
