,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.35890886,0.13878542,0,0.70165527,0.88329256,1.990209,5.831762,2.002506,1.8568686,0.494646,0.5295074
1,0.44222447,0.26005572,1,0.6861766,0.7431386,2.1589775,3.107646,2.6941922,1.7491965,0.5524816,0.6635418
2,0.46562007,0.5296115,2,0.14380936,0.017167449,3.4805572,1.7016066,4.4995027,5.601427,0.55755514,0.124191284
3,0.39038286,0.15004581,3,0.7491384,0.9979424,1.7377431,5.94586,1.6182494,4.503372,0.5573617,0.52882767
4,0.27047276,0.084929466,4,0.7106052,0.5460148,0.93535924,0.65899086,0.7965852,0.03281057,0.2635172,0.10381168
5,0.6947712,0.8549662,5,0.34139758,0.34181893,3.5869029,5.1844835,1.6907231,0.20638204,0.63548255,0.19173956
6,0.61714566,0.70680207,6,0.15994142,0.15999454,3.9480908,2.774045,4.0517387,4.8344707,0.569588,0.7003887
7,0.6587562,0.8329714,7,0.12578908,0.0056732297,4.2412543,5.492095,3.9889388,5.2749286,0.5829755,0.82918227
8,0.6432743,0.35026908,8,0.7450726,0.9785553,2.5001636,5.5152774,1.4823974,1.6357834,0.7643178,0.94860774
9,0.22802006,0.031076312,9,0.55419385,0.410042,1.8922238,2.8984823,2.6795654,2.167254,0.17892824,0.11547536
10,0.3460445,0.47680485,10,0.64314055,0.5882805,2.2446706,1.6778076,3.367051,3.3217502,0.39183503,0.09239733
11,0.47884116,0.33008623,11,0.52652836,0.44150138,3.1585383,3.6580524,2.039357,1.2365456,0.7567302,0.92681974
12,0.29682976,0.37460816,12,0.6309336,0.5046595,1.528355,0.9157659,1.4442768,1.5859716,0.26224092,0.34772158
13,0.40839407,0.26205355,13,0.71664494,0.923914,1.5861604,3.0784729,1.3119138,1.0320536,0.43311113,0.39971167
14,0.5205958,0.5921992,14,0.5978693,0.1368447,0.9084812,0.18468797,0.79858303,0.28880024,0.8357165,0.87211865
15,0.7209491,0.9737907,15,0.37133822,0.42791867,3.973767,4.677852,2.465829,2.6617675,0.5763417,0.5946402
16,0.29050872,0.025746882,16,0.64128304,0.3020243,1.0078919,1.1581922,0.77288985,0.059794307,0.28845513,0.33734345
17,0.5835201,0.6509295,17,0.16361773,0.1367271,3.906065,3.9394865,3.7354572,2.6474152,0.5554585,0.7989021
18,0.5031275,0.86555284,18,0.5941863,0.50922793,2.791709,1.8003631,3.2003946,2.9959345,0.5891443,0.113482475
19,0.5366886,0.4922269,19,0.124449186,0.059574366,3.8583927,5.247343,4.4387355,5.583676,0.5547496,0.120299816
20,0.582759,0.37046063,20,0.1391617,0.08522928,4.003269,2.4132857,4.1822195,2.4426508,0.5480077,0.49333858
21,0.37451428,0.1759842,21,0.5939169,0.59426385,2.350526,3.4122963,4.0582976,3.3523993,0.6308313,0.39587486
22,0.3561792,0.67180586,22,0.73413366,0.9686744,1.8334807,2.0936027,1.6894146,2.4440846,0.32394078,0.06055695
