,discount,learning rate,mf weight,mb weight,repetition,subject,true discount,inferred discount,true learning rate,inferred learning rate,true mf weight,inferred mf weight,true mb weight,inferred mb weight,true repetition,inferred repetition
11,0.4185893,0.64399546,4.7080827,2.030963,0.85430485,11,0.33008623,0.47884116,0.44150138,0.52652836,3.6580524,3.1585383,1.2365456,2.039357,0.92681974,0.7567302
12,0.33948287,0.67458755,1.5745416,1.5118926,0.15501247,12,0.37460816,0.29682976,0.5046595,0.6309336,0.9157659,1.528355,1.5859716,1.4442768,0.34772158,0.26224092
13,0.7400222,0.6411341,1.3246714,1.1118997,0.120164216,13,0.26205355,0.40839407,0.923914,0.71664494,3.0784729,1.5861604,1.0320536,1.3119138,0.39971167,0.43311113
14,0.29852244,0.45341867,1.0442617,0.69932353,0.9437655,14,0.5921992,0.5205958,0.1368447,0.5978693,0.18468797,0.9084812,0.28880024,0.79858303,0.87211865,0.8357165
15,0.8580359,0.3324021,2.4322176,3.7365031,0.73714304,15,0.9737907,0.7209491,0.42791867,0.37133822,4.677852,3.973767,2.6617675,2.465829,0.5946402,0.5763417
16,0.2889929,0.633378,0.76671946,0.4829771,0.16957961,16,0.025746882,0.29050872,0.3020243,0.64128304,1.1581922,1.0078919,0.059794307,0.77288985,0.33734345,0.28845513
17,0.53115094,0.12503971,3.674109,2.2851567,0.6165153,17,0.6509295,0.5835201,0.1367271,0.16361773,3.9394865,3.906065,2.6474152,3.7354572,0.7989021,0.5554585
18,0.33807147,0.47859472,1.9079883,1.5804863,0.26833194,18,0.86555284,0.5031275,0.50922793,0.5941863,1.8003631,2.791709,2.9959345,3.2003946,0.113482475,0.5891443
19,0.8100939,0.11240061,3.8737957,2.844415,0.5463348,19,0.4922269,0.5366886,0.059574366,0.124449186,5.247343,3.8583927,5.583676,4.4387355,0.120299816,0.5547496
20,0.6501534,0.119159125,4.90927,3.8305187,0.69740355,20,0.37046063,0.582759,0.08522928,0.1391617,2.4132857,4.003269,2.4426508,4.1822195,0.49333858,0.5480077
21,0.38322708,0.6966139,2.5980527,5.269044,0.8440181,21,0.1759842,0.37451428,0.59426385,0.5939169,3.4122963,2.350526,3.3523993,4.0582976,0.39587486,0.6308313
22,0.44153738,0.84861624,2.5210087,2.3036628,0.13445765,22,0.67180586,0.3561792,0.9686744,0.73413366,2.0936027,1.8334807,2.4440846,1.6894146,0.06055695,0.32394078
23,0.3982833,0.79215366,2.1420803,3.2140012,0.042879976,23,0.25022835,0.3554458,0.7693446,0.71141016,2.0509586,1.9419631,3.6664217,2.7482574,0.022204459,0.23860116
24,0.28633302,0.594549,3.1189091,4.6399965,0.75038475,24,0.22321069,0.33612522,0.5456891,0.50316954,3.9223216,2.358184,5.058756,3.9956768,0.834003,0.75856096
25,0.89458114,0.1470491,4.0307803,4.213107,0.9604649,25,0.1809923,0.6462246,0.1366877,0.14992121,4.0062494,3.7386208,0.4510671,1.7469417,0.61335766,0.59761465
26,0.25187686,0.41043213,1.2789043,2.620791,0.29026824,26,0.15485883,0.30768818,0.60576874,0.5738901,4.8406887,2.3010046,4.4708223,4.4017725,0.3580392,0.36842415
27,0.7688616,0.54556066,1.3650796,2.4543247,0.26914403,27,0.5292105,0.5256151,0.6842954,0.640452,1.3708713,2.3338482,2.4409266,1.7470948,0.8805287,0.5876599
28,0.22200942,0.454994,2.7883837,3.6949773,0.3757624,28,0.22106332,0.33453315,0.47927874,0.50831574,3.107638,2.406373,5.9166446,4.9737,0.9822865,0.7437895
29,0.32337725,0.22000782,1.3003048,5.068029,0.7849531,29,0.5740904,0.34077117,0.20772558,0.2506014,0.86134493,2.5687582,4.7575803,4.704172,0.86795735,0.61390376
30,0.3202402,0.55940396,2.8055043,4.4612536,0.78394383,30,0.5323929,0.49013758,0.6165041,0.60031366,3.5786119,2.6519556,4.323195,4.0981464,0.6308557,0.8032966
31,0.31714296,0.47977096,4.141916,2.0374584,0.84326017,31,0.32020563,0.434112,0.42065102,0.4698106,3.8125148,3.2673168,2.6769166,3.0163739,0.3072406,0.70787406
32,0.30845502,0.18832886,4.09494,1.3645775,0.99311996,32,0.97604525,0.6263504,0.20064086,0.20732476,1.7013291,3.9046073,4.987237,3.4650009,0.80809313,0.63421607
33,0.43038237,0.7976,2.201776,1.8279519,0.7974734,33,0.8156034,0.4446305,0.7385583,0.7202583,1.8414094,1.9890037,1.7349422,1.6470052,0.4547156,0.5779586
34,0.65411544,0.13852206,2.283617,5.7045255,0.6554287,34,0.8181484,0.5970227,0.022736073,0.12514424,2.7819104,4.017233,2.4103925,4.2062993,0.030987084,0.56346774
35,0.4669283,0.6616429,0.72905487,1.7061856,0.23973507,35,0.07139212,0.29900765,0.9301758,0.7094725,4.2818565,1.7400706,1.3049637,1.2959719,0.30170625,0.26974243
36,0.43124625,0.7148796,1.4221702,1.1538422,0.36142272,36,0.6750709,0.5036722,0.91410375,0.73720115,2.3167841,2.0642662,0.36646664,1.6049868,0.652877,0.47992152
37,0.646149,0.53131515,1.9515457,1.1590958,0.5665441,37,0.6634505,0.6801432,0.73173106,0.68509513,3.7638159,3.2656066,0.7927877,2.207283,0.90684485,0.7316201
38,0.1050541,0.56196284,1.5083938,3.9802618,0.5609541,38,0.7268988,0.31263536,0.5136405,0.5883946,0.684759,1.8213562,2.5574112,2.9068162,0.26972908,0.31736204
39,0.45279798,0.3393928,1.9690087,0.8341515,0.52156544,39,0.7901205,0.5979512,0.15955687,0.25652942,0.32786894,0.98099446,0.64774346,0.8239321,0.37588346,0.50385773
40,0.46362802,0.33677995,2.4794788,2.5382853,0.34294295,40,0.53020024,0.55745167,0.3902049,0.42670777,2.9404793,3.6604898,4.2086077,4.1106906,0.0644508,0.46592477
41,0.29054618,0.76152766,2.6007242,1.3954151,0.8123595,41,0.8915406,0.40810633,0.98588085,0.7522134,2.2584853,1.7982244,4.463231,2.174522,0.3364784,0.7708477
42,0.33300245,0.6944087,0.761925,0.7612177,0.1770205,42,0.38684553,0.25465778,0.83134997,0.73010796,0.56690276,1.1656145,0.36856806,0.8795602,0.21959716,0.21590628
43,0.40581703,0.6729055,0.8895066,2.3195598,0.49329895,43,0.9109644,0.36341327,0.52403414,0.602015,0.41808665,1.3321326,1.8350004,1.1427704,0.27477884,0.41918892
44,0.21614662,0.28371182,5.155801,5.6382422,0.6907084,44,0.47822392,0.32344356,0.12592888,0.19634692,0.45296645,3.0446062,2.3874543,4.2613387,0.040209293,0.5345078
45,0.28399333,0.41108638,2.2486708,4.7501597,0.79858214,45,0.47012454,0.2946091,0.35666823,0.45182958,0.7794131,2.3784933,4.22102,4.3911133,0.8741262,0.7391483
46,0.60624146,0.50403494,2.0453477,2.1241274,0.6432011,46,0.8137748,0.5931812,0.71670586,0.6065244,4.8323846,3.4318066,4.6258106,2.8402717,0.2921247,0.6298255
47,0.3970475,0.075638115,3.0626657,3.3432937,0.2638716,47,0.25607818,0.503847,0.030082285,0.12070047,1.2243848,3.7949898,3.5349562,4.3077135,0.6622209,0.48194584
48,0.38752186,0.1286613,4.6909113,4.6575513,0.3137721,48,0.74300796,0.6280382,0.063281655,0.11899373,5.253848,4.244577,2.7794027,4.2658367,0.0014828444,0.5460728
49,0.34103924,0.59122425,1.855845,2.4684925,0.06328893,49,0.03785634,0.30262646,0.7490264,0.6107533,4.743113,2.1329288,2.2060125,2.553274,0.7557972,0.35130602
50,0.8147856,0.85084325,1.5929385,2.3181145,0.2864406,0,0.13878542,0.35890886,0.88329256,0.70165527,5.831762,1.990209,1.8568686,2.002506,0.5295074,0.494646
51,0.6514501,0.6569629,2.1484628,1.3389539,0.22341372,1,0.26005572,0.44222447,0.7431386,0.6861766,3.107646,2.1589775,1.7491965,2.6941922,0.6635418,0.5524816
52,0.24521692,0.12963648,3.0131764,4.3126454,0.7728869,2,0.5296115,0.46562007,0.017167449,0.14380936,1.7016066,3.4805572,5.601427,4.4995027,0.124191284,0.55755514
53,0.44502115,0.4345155,0.5741613,0.7653213,0.6163497,3,0.15004581,0.39038286,0.9979424,0.7491384,5.94586,1.7377431,4.503372,1.6182494,0.52882767,0.5573617
54,0.18999729,0.49711448,0.69933987,0.63880813,0.22195892,4,0.084929466,0.27047276,0.5460148,0.7106052,0.65899086,0.93535924,0.03281057,0.7965852,0.10381168,0.2635172
55,0.49435952,0.33148795,3.2112265,0.34889966,0.84282434,5,0.8549662,0.6947712,0.34181893,0.34139758,5.1844835,3.5869029,0.20638204,1.6907231,0.19173956,0.63548255
56,0.8503988,0.15480013,4.4318647,5.443987,0.096859805,6,0.70680207,0.61714566,0.15999454,0.15994142,2.774045,3.9480908,4.8344707,4.0517387,0.7003887,0.569588
57,0.4692315,0.062332068,4.6341243,2.9997418,0.8835224,7,0.8329714,0.6587562,0.0056732297,0.12578908,5.492095,4.2412543,5.2749286,3.9889388,0.82918227,0.5829755
58,0.5448218,0.7758983,2.7471416,1.9151276,0.7399339,8,0.35026908,0.6432743,0.9785553,0.7450726,5.5152774,2.5001636,1.6357834,1.4823974,0.94860774,0.7643178
59,0.16714089,0.6710636,1.4278852,3.184822,0.2445084,9,0.031076312,0.22802006,0.410042,0.55419385,2.8984823,1.8922238,2.167254,2.6795654,0.11547536,0.17892824
60,0.5060164,0.690096,2.3395338,3.2233415,0.40374678,10,0.47680485,0.3460445,0.5882805,0.64314055,1.6778076,2.2446706,3.3217502,3.367051,0.09239733,0.39183503
61,0.6324018,0.5900997,3.233845,1.4344873,0.81171936,11,0.33008623,0.47884116,0.44150138,0.52652836,3.6580524,3.1585383,1.2365456,2.039357,0.92681974,0.7567302
62,0.2344096,0.62516624,1.3902366,1.6634989,0.24478486,12,0.37460816,0.29682976,0.5046595,0.6309336,0.9157659,1.528355,1.5859716,1.4442768,0.34772158,0.26224092
63,0.34538728,0.6361025,1.2635014,1.377837,0.5386018,13,0.26205355,0.40839407,0.923914,0.71664494,3.0784729,1.5861604,1.0320536,1.3119138,0.39971167,0.43311113
64,0.5454151,0.8266469,1.3508544,1.3286301,0.914543,14,0.5921992,0.5205958,0.1368447,0.5978693,0.18468797,0.9084812,0.28880024,0.79858303,0.87211865,0.8357165
65,0.6297316,0.38207096,4.821084,1.6077679,0.6269108,15,0.9737907,0.7209491,0.42791867,0.37133822,4.677852,3.973767,2.6617675,2.465829,0.5946402,0.5763417
66,0.30764112,0.6956328,1.3919058,0.7073983,0.22142233,16,0.025746882,0.29050872,0.3020243,0.64128304,1.1581922,1.0078919,0.059794307,0.77288985,0.33734345,0.28845513
67,0.44602865,0.26836008,4.334386,5.591647,0.1661583,17,0.6509295,0.5835201,0.1367271,0.16361773,3.9394865,3.906065,2.6474152,3.7354572,0.7989021,0.5554585
68,0.4621239,0.684698,4.8716164,2.8392,0.46801212,18,0.86555284,0.5031275,0.50922793,0.5941863,1.8003631,2.791709,2.9959345,3.2003946,0.113482475,0.5891443
69,0.25138804,0.06993669,2.5526612,4.6374054,0.46063155,19,0.4922269,0.5366886,0.059574366,0.124449186,5.247343,3.8583927,5.583676,4.4387355,0.120299816,0.5547496
70,0.42601007,0.16541685,3.8649435,3.5846324,0.96907234,20,0.37046063,0.582759,0.08522928,0.1391617,2.4132857,4.003269,2.4426508,4.1822195,0.49333858,0.5480077
71,0.25614288,0.8039508,4.7123775,5.4942975,0.82812476,21,0.1759842,0.37451428,0.59426385,0.5939169,3.4122963,2.350526,3.3523993,4.0582976,0.39587486,0.6308313
72,0.5004034,0.7851684,1.4262469,1.1815104,0.48455206,22,0.67180586,0.3561792,0.9686744,0.73413366,2.0936027,1.8334807,2.4440846,1.6894146,0.06055695,0.32394078
73,0.112483114,0.7147292,3.5663056,2.2717319,0.55897415,23,0.25022835,0.3554458,0.7693446,0.71141016,2.0509586,1.9419631,3.6664217,2.7482574,0.022204459,0.23860116
74,0.3775463,0.47768688,1.5845529,4.5227375,0.7975715,24,0.22321069,0.33612522,0.5456891,0.50316954,3.9223216,2.358184,5.058756,3.9956768,0.834003,0.75856096
75,0.6346756,0.091585696,2.1859155,0.83601296,0.15463562,25,0.1809923,0.6462246,0.1366877,0.14992121,4.0062494,3.7386208,0.4510671,1.7469417,0.61335766,0.59761465
76,0.36604834,0.6247687,4.623898,4.578148,0.047557916,26,0.15485883,0.30768818,0.60576874,0.5738901,4.8406887,2.3010046,4.4708223,4.4017725,0.3580392,0.36842415
77,0.60948384,0.5584373,1.4154038,1.6484395,0.5131205,27,0.5292105,0.5256151,0.6842954,0.640452,1.3708713,2.3338482,2.4409266,1.7470948,0.8805287,0.5876599
78,0.48253042,0.45529807,1.8516424,5.0908465,0.6494958,28,0.22106332,0.33453315,0.47927874,0.50831574,3.107638,2.406373,5.9166446,4.9737,0.9822865,0.7437895
79,0.34298724,0.3336157,4.503105,5.4757752,0.4628971,29,0.5740904,0.34077117,0.20772558,0.2506014,0.86134493,2.5687582,4.7575803,4.704172,0.86795735,0.61390376
80,0.5874407,0.5997335,2.98766,4.6031814,0.9556682,30,0.5323929,0.49013758,0.6165041,0.60031366,3.5786119,2.6519556,4.323195,4.0981464,0.6308557,0.8032966
81,0.24458602,0.2820092,1.8816352,1.9017317,0.46726164,31,0.32020563,0.434112,0.42065102,0.4698106,3.8125148,3.2673168,2.6769166,3.0163739,0.3072406,0.70787406
82,0.7508814,0.19536714,4.251875,2.40888,0.503986,32,0.97604525,0.6263504,0.20064086,0.20732476,1.7013291,3.9046073,4.987237,3.4650009,0.80809313,0.63421607
83,0.49847853,0.5787279,0.72585183,0.9731326,0.87282765,33,0.8156034,0.4446305,0.7385583,0.7202583,1.8414094,1.9890037,1.7349422,1.6470052,0.4547156,0.5779586
84,0.5325468,0.12790151,4.551597,5.497463,0.5114274,34,0.8181484,0.5970227,0.022736073,0.12514424,2.7819104,4.017233,2.4103925,4.2062993,0.030987084,0.56346774
85,0.36707872,0.71778816,1.4417598,1.451017,0.14109612,35,0.07139212,0.29900765,0.9301758,0.7094725,4.2818565,1.7400706,1.3049637,1.2959719,0.30170625,0.26974243
86,0.4554711,0.4042162,0.6164643,0.5048093,0.74470115,36,0.6750709,0.5036722,0.91410375,0.73720115,2.3167841,2.0642662,0.36646664,1.6049868,0.652877,0.47992152
87,0.7543862,0.7103684,3.123614,1.4585733,0.6531148,37,0.6634505,0.6801432,0.73173106,0.68509513,3.7638159,3.2656066,0.7927877,2.207283,0.90684485,0.7316201
88,0.16177231,0.47374123,1.2057494,2.025293,0.31254664,38,0.7268988,0.31263536,0.5136405,0.5883946,0.684759,1.8213562,2.5574112,2.9068162,0.26972908,0.31736204
89,0.73122734,0.30739656,1.4056761,0.9345547,0.2544536,39,0.7901205,0.5979512,0.15955687,0.25652942,0.32786894,0.98099446,0.64774346,0.8239321,0.37588346,0.50385773
90,0.6123527,0.41294485,2.8489563,3.0616703,0.123966984,40,0.53020024,0.55745167,0.3902049,0.42670777,2.9404793,3.6604898,4.2086077,4.1106906,0.0644508,0.46592477
91,0.21094145,0.6020537,1.0800993,1.9711014,0.8918369,41,0.8915406,0.40810633,0.98588085,0.7522134,2.2584853,1.7982244,4.463231,2.174522,0.3364784,0.7708477
92,0.33145842,0.7581971,1.7245586,0.81478655,0.1818517,42,0.38684553,0.25465778,0.83134997,0.73010796,0.56690276,1.1656145,0.36856806,0.8795602,0.21959716,0.21590628
93,0.45006913,0.6148405,1.9455576,0.7070712,0.13646735,43,0.9109644,0.36341327,0.52403414,0.602015,0.41808665,1.3321326,1.8350004,1.1427704,0.27477884,0.41918892
94,0.1896897,0.15090458,3.2323117,2.5722206,0.51835954,44,0.47822392,0.32344356,0.12592888,0.19634692,0.45296645,3.0446062,2.3874543,4.2613387,0.040209293,0.5345078
95,0.1262098,0.5658255,4.796334,4.458662,0.89358103,45,0.47012454,0.2946091,0.35666823,0.45182958,0.7794131,2.3784933,4.22102,4.3911133,0.8741262,0.7391483
96,0.7068312,0.72607124,4.1718674,4.0829906,0.45073202,46,0.8137748,0.5931812,0.71670586,0.6065244,4.8323846,3.4318066,4.6258106,2.8402717,0.2921247,0.6298255
97,0.5157666,0.07980092,5.0404215,2.6589499,0.5500072,47,0.25607818,0.503847,0.030082285,0.12070047,1.2243848,3.7949898,3.5349562,4.3077135,0.6622209,0.48194584
98,0.44896767,0.11620672,4.2335134,3.8384557,0.6778851,48,0.74300796,0.6280382,0.063281655,0.11899373,5.253848,4.244577,2.7794027,4.2658367,0.0014828444,0.5460728
99,0.3259949,0.43982944,1.9755974,2.630942,0.16772969,49,0.03785634,0.30262646,0.7490264,0.6107533,4.743113,2.1329288,2.2060125,2.553274,0.7557972,0.35130602
100,0.41030988,0.80745065,1.7408978,1.5614419,0.67934585,0,0.13878542,0.35890886,0.88329256,0.70165527,5.831762,1.990209,1.8568686,2.002506,0.5295074,0.494646
101,0.32082686,0.6712013,2.7169833,2.0183117,0.14031976,1,0.26005572,0.44222447,0.7431386,0.6861766,3.107646,2.1589775,1.7491965,2.6941922,0.6635418,0.5524816
102,0.65672475,0.1386205,3.463777,5.0849104,0.39128855,2,0.5296115,0.46562007,0.017167449,0.14380936,1.7016066,3.4805572,5.601427,4.4995027,0.124191284,0.55755514
103,0.1450512,0.835015,2.390089,1.365855,0.77644163,3,0.15004581,0.39038286,0.9979424,0.7491384,5.94586,1.7377431,4.503372,1.6182494,0.52882767,0.5573617
104,0.22621164,0.56890815,0.6984817,0.86829776,0.22306539,4,0.084929466,0.27047276,0.5460148,0.7106052,0.65899086,0.93535924,0.03281057,0.7965852,0.10381168,0.2635172
105,0.6140311,0.24781327,2.5103111,1.1025473,0.5870652,5,0.8549662,0.6947712,0.34181893,0.34139758,5.1844835,3.5869029,0.20638204,1.6907231,0.19173956,0.63548255
106,0.6599231,0.2356708,5.308918,5.2883196,0.6272057,6,0.70680207,0.61714566,0.15999454,0.15994142,2.774045,3.9480908,4.8344707,4.0517387,0.7003887,0.569588
107,0.61892676,0.1197273,1.9752555,3.8049526,0.71090233,7,0.8329714,0.6587562,0.0056732297,0.12578908,5.492095,4.2412543,5.2749286,3.9889388,0.82918227,0.5829755
108,0.6404686,0.5001268,0.4641418,1.3748133,0.90815324,8,0.35026908,0.6432743,0.9785553,0.7450726,5.5152774,2.5001636,1.6357834,1.4823974,0.94860774,0.7643178
109,0.19402073,0.72743595,2.5850644,1.8683126,0.2317124,9,0.031076312,0.22802006,0.410042,0.55419385,2.8984823,1.8922238,2.167254,2.6795654,0.11547536,0.17892824
110,0.14597501,0.7902654,5.2474675,3.1984153,0.54733646,10,0.47680485,0.3460445,0.5882805,0.64314055,1.6778076,2.2446706,3.3217502,3.367051,0.09239733,0.39183503
111,0.57859266,0.6807081,3.579235,3.3026152,0.9219743,11,0.33008623,0.47884116,0.44150138,0.52652836,3.6580524,3.1585383,1.2365456,2.039357,0.92681974,0.7567302
112,0.14938036,0.57655454,0.4456427,1.9225438,0.5680469,12,0.37460816,0.29682976,0.5046595,0.6309336,0.9157659,1.528355,1.5859716,1.4442768,0.34772158,0.26224092
113,0.3658131,0.6941174,1.5243714,1.0371218,0.39269704,13,0.26205355,0.40839407,0.923914,0.71664494,3.0784729,1.5861604,1.0320536,1.3119138,0.39971167,0.43311113
114,0.20484427,0.71659535,1.252929,0.62343645,0.8925665,14,0.5921992,0.5205958,0.1368447,0.5978693,0.18468797,0.9084812,0.28880024,0.79858303,0.87211865,0.8357165
115,0.73492825,0.27842,2.7326398,0.91731143,0.059020232,15,0.9737907,0.7209491,0.42791867,0.37133822,4.677852,3.973767,2.6617675,2.465829,0.5946402,0.5763417
116,0.31916815,0.6421374,0.6977445,0.7175717,0.50311965,16,0.025746882,0.29050872,0.3020243,0.64128304,1.1581922,1.0078919,0.059794307,0.77288985,0.33734345,0.28845513
117,0.32182017,0.17010936,4.469312,3.1252928,0.27016252,17,0.6509295,0.5835201,0.1367271,0.16361773,3.9394865,3.906065,2.6474152,3.7354572,0.7989021,0.5554585
118,0.34086642,0.7132485,3.6574893,4.0713487,0.8394262,18,0.86555284,0.5031275,0.50922793,0.5941863,1.8003631,2.791709,2.9959345,3.2003946,0.113482475,0.5891443
119,0.70215654,0.11801989,2.3259141,5.7464767,0.4492847,19,0.4922269,0.5366886,0.059574366,0.124449186,5.247343,3.8583927,5.583676,4.4387355,0.120299816,0.5547496
120,0.9141979,0.11282229,4.645385,3.0301204,0.20854148,20,0.37046063,0.582759,0.08522928,0.1391617,2.4132857,4.003269,2.4426508,4.1822195,0.49333858,0.5480077
121,0.30105123,0.73054624,3.8436027,4.6380925,0.8101176,21,0.1759842,0.37451428,0.59426385,0.5939169,3.4122963,2.350526,3.3523993,4.0582976,0.39587486,0.6308313
122,0.16973382,0.724075,2.1263728,0.99858266,0.5448073,22,0.67180586,0.3561792,0.9686744,0.73413366,2.0936027,1.8334807,2.4440846,1.6894146,0.06055695,0.32394078
123,0.18943633,0.6944098,2.1715481,2.4049938,0.50517654,23,0.25022835,0.3554458,0.7693446,0.71141016,2.0509586,1.9419631,3.6664217,2.7482574,0.022204459,0.23860116
124,0.31126228,0.43559444,1.6102867,2.9318886,0.9134352,24,0.22321069,0.33612522,0.5456891,0.50316954,3.9223216,2.358184,5.058756,3.9956768,0.834003,0.75856096
125,0.94403106,0.16620803,2.9058468,4.3071523,0.7041095,25,0.1809923,0.6462246,0.1366877,0.14992121,4.0062494,3.7386208,0.4510671,1.7469417,0.61335766,0.59761465
126,0.36534628,0.7595453,3.5211172,5.7153077,0.297846,26,0.15485883,0.30768818,0.60576874,0.5738901,4.8406887,2.3010046,4.4708223,4.4017725,0.3580392,0.36842415
127,0.3157885,0.77878153,2.5054088,2.291862,0.8522461,27,0.5292105,0.5256151,0.6842954,0.640452,1.3708713,2.3338482,2.4409266,1.7470948,0.8805287,0.5876599
128,0.29634762,0.8045759,5.013287,5.7600846,0.82969975,28,0.22106332,0.33453315,0.47927874,0.50831574,3.107638,2.406373,5.9166446,4.9737,0.9822865,0.7437895
129,0.40837583,0.2208399,1.3928512,4.1653047,0.64290416,29,0.5740904,0.34077117,0.20772558,0.2506014,0.86134493,2.5687582,4.7575803,4.704172,0.86795735,0.61390376
130,0.6252086,0.4484864,0.5220578,4.0777693,0.8872992,30,0.5323929,0.49013758,0.6165041,0.60031366,3.5786119,2.6519556,4.323195,4.0981464,0.6308557,0.8032966
131,0.29533112,0.52021664,4.3937125,2.7233036,0.4944962,31,0.32020563,0.434112,0.42065102,0.4698106,3.8125148,3.2673168,2.6769166,3.0163739,0.3072406,0.70787406
132,0.79018986,0.15461703,3.4008489,3.0212426,0.112412944,32,0.97604525,0.6263504,0.20064086,0.20732476,1.7013291,3.9046073,4.987237,3.4650009,0.80809313,0.63421607
133,0.39943454,0.8034668,1.8790351,2.0864015,0.696822,33,0.8156034,0.4446305,0.7385583,0.7202583,1.8414094,1.9890037,1.7349422,1.6470052,0.4547156,0.5779586
134,0.5448105,0.12970819,4.955649,2.545504,0.88408816,34,0.8181484,0.5970227,0.022736073,0.12514424,2.7819104,4.017233,2.4103925,4.2062993,0.030987084,0.56346774
135,0.3254567,0.9006939,2.0089388,2.0640543,0.26419505,35,0.07139212,0.29900765,0.9301758,0.7094725,4.2818565,1.7400706,1.3049637,1.2959719,0.30170625,0.26974243
136,0.41081092,0.8237289,2.0788984,1.6080403,0.646797,36,0.6750709,0.5036722,0.91410375,0.73720115,2.3167841,2.0642662,0.36646664,1.6049868,0.652877,0.47992152
137,0.6337541,0.6058729,2.7471364,0.62134355,0.84188795,37,0.6634505,0.6801432,0.73173106,0.68509513,3.7638159,3.2656066,0.7927877,2.207283,0.90684485,0.7316201
138,0.12483743,0.71555126,3.4271874,4.345389,0.37436226,38,0.7268988,0.31263536,0.5136405,0.5883946,0.684759,1.8213562,2.5574112,2.9068162,0.26972908,0.31736204
139,0.7360574,0.29006135,0.82481736,1.674738,0.8717866,39,0.7901205,0.5979512,0.15955687,0.25652942,0.32786894,0.98099446,0.64774346,0.8239321,0.37588346,0.50385773
140,0.59325635,0.4254785,4.139289,3.5439928,0.506222,40,0.53020024,0.55745167,0.3902049,0.42670777,2.9404793,3.6604898,4.2086077,4.1106906,0.0644508,0.46592477
141,0.3448138,0.70884746,2.5208452,1.6048422,0.5240172,41,0.8915406,0.40810633,0.98588085,0.7522134,2.2584853,1.7982244,4.463231,2.174522,0.3364784,0.7708477
142,0.19249786,0.86717343,2.3626385,0.945918,0.16362378,42,0.38684553,0.25465778,0.83134997,0.73010796,0.56690276,1.1656145,0.36856806,0.8795602,0.21959716,0.21590628
143,0.43023992,0.65572464,2.002175,0.9226116,0.12960882,43,0.9109644,0.36341327,0.52403414,0.602015,0.41808665,1.3321326,1.8350004,1.1427704,0.27477884,0.41918892
144,0.30326718,0.19020712,2.790585,3.8693697,0.8679876,44,0.47822392,0.32344356,0.12592888,0.19634692,0.45296645,3.0446062,2.3874543,4.2613387,0.040209293,0.5345078
145,0.12847938,0.64086354,4.789571,4.96939,0.55574715,45,0.47012454,0.2946091,0.35666823,0.45182958,0.7794131,2.3784933,4.22102,4.3911133,0.8741262,0.7391483
146,0.40014225,0.599174,4.111313,1.1819504,0.7293425,46,0.8137748,0.5931812,0.71670586,0.6065244,4.8323846,3.4318066,4.6258106,2.8402717,0.2921247,0.6298255
147,0.23690869,0.108678825,4.457286,5.5332212,0.7272956,47,0.25607818,0.503847,0.030082285,0.12070047,1.2243848,3.7949898,3.5349562,4.3077135,0.6622209,0.48194584
148,0.5524858,0.15491422,4.2652454,2.808218,0.45681813,48,0.74300796,0.6280382,0.063281655,0.11899373,5.253848,4.244577,2.7794027,4.2658367,0.0014828444,0.5460728
