,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.41347647,0,0.5411419,2.075647,2.1105723
1,0.531204,1,0.56653464,2.5884619,2.75786
2,0.31007296,2,0.68976814,1.1210457,0.86417323
3,0.6172296,3,0.27295446,0.9844803,0.72734976
4,0.6036758,4,0.5799154,1.5497812,1.2446023
5,0.29479617,5,0.41780767,2.1695602,1.0343304
6,0.38300484,6,0.57328933,2.1757996,1.5993476
7,0.29005694,7,0.674481,1.1671313,0.80424917
8,0.39573443,8,0.5016891,1.9003674,1.9395638
9,0.3167498,9,0.5662675,2.100182,1.1851772
10,0.54539543,10,0.5479744,2.461772,2.9497998
11,0.4896425,11,0.5603922,1.9891895,2.0136583
12,0.449269,12,0.50207543,2.2142324,2.4598808
13,0.36197937,13,0.6295201,2.6269848,2.4309108
14,0.5013295,14,0.47766677,1.6209271,1.0691732
15,0.4419727,15,0.636421,2.0175664,1.4452121
16,0.46699008,16,0.43038997,2.0772529,1.0759512
17,0.3769158,17,0.6256777,1.4581138,1.1926876
18,0.7283757,18,0.6755748,3.5330205,1.5813044
19,0.3048264,19,0.6032913,1.3651398,1.0320251
20,0.34681582,20,0.5009069,0.9992352,0.68087476
21,0.23207784,21,0.6008475,1.6874185,1.049251
22,0.46993437,22,0.52969104,2.1949434,1.0651108
23,0.50767666,23,0.62574816,1.803216,2.5030634
24,0.24254899,24,0.65836465,1.2563057,1.0454506
25,0.57154715,25,0.5304232,2.1076756,2.2282906
26,0.34655407,26,0.640824,0.91792244,0.72167957
27,0.3383934,27,0.5941245,2.4852347,3.6586938
28,0.43238348,28,0.6434321,0.9761901,0.7995049
29,0.31608617,29,0.56962,1.6125759,0.9779212
30,0.51978666,30,0.5581176,1.9846301,1.0258601
31,0.22488654,31,0.524647,1.4288776,0.9543454
32,0.2700982,32,0.6635163,1.1852928,0.9811034
33,0.5378051,33,0.5842673,1.8172307,1.1805198
34,0.23251683,34,0.65280753,0.9490837,0.7059348
35,0.7060093,35,0.58378977,2.1646123,0.89479846
36,0.29209125,36,0.6275766,1.1233889,0.8864279
37,0.6197715,37,0.4878602,1.5441637,1.0157493
38,0.6868285,38,0.4829632,1.4241343,0.91973215
39,0.3132737,39,0.42643517,1.9076146,0.9375097
40,0.6111615,40,0.6796358,1.1729524,0.7718776
41,0.24776621,41,0.66619605,1.0903094,0.8266951
42,0.50702316,42,0.47001356,1.3737712,0.90232813
43,0.48053625,43,0.6681876,2.6012938,2.1322021
44,0.2702164,44,0.6081309,1.0834106,0.88650596
45,0.5057142,45,0.6713614,1.7448008,1.2944436
46,0.43912622,46,0.5692573,1.5737121,1.4725312
47,0.44526777,47,0.5132524,2.1333022,1.5826385
48,0.5100622,48,0.67957044,1.8924176,0.98687404
49,0.35371703,49,0.544632,1.6641918,1.277262
